,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,Close_USD_Cutoff,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
173847,2023-12-18,2027,TH30GT,TH5614010004,BNGL6J,SAPPE,TH,THB,45101020.0,240157651.0,276701.0,2.0965134635,308289080.0,0.3623,0.3623,1.0,234166158.54901135,646332206.8700286,0.36,0.00017433724653060652
176436,2023-12-18,2027,KR622L,KR7089590004,BYRPKQ,JEJUAIR,KR,KRW,40501010.0,296330203.0,286145.0,8.394521442,76993711.0,0.4161,0.4161,1.0,268935981.4174678,646325357.8886511,0.42,0.0002151144943322071
177634,2023-12-18,2027,GR802H,GRS337003008,BDZTGG,AUTOHELLAS,GR,EUR,40201040.0,265819508.0,36422.0,13.289598,48624764.0,0.3994,0.3994,1.0,258093704.42210585,646203566.404872,0.4,0.00019296591595510123
175803,2023-12-18,2027,TW02KB,TW0002208006,B3KMM9,CSBC Corp,TW,TWD,50206030.0,463886439.0,170890.0,0.6930220294099999,931787296.0,0.6144,0.6151,1.0,397200285.4664967,645749122.8523763,0.62,0.00033674831570595335
176390,2023-12-18,2027,KR19O9,KR7105630008,B3KT2S,HANSAE,KR,KRW,40204020.0,351519948.0,210487.0,16.08368605,40000000.0,0.5206,0.5206,1.0,334926678.3052,643347442.0,0.52,0.0002551782946732019
175518,2023-12-18,2027,IN60X8,INE483S01020,BF0707,INFIBEAM AVENUES,IN,INR,40201070.0,551325075.0,293076.0,0.239706049019,2683374886.0,0.7088,0.7188,1.0,462347392.7807542,643221191.9598695,0.72,0.00040022250017252264
175493,2023-12-18,2027,IN70LX,INE871C01038,BDFXQ8,AVANTI FEEDS,IN,INR,45102010.0,241293181.0,5746.0,4.71138102349,136245630.0,0.3703,0.3703,1.0,237697449.53742737,641905075.7154398,0.37,0.0001751615599461008
174054,2023-12-18,2027,CN8CXG,KYG211411098,B4JMX9,CHINA LILANG,CN,HKD,40204020.0,242689466.0,214859.0,0.535191858146,1197484919.0,0.385,0.3798,1.0,243407811.1467602,640884178.9014223,0.38,0.00017617516280763108
177644,2023-12-18,2027,GR0018,GRS310003009,BHBFSR,QUEST HOLDINGS CR,GR,EUR,10101010.0,157927196.0,39198.0,5.957406,107222688.0,0.2527,0.2527,1.0,161416947.73586577,638769084.827328,0.25,0.0001146438282865259
176421,2023-12-18,2027,KR225K,KR7287410005,BG12NG,JEISYS MEDICAL,KR,KRW,20102010.0,432716141.0,306142.0,8.348014398,76384498.0,0.6949,0.6952,1.0,443300459.6939792,637658889.0880022,0.7000000000000001,0.0003141209128135988
176043,2023-12-18,2027,TW12E6,TW0001909000,652423,Longchen Paper & Packaging,TW,TWD,55101015.0,367440280.0,41412.0,0.480153831,1327685727.0,0.5756,0.5756,1.0,366941194.2381752,637493388.1830701,0.58,0.0002667353149604011
176081,2023-12-18,2027,KR30AO,KR7181710005,BCDYQ3,NHN,KR,KRW,40203040.0,302741514.0,268319.0,18.2152589,34936682.0,0.4694,0.4694,1.0,298717104.2117336,636380707.7369697,0.47,0.00021976864672642498
176642,2023-12-18,2027,KR02KX,KR7004490009,621256,SEBANG GLOBAL BATTERY,KR,KRW,40101025.0,292197639.0,34734.0,45.42187964,14000000.0,0.4605,0.4605,1.0,292834858.03908,635906314.96,0.46,0.0002121145489801787
176945,2023-12-18,2027,KR91RC,KR7189300007,BYX4V6,INTELLIAN TECHNOLOGIES,KR,KRW,15101010.0,423738827.0,293152.0,59.21896936,10729669.0,0.6911,0.6912,1.0,439188438.35792464,635399939.7539419,0.6900000000000001,0.0003076040261040404
175828,2023-12-18,2027,TW02C3,TW0002103009,687087,TSRC,TW,TWD,55201010.0,496401764.0,40401.0,0.7682461296,825709978.0,0.7744,0.7744,1.0,491239474.3503536,634348494.7706012,0.77,0.0003603521118246445
177638,2023-12-18,2027,764862,GRS470003013,764862,PIRAEUS PORT AUTH.CR,GR,EUR,50206060.0,165123212.0,12451.0,25.368075,25000000.0,0.2586,0.2586,1.0,164004604.87499997,634201874.9999999,0.26,0.00011986762028401753
177662,2023-12-18,2027,KW247T,KW0EQ0504799,BMGQWZ,SHAMAL AZ ZOUR AL OULA KSC,KW,KWD,65102000.0,306074863.0,328951.0,0.5764791256118,1100000000.0,0.4919,0.4919,1.0,311927090.0772889,634127038.1729801,0.49,0.00022218841925486944
175460,2023-12-18,2027,IN70V7,INE186A01019,613589,GUJ.ALKALIES & CHEMS.,IN,INR,55201000.0,275834827.0,5487.0,8.63253550219,73436928.0,0.4172,0.4172,1.0,264482641.72857487,633946888.131771,0.42,0.00020023631991814494
175617,2023-12-18,2027,IN502C,INE876N01018,B9LY7V,ORIENT CEMENT,IN,INR,50101030.0,433578986.0,267785.0,3.0937549098000003,204868760.0,0.6944,0.6944,1.0,440120255.58040464,633813732.114638,0.6900000000000001,0.00031474727645788137
176464,2023-12-18,2027,KR61XF,KR7192080000,BYQ1MZ,DOUBLEU GAMES,KR,KRW,40203040.0,342172096.0,286080.0,34.84152713,18190757.0,0.522,0.522,1.0,330840339.343045,633793753.5307375,0.52,0.0002483924239259251
176871,2023-12-18,2027,KR63M6,KR7091120006,B1VQWK,EM-TECH,KR,KRW,40203010.0,499555422.0,74375.0,36.97309998,17132936.0,0.8568,0.8568,1.0,542746605.0657169,633457755.6789412,0.86,0.00036264144156254746
175477,2023-12-18,2027,IN50EO,INE725G01011,B1BL57,ICRA,IN,INR,30201030.0,245391424.0,136373.0,65.632571455635,9651231.0,0.3806,0.3806,1.0,241085402.19703445,633435108.2423396,0.38,0.00017813659071134317
173891,2023-12-18,2027,TH302F,TH3740010Y09,BKC5FV,VGI PCL,TH,THB,40301020.0,236015341.0,263846.0,0.056570329388,11194515420.0,0.3904,0.3904,1.0,247231506.58275303,633277424.6484452,0.39,0.00017133022628091146
176649,2023-12-18,2027,KR17K3,KR7001530005,627318,DI DONGIL,KR,KRW,55101020.0,351041499.0,34726.0,24.29993049,26040677.0,0.5791,0.6291,1.0,398086075.8609901,632786641.0125418,0.63,0.00025483097498166593
175874,2023-12-18,2027,TW10G6,TW0008422007,B4VYX1,CLEANAWAY,TW,TWD,65103035.0,517336920.0,254694.0,5.8098613551,108888588.0,0.8937,0.8384,1.0,530394979.36429656,632627599.4326056,0.84,0.0003755495350070053
175699,2023-12-18,2027,IN60JU,INE539A01019,639757,GHCL,IN,INR,55201020.0,652155819.0,5116.0,6.616798291579999,95585786.0,1.0,1.0,1.0,632471865.5041314,632471865.5041314,1.0,0.00047341839545795943
175669,2023-12-18,2027,IN18R5,INE418L01021,BNYGG3,NAZARA TECHNOLOGIES,IN,INR,40203040.0,478998852.0,337613.0,9.5570645857,66174092.0,0.569,0.6111,1.0,386478016.4761312,632430071.1440537,0.61,0.0003477188446892392
175652,2023-12-18,2027,IN80IV,INE399C01030,B00FRJ,SUPRAJIT ENGINEERING,IN,INR,40101025.0,390875045.0,147989.0,4.56268892705,138392594.0,0.6196,0.6197,1.0,391304828.1554375,631442356.2295263,0.62,0.0002837472751714536
175895,2023-12-18,2027,TW1AWW,TW0002338001,691496,TAIWAN MASK,TW,TWD,10102010.0,470194023.0,2640.0,2.46158864026,256446475.0,0.8018,0.8038,1.0,507411393.528616,631265729.69472,0.8,0.00034132716973055615
175955,2023-12-18,2027,TW1594,TW0002428000,614662,THINKING ELT.INDUSTRIAL,TW,TWD,10102015.0,437542778.0,38654.0,4.9135742039,128112765.0,0.664,0.664,1.0,417982407.323417,629491577.2943027,0.66,0.00031762470543098556
176386,2023-12-18,2027,KR080J,KR7192650000,BGMHJB,DREAMTEC,KR,KRW,10102010.0,373485883.0,315578.0,9.177390016,68576091.0,0.5805,0.5807,1.0,365463273.7432461,629349532.8797075,0.58,0.00027112398955081495
176921,2023-12-18,2027,KR077P,KR7114090004,B4347P,GKL,KR,KRW,40501020.0,315883570.0,216573.0,10.169540288,61855670.0,0.4904,0.4904,1.0,308483044.26329666,629043728.106233,0.49,0.00022930883771035094
176092,2023-12-18,2027,KR51UB,KR7214320004,BYX20P,INNOCEAN WORLDWIDE,KR,KRW,40301020.0,315712743.0,284417.0,15.69612735,40000000.0,0.4501,0.4501,1.0,282593076.8094,627845094.0,0.45,0.00022918482954867433
175799,2023-12-18,2027,TW04ZS,TW0002820008,619895,China Bills Fin,TW,TWD,30202015.0,422627649.0,2322.0,0.46734972884,1342960000.0,0.6589,0.6589,1.0,413546719.4253305,627631991.8429663,0.66,0.0003067973904956442
175223,2023-12-18,2027,TR30H4,TRESDTT00013,BMF8WG,SDT UZAY VE SAVUNMA TEKNOLOJILERI A S,TR,TRY,50201020.0,134848898.0,360524.0,10.8138152928,58000000.0,0.2506,0.2689,1.0,168654426.06956732,627201286.9824,0.27,9.789063757542587e-05
175770,2023-12-18,2027,TW18PN,TW0002231008,B297JM,CUB ELECPARTS,TW,TWD,40101025.0,308992030.0,205280.0,4.4494255006,140917608.0,0.5091,0.5103,1.0,319959323.96412045,627002398.5187546,0.51,0.00022430607347214004
175883,2023-12-18,2027,TW6072,TW0003617007,B2QZ4K,CYBERPOWER SYSTEMS,TW,TWD,10102030.0,356988067.0,218341.0,7.1382869542,87675862.0,0.6486,0.6486,1.0,405929852.5966677,625855461.9128395,0.65,0.0002591477572582673
175101,2023-12-18,2027,TR20CY,TREMARN00027,BMVGRP,MARGUN ENERJI URET,TR,TRY,65101010.0,119982522.0,344810.0,0.53029286532,1180000000.0,0.2412,0.2412,1.0,150929834.1559171,625745581.0776,0.24,8.709871382476972e-05
177591,2023-12-18,2027,EG301Y,EGS60111C019,693842,NATIONAL DEV.BANK,EG,EGP,30101010.0,185133565.0,43444.0,1.247900760896,500000000.0,0.2777,0.2777,1.0,173271020.65040958,623950380.448,0.28,0.00013439370275359274
177002,2023-12-18,2027,ID4065,ID1000130008,BH3WHX,SAWIT SUMBERMAS SARANA,ID,IDR,45102010.0,189643062.0,270058.0,0.06545126,9525000000.0,0.3031,0.3031,1.0,188959587.52965,623423251.5,0.3,0.00013766727445511655
175242,2023-12-18,2027,TR30I5,TREAKFY00015,BQ0L5B,AKFEN YENILENEBILIR ENERJI A S,TR,TRY,65101010.0,177103249.0,362499.0,0.61347605988,1016031947.0,0.335,0.335,1.0,208809277.3118513,623311275.557765,0.34,0.00012856426873647425
175798,2023-12-18,2027,TW034W,TW0002355005,618679,Chin Poon Ind,TW,TWD,10102015.0,628595799.0,44196.0,1.56530148906,397495420.0,1.0,1.0,1.0,622200172.82053,622200172.82053,1.0,0.00045631550909184474
177268,2023-12-18,2027,MY10N8,MYL5151OO005,B4MLCH,HEXTAR GLOBAL,MY,MYR,55201015.0,214126851.0,214663.0,0.157741708362,3939261906.0,0.3385,0.3448,1.0,214253859.26398936,621385902.7377882,0.34,0.0001554407509241063
175815,2023-12-18,2027,TW02D4,TW0002104007,619126,INTERNATIONAL CSRC INV HLDG,TW,TWD,55201020.0,516495384.0,41400.0,0.6306020313799999,984733625.0,0.8441,0.8441,1.0,524165018.00588256,620975024.2931911,0.84,0.0003749386401698619
175603,2023-12-18,2027,IN09KY,INE683A01023,634996,South Indian,IN,INR,30101010.0,343334449.0,9712.0,0.296544802013,2092741018.0,1.0,1.0,0.49,304089820.71517414,620591470.8472942,0.49,0.0002492362089174621
177237,2023-12-18,2027,MY229X,MYL5139OO000,B29H4P,AEON CREDIT SERVICE,MY,MYR,30201020.0,237043644.0,147639.0,1.22330304444,507204362.0,0.385,0.385,1.0,238878886.47232145,620464640.1878479,0.38,0.00017207670057757738
176472,2023-12-18,2027,KR639T,KR7002840007,659880,MIWON COMMERCIAL,KR,KRW,55201000.0,289023579.0,25373.0,127.894371,4850000.0,0.4572,0.4572,1.0,283595536.14282,620287699.35,0.46,0.000209810408852147
177481,2023-12-18,2027,BR10DG,BRGOLLACNPR4,B01NTS,GOL LINHAS AEREAS INTELIG,BR,BRL,40501010.0,313751609.0,19191.0,1.840937822296,336919404.0,0.5902,0.5207,1.0,322962963.794016,620247673.8890263,0.52,0.00022776118678645579
177640,2023-12-18,2027,579928,GRS343313003,579928,INTRALOT INTGRTD.SYSV.,GR,EUR,40501020.0,306613816.0,13298.0,1.0267251,604095621.0,0.3468,0.455,1.0,282209262.2807581,620240136.880787,0.46,0.00022257966051509234
177655,2023-12-18,2027,KW22H1,KW0EQ0401632,B0MLB4,THE COMMERCIAL REAL EST,KW,KWD,35101010.0,489942640.0,22269.0,0.3368192644024,1840699751.0,0.8027,0.8027,1.0,497660463.361518,619983136.1175009,0.8,0.0003556632506183873
175938,2023-12-18,2027,TW06ID,TW0003380002,B04C5Z,Alpha Networks,TW,TWD,15101010.0,296213600.0,21854.0,1.14436663055,541718460.0,0.454,0.454,1.0,281445736.0647285,619924528.776935,0.45,0.00021502984890920033
177363,2023-12-18,2027,SA2048,SA0007870062,B128GY,SAUDI PUBLIC TRANSPORT,SA,SAR,40501015.0,280865874.0,42416.0,4.95803196252,125000000.0,0.8427,0.8427,0.5077726,265192716.0150637,619753995.3149999,0.43,0.00020388849954887454
177480,2023-12-18,2027,ZA00T2,ZAE000005443,668806,PICK N PAY STORES,ZA,ZAR,45201010.0,301266318.0,46765.0,1.2559380428,493450321.0,0.5604,0.5604,1.0,347303994.2225825,619743030.3757718,0.56,0.00021869776013313063
175409,2023-12-18,2027,IN802F,INE075I01017,BZ3CLM,HEALTHCARE GLOBAL ENTS.,IN,INR,20101010.0,178380708.0,289059.0,4.442176381145,139157312.0,0.2912,0.2917,1.0,180317658.3945785,618161324.6300256,0.29,0.00012949161243628308
177003,2023-12-18,2027,ID80AD,ID1000122203,B6X8NL,SURYA ESA PERKASA,ID,IDR,60101020.0,311857185.0,259479.0,0.03578862,17226975700.0,0.5622,0.5622,1.0,346612990.0744274,616529687.076534,0.56,0.0002263859707042436
176581,2023-12-18,2027,KR71DW,KR7003380003,BZ404M,HARIM HOLDINGS,KR,KRW,45102010.0,261496848.0,298347.0,5.495582366,112005621.0,0.4327,0.4327,1.0,266342477.24628937,615536115.6604793,0.43,0.00018982797452808423
176567,2023-12-18,2027,KR144K,KR7025540006,614591,Korea Elec Term,KR,KRW,50202010.0,393626321.0,44538.0,59.06394588,10415000.0,0.6626,0.6626,1.0,407599050.17501646,615150996.3402,0.66,0.00028574450440936675
175956,2023-12-18,2027,TW6094,TW0003413001,B04ZR5,FOXSEMICON INTEG.TECH.,TW,TWD,10102020.0,535001639.0,254824.0,6.3220254415,97159546.0,0.8449,0.8449,1.0,518975703.3214485,614245121.6965896,0.84,0.0003883728552650673
176732,2023-12-18,2027,KR04L0,KR7023590003,611361,Daou Tech,KR,KRW,30202015.0,345739619.0,45500.0,13.688573284,44866617.0,0.5484,0.5484,1.0,336805330.1856176,614159974.8096602,0.55,0.0002509821899990226
176033,2023-12-18,2027,TW00YN,TW0001104008,691854,Universal Cement,TW,TWD,50101030.0,469996966.0,41440.0,0.91069176613,673217467.0,0.7153,0.7236,1.0,443634531.8629349,613093604.011795,0.72,0.00034118412046834636
176443,2023-12-18,2027,KR119M,KR7003030004,670954,SEAH STEEL HOLDINGS,KR,KRW,55102010.0,317786472.0,41519.0,147.96991166,4141657.0,0.43,0.43,1.0,263521466.77888888,612840620.4160206,0.43,0.00023069020821308618
175095,2023-12-18,2027,B03MNY,TRAANHYT91O3,B03MNY,ANADOLU HAYAT EMEKLILIK,TR,TRY,30301010.0,88039741.0,13441.0,1.422432626976,430000000.0,0.1608,0.1608,1.0,98352681.55962852,611646029.59968,0.16,6.391054362539442e-05
176679,2023-12-18,2027,KR16EW,KR7098460009,B39Q39,Koh Young Tech,KR,KRW,10102020.0,647729602.0,152185.0,8.882845404,68654755.0,0.8,0.8,1.0,487879659.9315968,609849574.914496,0.8,0.0004702052790691463
176296,2023-12-18,2027,KR1B8V,KR7222080004,BYZYM8,CREATIVE & INNOVATIVE SYSTEM,KR,KRW,50204000.0,477834188.0,285089.0,9.03011771,67223957.0,0.7734,0.7734,1.0,469484925.2061062,607040244.6419785,0.77,0.00034687338207729297
173889,2023-12-18,2027,TH708P,TH6789010001,BYTM01,ORIGIN PROPERTY,TH,THB,35101010.0,204734567.0,285608.0,0.2487388855,2439446020.0,0.3626,0.3476,1.0,210918495.28606847,606785084.2522107,0.35,0.0001486226257285302
177148,2023-12-18,2027,PL902L,PLATAL000046,BYV708,ATAL,PL,PLN,35101010.0,158255421.0,284512.0,14.0342493088,43214610.0,0.2534,0.2534,1.0,153683200.3064171,606484610.5225616,0.25,0.0001148820961181117
176689,2023-12-18,2027,KR04GV,KR7020560009,620020,ASIANA AIRLINES,KR,KRW,40501010.0,268304935.0,19955.0,8.123230352,74411764.0,0.5821,0.5821,0.7338945,258226971.0431883,604463899.8706609,0.43,0.00019477015786798047
177452,2023-12-18,2027,ZA20MX,ZAE000057428,672872,REUNERT,ZA,ZAR,50202010.0,453195236.0,30525.0,3.2585787455,184969196.0,0.773,0.773,1.0,465915461.8784976,602736690.6578236,0.77,0.00032898726838824884
177364,2023-12-18,2027,SA20Z3,SA0007879360,B133NS,SUSTAINED INFRASTRUCTURE HOLDING,SA,SAR,50206060.0,275545569.0,9552.0,7.383735772139999,81600000.0,0.853,0.853,0.4901524,251910616.30163348,602512839.0066239,0.42,0.00020002633933644383
176031,2023-12-18,2027,TW12D5,TW0002108008,662126,Nantex Industry,TW,TWD,55201010.0,431854148.0,26183.0,1.22279175628,492416657.0,0.7301,0.7301,1.0,439610023.3521097,602123028.8345565,0.73,0.0003134951676602676
176061,2023-12-18,2027,KR21HV,KR7376300000,BNV093,DEAR U,KR,KRW,10101015.0,290067604.0,346378.0,25.34633898,23719736.0,0.495,0.4954,1.0,297838675.62786293,601208469.1721092,0.5,0.00021056829619427926
176221,2023-12-18,2027,KR81SC,KR7058610007,654194,SPG,KR,KRW,50202010.0,447916872.0,9518.0,27.05159726,22177360.0,0.7101,0.7101,1.0,426012431.11822486,599933011.0100336,0.71,0.00032515555433660585
177623,2023-12-18,2027,EG1061,EGS691G1C015,B2R2ZY,BELTON FINANCIAL HOLDING,EG,EGP,30202010.0,262712793.0,170364.0,0.109709117724,5463478748.0,0.4409,0.4409,1.0,264272564.6744701,599393433.1469042,0.44,0.000190710663471576
176454,2023-12-18,2027,KR62N6,KR7064550007,B0VTXZ,BIONEER,KR,KRW,20103010.0,521773948.0,28783.0,23.21476613,25810291.0,0.8599,0.8599,1.0,515234769.6215985,599179869.3122438,0.86,0.00037877049940717426
176990,2023-12-18,2027,ID30GE,ID1000123904,B8FQLP,BANK PMBGN.DAERAH JAWA TIMUR,ID,IDR,30101010.0,284483430.0,262256.0,0.03998008,14974591382.0,0.4836,0.4836,1.0,289524240.78255266,598685361.4196706,0.48,0.00020651458599494106
175753,2023-12-18,2027,TW05TN,TW0003019006,629586,ASIA OPTICAL,TW,TWD,40203060.0,499815406.0,11547.0,2.14148608626,279243901.0,0.8108,0.8108,1.0,484855909.76114815,597996928.664465,0.81,0.00036283017131782816
173805,2023-12-18,2027,TH12DQ,TH0825010Y01,BKDQJX,NEX POINT,TH,THB,10102030.0,256668222.0,22836.0,0.29564393248,2021827399.0,0.4272,0.4272,1.0,255354956.4970519,597741003.0361701,0.43,0.00018632273803921592
176748,2023-12-18,2027,KR031F,KR7006120000,685991,SK DISCOVERY,KR,KRW,55201000.0,352680934.0,40508.0,31.3922547,19037855.0,0.5986,0.5986,1.0,357748018.19065875,597641193.1016685,0.6,0.00025602108732068903
173923,2023-12-18,2027,CN57V6,CNE1000021L3,BYVDW4,CHINA RY.SIGN.& COMM.'H',CN,HKD,50206025.0,539178155.0,284820.0,0.303446101389,1968801000.0,0.875,0.875,1.0,522746864.37816906,597424987.8607646,0.88,0.00039140470661978854
174049,2023-12-18,2027,CN298I,CNE100000510,628074,SHAI.FUD.MICROELS. GP. 'H',CN,HKD,10102010.0,477778408.0,21386.0,2.09979580708,284330000.0,1.0,1.0,1.0,597034941.8270564,597034941.8270564,1.0,0.0003468328897941157
175456,2023-12-18,2027,IN20RY,INE959A01019,609589,PRIVI SPECIALITY CHEMICALS,IN,INR,35101010.0,284718614.0,252664.0,15.273915954875,39062706.0,0.4761,0.4761,1.0,284060536.53390133,596640488.4139915,0.48,0.00020668531272722432
175724,2023-12-18,2027,IN0B4K,INE049B01025,B00YYS,Wockhardt,IN,INR,20103015.0,382388994.0,14332.0,4.1369978445,144094573.0,0.5255,0.5255,1.0,313260501.8691552,596118937.9051479,0.53,0.00027758701019926535
176036,2023-12-18,2027,TW046Z,TW0002501004,617973,Cathay Red,TW,TWD,35101010.0,367821954.0,40381.0,0.5137645991700001,1159561059.0,0.5756,0.5756,1.0,342908762.9005228,595741422.6902758,0.58,0.0002670123829361881
176517,2023-12-18,2027,KR514L,KR7067160002,672450,AFREECATV,KR,KRW,10101020.0,509696109.0,15054.0,51.70033058,11494767.0,0.7471,0.7471,1.0,443989018.94392,594283253.8400749,0.75,0.00037000285371055654
176034,2023-12-18,2027,TW02TK,TW0002328002,666996,Pan Intl Ind,TW,TWD,10102015.0,464341410.0,25909.0,1.1459671433199998,518346282.0,0.7921,0.7921,1.0,470513584.7437972,594007808.034083,0.79,0.00033707859205176616
176030,2023-12-18,2027,TW124W,TW0009938001,632083,Taiwan Paiho,TW,TWD,55101020.0,575908086.0,404.0,1.99103788588,297963902.0,1.0,1.0,1.0,593257417.5066355,593257417.5066355,1.0,0.0004180680047039257
177278,2023-12-18,2027,MY70E5,MYL5284OO004,BF3N1G,LOTTE CHEMICAL TITAN,MY,MYR,50203015.0,149441722.0,298572.0,0.2553913373479999,2312364540.0,0.2528,0.2528,1.0,149293030.11913192,590557872.3066927,0.25,0.00010848398217499372
173961,2023-12-18,2027,CN2CZC,KYG392AS1011,BND899,GLOBAL NEW MATERIAL INT HOLD,CN,HKD,55201020.0,315606143.0,342326.0,0.476295146484,1238870132.0,0.5268,0.5268,1.0,310847733.3684781,590067830.9955925,0.53,0.0002291074455869193
174048,2023-12-18,2027,CN1MCY,CNE100003PV3,BHR0FS,POLY PROPERTY SERVICES 'H',CN,HKD,35101015.0,555632662.0,321551.0,3.847491707485,153333400.0,1.0,1.0,1.0,589948984.9804806,589948984.9804806,1.0,0.00040334949968157027
177413,2023-12-18,2027,PH20OW,PHY8321B1036,610093,SYNERGY GRID & DEV. PHILPS.,PH,PHP,50101010.0,141584000.0,148696.0,0.11173182626,5265866000.0,0.2212,0.2212,1.0,130146299.2945216,588364825.0204412,0.22,0.0001027798390349404
174000,2023-12-18,2027,CN8BDV,KYG011981035,B0PR2F,AGILE GROUP HDG.,CN,HKD,35101010.0,252162535.0,28377.0,0.116513060027,5046047500.0,0.453,0.453,1.0,266332487.1757668,587930435.2665933,0.45,0.00018305193212469294
176776,2023-12-18,2027,KR139O,KR7060280005,653510,CUREXO,KR,KRW,45201010.0,332485784.0,9056.0,14.3396719,40955990.0,0.5771,0.5771,1.0,338928209.3540899,587295458.939681,0.58,0.00024136085547043424
176780,2023-12-18,2027,KR90N7,KR7290650001,BGKFGF,L&C BIO,KR,KRW,20103010.0,367630831.0,312555.0,25.88892116,22684891.0,0.7103,0.7103,1.0,417150207.9881441,587287354.6221936,0.71,0.00026687364133278743
175548,2023-12-18,2027,IN08O1,INE855B01025,634995,RAIN INDUSTRIES,IN,INR,55201000.0,450504188.0,4752.0,1.74233561393,336345679.0,0.7312,0.7312,1.0,428502982.6987482,586027055.1131678,0.73,0.00032703376036279894
177463,2023-12-18,2027,ZA20AL,ZAE000047353,662271,CORONATION FD.MGRS.,ZA,ZAR,30202010.0,265952477.0,12023.0,1.66596487442,349799102.0,0.4691,0.4691,1.0,273369440.2914275,582753017.0356587,0.47,0.0001930624419214296
175505,2023-12-18,2027,IN08KX,INE877F01012,B00L81,PTC India,IN,INR,65101015.0,627039881.0,18652.0,1.9665728884,296008321.0,0.9404,0.9404,1.0,547427471.2657678,582121938.8194042,0.94,0.00045518602411055047
177424,2023-12-18,2027,PH108F,PHY3004J1017,BLR6CW,DITO CME HOLDINGS,PH,PHP,15102015.0,170912821.0,36042.0,0.04144890329,14035000000.0,0.139,0.1887,1.0,109773461.9933008,581735357.67515,0.19,0.0001240704615732539
177313,2023-12-18,2027,MY21PC,MYL1619OO005,626981,DRB-HICOM,MY,MYR,40101020.0,197049506.0,34380.0,0.30046039688,1933237051.0,0.3424,0.3467,1.0,201384568.1960016,580861171.6065807,0.35,0.00014304382210274128
176144,2023-12-18,2027,KR04XC,KR7032350001,B15C6D,LOTTE TOURS,KR,KRW,40501015.0,310381051.0,31253.0,7.844188088,73762659.0,0.5443,0.5443,1.0,314936427.5117714,578608171.067006,0.54,0.00022531440319016008
175190,2023-12-18,2027,ET017,TRETKHO00012,B29D24,TEKFEN HOLDING,TR,TRY,50101015.0,252747930.0,147524.0,1.56315086444,370000000.0,0.4995,0.4995,1.0,288893727.0114786,578365819.8428,0.5,0.00018347688694919187
176242,2023-12-18,2027,KR70AS,KR7090460007,B1P1GJ,BH,KR,KRW,10102015.0,461877526.0,34045.0,16.78129171,34464379.0,0.7903,0.7903,1.0,457075377.14564943,578356797.6029981,0.79,0.00033528998881325925
175077,2023-12-18,2027,TR306T,TREGENL00024,BN2TVP,GEN ILAC VE SAGLIK URUNLERI SA,TR,TRY,20103015.0,134919332.0,343043.0,1.9236113742,300000000.0,0.2678,0.2678,1.0,154542937.803228,577083412.26,0.27,9.794176761259523e-05
173959,2023-12-18,2027,CN87T7,BMG2108V1019,674101,CHINA ORIENTAL GROUP,CN,HKD,55102010.0,167555533.0,16230.0,0.154923958937,3722569000.0,0.29,0.29,1.0,167247386.79988325,576715126.8961492,0.29,0.00012163331104611851
177671,2023-12-18,2027,KW20GY,KW0EQ0200281,661471,NATIONAL INVESTMENTS,KW,KWD,30202000.0,297996666.0,9343.0,0.7222182304013001,797862103.0,0.4787,0.4787,1.0,275841567.2208287,576230556.1329198,0.48,0.000216324227062584
175738,2023-12-18,2027,TW1AQQ,KYG4002A1004,B5MY7H,GOURMET MASTER,TW,TWD,40501040.0,308959591.0,243681.0,3.20102554,180000000.0,0.5427,0.5427,1.0,312695380.9004399,576184597.1999999,0.54,0.0002242825250825024
177150,2023-12-18,2027,B064B9,PLEURCH00011,B064B9,EUROCASH,PL,PLN,45201010.0,325476747.0,22736.0,4.1350913142,139163286.0,0.5596,0.5596,1.0,322023440.1506354,575452895.1941305,0.56,0.00023627279682927465
177279,2023-12-18,2027,MY50AZ,MYL5248OO009,BGLKMM,BERMAZ AUTO,MY,MYR,40401030.0,382455683.0,269650.0,0.495759654852,1160619088.0,0.634,0.6445,1.0,370837642.3613416,575388118.481523,0.64,0.00027763542163477644
177446,2023-12-18,2027,ZA214G,ZAE000000220,600920,AECI,ZA,ZAR,55201000.0,458569585.0,47072.0,5.452248679919999,105517780.0,0.83,0.768,1.0,441837447.7156523,575309176.7130889,0.77,0.000332888660672247
175178,2023-12-18,2027,TR20SE,TREKMPU00017,BLBJJD,KIMTEKS POLIURETAN SANAYI VE T,TR,TRY,50203015.0,138387069.0,354479.0,2.3655220953,243100000.0,0.2574,0.2757,1.0,158543606.77100044,575058421.36743,0.28,0.00010045909619969199
175763,2023-12-18,2027,TW30ME,TW0003583001,B76624,SCIENTECH,TW,TWD,10102010.0,382351849.0,260958.0,7.0742664434,81139000.0,0.6946,0.6946,1.0,398699639.37898725,573998904.9510326,0.6900000000000001,0.0002775600455908283
177219,2023-12-18,2027,MY22ZN,MYL4162OO003,675234,BRIT.AMER.TOB.(MALAYSIA),MY,MYR,45103010.0,279812333.0,40723.0,2.008792367712,285530000.0,0.5,0.5,1.0,286785242.3764036,573570484.7528073,0.5,0.00020312370427259536
