RIC;Name;Country;ISO;Weight
395400.KS;SK REIT CO LTD ORD;KOREA;KR;0.000293
2753.TW;BAFANG YUNJI INTERNATIONAL CO LTD ORD;TAIWAN;TW;0.000101
TAMI.NS;TAMILNAD MERCANTILE BANK LTD ORD;INDIA;IN;0.000405
MAGEN.IS;MARGUN ENERJI URETIM SANAYI VE TICARET AS ORD;TURKEY;TR;0.000089
DATP.NS;DATA PATTERNS (INDIA) LTD ORD;INDIA;IN;0.000438
CEIF.NS;CE INFO SYSTEMS LTD ORD;INDIA;IN;0.000289
EFIH.CA;E-FINANCE FOR DIGITAL AND FINANCIAL INVESTEMENTS ORD;EGYPT;EG;0.000147
GLOH.NS;GLOBAL HEALTH LTD ORD;INDIA;IN;0.000758
FARM.KL;FARM FRESH BHD ORD;MALAYSIA;MY;0.000183
381970.KS;K CAR CO LTD ORD;KOREA;KR;0.000132
EASM.NS;EASY TRIP PLANNERS LTD ORD;INDIA;IN;0.000213
348370.KQ;ENCHEM CO LTD ORD;KOREA;KR;0.000397
9956.HK;ANE (CAYMAN) INC ORD;CHINA;CN;0.000358
PORT3.SA;WILSON SONS SA ORD;BRAZIL;BR;0.000609
376300.KQ;DEAR U CO LTD ORD;KOREA;KR;0.000137
FIVS.NS;FIVE-STAR BUSINESS FINANCE LTD ORD;INDIA;IN;0.000663
MIATK.IS;MIA TEKNOLOJI AS ORD;TURKEY;TR;0.000262
4071.SE;ARABIAN CONTRACTING SERVICES COMPANY CJSC ORD;SAUDI ARABIA;SA;0.000812
9899.HK;CLOUD MUSIC INC ORD;CHINA;CN;0.000655
IGTI11.SA;IGUATEMI SA;BRAZIL;BR;0.001003
LATN.NS;LATENT VIEW ANALYTICS LTD ORD;INDIA;IN;0.000201
2273.HK;GUSHENGTANG HOLDINGS LTD ORD;CHINA;CN;0.000738
9699.HK;HANGZHOU SF INTRA-CITY INDUSTRIAL CO LTD ORD;CHINA;CN;0.000175
ANAA.NS;ANAND RATHI WEALTH LTD ORD;INDIA;IN;0.00045
4162.SE;ALMUNAJEM FOODS COMPANY SJSC ORD;SAUDI ARABIA;SA;0.00031
MEDP.NS;MEDPLUS HEALTH SERVICES LTD ORD;INDIA;IN;0.00043
TEGA.NS;TEGA INDUSTRIES LTD ORD;INDIA;IN;0.00018
9526.SE;JAHEZ INTERNATIONAL COMPANY FOR INFORMATION SYSTEMS TECHNOLOGY SCJSC ORD;SAUDI ARABIA;SA;0.000566
4770.TW;ALLIED SUPREME CORP ORD;TAIWAN;TW;0.000346
2285.HK;CHERVON HOLDINGS LTD ORD;CHINA;CN;0.000252
RAIB.NS;RAINBOW CHILDREN'S MEDICARE LTD ORD;INDIA;IN;0.000566
COMU.BO;COMPUTER AGE MANAGEMENT SERVICES LTD ORD;INDIA;IN;0.000927
UTIA.BO;UTI ASSET MANAGEMENT COMPANY LTD ORD;INDIA;IN;0.000462
EQUI.BO;EQUITAS SMALL FINANCE BANK LTD ORD;INDIA;IN;0.000579
SYRM.NS;SYRMA SGS TECHNOLOGY LTD ORD;INDIA;IN;0.000395
SRNA3.SA;SERENA ENERGIA SA ORD;BRAZIL;BR;0.000338
AETH.NS;AETHER INDUSTRIES LTD ORD;INDIA;IN;0.000209
2121.HK;QINGDAO AINNOVATION TECHNOLOGY GROUP CO LTD ORD;CHINA;CN;0.00016
1321.SE;EAST PIPES INTEGRATED COMPANY FOR INDUSTRY CJSC ORD;SAUDI ARABIA;SA;0.0002
DREM.NS;DREAMFOLKS SERVICES LTD ORD;INDIA;IN;0.000154
KONTR.IS;KONTROLMATIK TEKNOLOJI ENERJI VE MUHENDISLIK AS ORD;TURKEY;TR;0.000576
BIKA.NS;BIKAJI FOODS INTERNATIONAL LTD ORD;INDIA;IN;0.000368
2157.HK;LEPU BIOPHARMA CO LTD ORD;CHINA;CN;0.000209
2645.TW;EVERGREEN AVIATION TECHNOLOGIES CORP ORD;TAIWAN;TW;0.000397
IONX.NS;ION EXCHANGE (INDIA) LTD ORD;INDIA;IN;0.000422
GLTRDR.MM;GLOBALTRANS INVESTMENT GDR;CYPRUS;CY;0
1322.SE;AL MASANE AL KOBRA MINING COMPANY CJSC ORD;SAUDI ARABIA;SA;0.00052
310210.KQ;VORONOI INC ORD;KOREA;KR;0.000352
ARCN.NS;ARCHEAN CHEMICAL INDUSTRIES LTD ORD;INDIA;IN;0.000318
SOMA3.SA;GRUPO DE MODA SOMA SA ORD;BRAZIL;BR;0.000657
HBSA3.SA;HIDROVIAS DO BRASIL SA ORD;BRAZIL;BR;0.000436
CURY3.SA;CURY CONSTRUTORA E INCORPORADORA SA ORD;BRAZIL;BR;0.000433
GMAT3.SA;GRUPO MATEUS SA ORD;BRAZIL;BR;0.000752
PETZ3.SA;PET CENTER COMERCIO E PARTICIPACOES SA ORD;BRAZIL;BR;0.000218
6639.HK;ARRAIL GROUP LTD ORD;CHINA;CN;0.000211
4163.SE;AL-DAWAA MEDICAL SERVICES CO ORD;SAUDI ARABIA;SA;0.000837
SMRTG.IS;SMART GUNES ENERJISI TEKNOLOJILERI ARASTIRMA GELISTIRME URET SAN TIC AS ORD;TURKEY;TR;0.000295
GATW.NS;GATEWAY DISTRIPARKS LTD ORD;INDIA;IN;0.000343
0587.HK;CHINA CONCH ENVIRONMENT PROTECTION HOLDINGS LTD ORD;CHINA;CN;0.000226
MSWI.NS;MOTHERSON SUMI WIRING INDIA LTD ORD;INDIA;IN;0.001169
AURE3.SA;AUREN ENERGIA SA ORD;BRAZIL;BR;0.000733
KFIN.NS;KFIN TECHNOLOGIES LTD ORD;INDIA;IN;0.000208
1183.SE;SHL FINANCE COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000213
KMPUR.IS;KIMTEKS POLIURETAN SANAYI VE TICARET AS ORD;TURKEY;TR;0.000084
KAYN.NS;KAYNES TECHNOLOGY INDIA LTD ORD;INDIA;IN;0.00059
CAMU.NS;CAMPUS ACTIVEWEAR LTD ORD;INDIA;IN;0.000226
VGI3_tn.BK;VGI PCL;THAILAND;TH;0.000001
403870.KQ;HPSP CO LTD ORD;KOREA;KR;0.001064
ALG.KW;ALI AL-GHANIM SONS AUTOMOTIVE COMPANY KSCP ORD;KUWAIT;KW;0.00032
4322.SE;RETAL URBAN DEVELOPMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000292
9955.HK;CLOUDR GROUP LTD ORD;CHINA;CN;0.000243
2172.HK;MICROPORT NEUROTECH LTD ORD;CHINA;CN;0.000272
KLRHO.IS;KILER HOLDING AS ORD;TURKEY;TR;0.000302
328130.KQ;LUNIT INC ORD;KOREA;KR;0.00117
365340.KQ;SUNGEEL HITECH CO LTD ORD;KOREA;KR;0.000427
SULA.NS;SULA VINEYARDS LTD ORD;INDIA;IN;0.000254
6014.SE;ALAMAR FOODS COMPANY JSC ORD;SAUDI ARABIA;SA;0.000256
CONB.NS;CONCORD BIOTECH LTD ORD;INDIA;IN;0.000308
AVAL.NS;AVALON TECHNOLOGIES LTD ORD;INDIA;IN;0.000164
6689.HK;CHONGQING HONGJIU FRUIT CO LTD ORD;CHINA;CN;0.000245
6660.HK;AIM VACCINE CO LTD ORD;CHINA;CN;0.00019
393890.KQ;W-SCOPE CHUNGJU PLANT CO LTD ORD;KOREA;KR;0.000321
418550.KQ;JEIO CO LTD ORD;KOREA;KR;0.000133
LASITEB1.MX;SITIOS LATINOAMERICA SAB DE CV ORD;MEXICO;MX;0.000576
JUBN.M3;JUBILANT INGREVIA LTD ORD;INDIA;IN;0.000346
360070.KQ;TOP MATERIAL CO LTD ORD;KOREA;KR;0.000114
ELEO.NS;ELECTRONICS MART INDIA LTD ORD;INDIA;IN;0.000195
PIRM.NS;PIRAMAL PHARMA LTD ORD;INDIA;IN;0.000761
EMPOWER.DU;EMIRATES CENTRAL COOLING SYSTEMS CORPORATION PJSC ORD;UNITED ARAB EMIRATES;AE;0.000733
7204.SE;PERFECT PRESENTATION FOR COMMERCIAL SERVICES COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000287
BTGn.BK;BETAGRO ORD R;THAILAND;TH;0.000372
372170.KQ;YUNSUNG F&C CO LTD ORD;KOREA;KR;0.000166
4142.SE;RIYADH CABLES GROUP COMPANY CJSC ORD;SAUDI ARABIA;SA;0.000717
ALFAS.IS;ALFA SOLAR ENERJI SANAYI VE TICARET AS ORD;TURKEY;TR;0.000183
348950.KS;JR GLOBAL REIT;KOREA;KR;0.000489
344820.KS;KCC GLASS CORP;KOREA;KR;0.000249
294090.KQ;EOFLOW CO LTD;KOREA;KR;0.000063
348210.KQ;NEXTIN INC;KOREA;KR;0.000387
6782stat.TW;VISCO VISION INC ORD;TAIWAN;TW;0.000179
AURAn.BK;AURORA DESIGN ORD R;THAILAND;TH;0.000136
NATI.KL;NATIONGATE HOLDINGS BHD ORD;MALAYSIA;MY;0.000183
TAALEEM.DU;TAALEEM HOLDINGS PSC ORD;UNITED ARAB EMIRATES;AE;0.000155
ITCn.BK;I-TAIL CORPORATI ORD R;THAILAND;TH;0.000357
1405.HK;DPC DASH LTD ORD;CHINA;CN;0.000218
AHGAZ.IS;AHLATCI DOGAL GAZ DAGITIM ENERJI VE YATIRIM AS ORD;TURKEY;TR;0.000272
2469.HK;FENBI LTD ORD;CHINA;CN;0.000227
4192.SE;AL-SAIF STORES FOR DEVELOPMENT & INVESTMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000134
SDTTR.IS;SDT UZAY VE SAVUNMA TEKNOLOJILERI AS ORD;TURKEY;TR;0.000122
AARP.NS;AARTI PHARMALABS LTD ORD;INDIA;IN;0.000158
NMDS.NS;NMDC STEEL LTD ORD;INDIA;IN;0.00047
NEXE.NS;NEXUS SELECT TRUST;INDIA;IN;0.00061
CUAN.JK;PT PETRINDO JAYA KREASI TBK ORD;INDONESIA;ID;0.001352
AKFYE.IS;AKFEN YENILENEBILIR ENERJI AS ORD;TURKEY;TR;0.000156
EUPWR.IS;EUROPOWER ENERJI VE OTOMASYON TEKNOLOJILERI SANAYI TICARET AS ORD;TURKEY;TR;0.000322
BEMA.NS;BEML LAND ASSETS LTD ORD;INDIA;IN;0.000019
420770.KQ;GIGAVIS CO LTD ORD;KOREA;KR;0.00016
CWENE.IS;CW ENERJI MUHENDISLIK TICARET VE SANAYI AS ORD;TURKEY;TR;0.000225
KAYSE.IS;KAYSERI SEKER FABRIKASI AS ORD;TURKEY;TR;0.000144
BIENY.IS;BIEN YAPI URUNLERI SANAYI TURIZM VE TICARET AS ORD;TURKEY;TR;0.0001
4015.SE;JAMJOOM PHARMACEUTICALS FACTORY COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000523
KKP6_t.BK;KIATNAKIN PHATRA BANK PCL;THAILAND;TH;0
;KIATNAKIN PHATRA BANK PCL;THAILAND;TH;0
2283.SE;FIRST MILLING COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000259
456040.KS;OCI CO LTD ORD;KOREA;KR;0.000399
457190.KS;ISU SPECIALTY CHEMICAL CO LTD ORD;KOREA;KR;0.000409
NIIL.NS;NIIT LEARNING SYSTEMS LTD ORD;INDIA;IN;0.000345
PCIN.NS;PTC INDUSTRIES LTD ORD;INDIA;IN;0.000189
460860.KS;DONGKUK STEEL MILL CO LTD ORD;KOREA;KR;0.000205
TVSH_p.NS;TVS HOLDINGS LTD PFD;INDIA;IN;0.000037
6990.HK;SICHUAN KELUN-BIOTECH BIOPHARMACEUTICAL CO LTD ORD;CHINA;CN;0.000215
;DIGIDRIVE DISTRIBUTORS LTD;INDIA;IN;0.000012
KLSER.IS;KALESERAMIK CANAKKALE KALEBODUR SERAMIK SANAYI AS ORD;TURKEY;TR;0.000248
440110.KQ;FADU INC ORD;KOREA;KR;0.00015
REDT.NS;REDTAPE ORD;INDIA;IN;0.000166
IZENR.IS;IZDEMIR ENERJI ELEKTRIK URETIM AS ORD;TURKEY;TR;0.000115
ENERY.IS;ENERYA ENERJI AS ORD;TURKEY;TR;0.000147
;SUNDARAM CLAYTON LTD;INDIA;IN;0
NUVA.NS;NUVAMA WEALTH MANAGEMENT LTD ORD;INDIA;IN;0.000254
BAJL.NS;BAJEL PROJECTS LTD ORD;INDIA;IN;0.000056
LSIL_r.NS^A24;LLOYDS ENGINEERING WORKS LTD;INDIA;IN;0.000006
1CBAV9.SA^A24;COMPANHIA BRASILEIRA DE ALUMINIO;BRAZIL;BR;0.000014
SUNM.NS;SUNDARAM CLAYTON LTD ORD;INDIA;IN;0.000046
;HANSON INTERNATIONAL TBK PT;;#N/A;0
;INTI AGRI RESOURCES TBK PT;;#N/A;0
;TRADA ALAM MINERA TBK PT;;#N/A;0
;RNL BIO CO LTD;;#N/A;0
;PHARMALLY INTERNATIONAL HOLDING COMPANY LTD;;#N/A;0
;SHIPPING CORPORATION OF INDIA LTD;;#N/A;0.000025
;KLASS PACK LTD;;#N/A;0.000024
SISI.NS;SIS LTD ORD;INDIA;IN;0.00022
IRBR3.SA;IRB-BRASIL RESSEGUROS SA ORD;BRAZIL;BR;0.000508
270520.KQ;GEOLIT ENERGY CO LTD ORD;KOREA;KR;0.000067
0839.HK;CHINA EDUCATION GROUP HOLDINGS LTD ORD;HONG KONG;HK;0.000591
PRMn.BK;PRIMA MARINE NVDR;THAILAND;TH;0.000163
6643.TWO;M31 TECHNOLOGY CORP ORD;TAIWAN;TW;0.000663
TRAXIONA.MX;GRUPO TRAXION SAB DE CV ORD;MEXICO;MX;0.000687
CAML3.SA;CAMIL ALIMENTOS SA ORD;BRAZIL;BR;0.000091
AMBE.NS;AMBER ENTERPRISES INDIA LTD ORD;INDIA;IN;0.000601
IIAN.NS;INDIAN ENERGY EXCHANGE LTD ORD;INDIA;IN;0.000769
FINV.N;FINVOLUTION GROUP ADR;CHINA;CN;0.000553
TOAn.BK;TOA PAINT THAILAND NVDR;THAILAND;TH;0.000403
280360.KS;LOTTE WELLFOOD CO LTD ORD;KOREA;KR;0.000176
BOURSA.KW;BOURSA KUWAIT SECURITIES COMPANY KPSC ORD;KUWAIT;KW;0.000527
2858.HK;YIXIN GROUP LTD ORD;CHINA;CN;0.00015
HEAL.JK;MEDIKALOKA HERMINA TBK PT ORD;INDONESIA;ID;0.000548
SAPR11.SA;COMPANHIA DE SANEAMENTO DO PARANA SANEPAR;BRAZIL;BR;0.000908
LX.OQ;LEXINFINTECH HOLDINGS ADR;CHINA;CN;0.000096
253450.KQ;STUDIO DRAGON CORP ORD;KOREA;KR;0.000395
6670.TW;FUSHENG PRECISION CO LTD ORD;TAIWAN;TW;0.000512
SIPR.KL;SIME DARBY PROPERTY BHD ORD;MALAYSIA;MY;0.000279
272450.KS;JIN AIR CO LTD ORD;KOREA;KR;0.000227
281740.KQ;LAKE MATERIALS CO LTD ORD;KOREA;KR;0.000494
282330.KS;BGF RETAIL CO LTD ORD;KOREA;KR;0.000742
THGn.BK;THONBURI HEALTHCARE GROUP NVDR;THAILAND;TH;0.000423
PRCO.NS;PRICOL LTD ORD;INDIA;IN;0.000168
AZNOULA.KW;SHAMAL AZ-ZOUR AL-OULA POWER AND WATER COMPANY KSCP ORD;KUWAIT;KW;0.000247
4340.SE;AL RAJHI REIT FUND;SAUDI ARABIA;SA;0.000431
285130.KS;SK CHEMICALS CO LTD ORD;KOREA;KR;0.00043
284740.KS;CUCKOO HOMESYS CO LTD ORD;KOREA;KR;0.000149
SPAD.NS;SPANDANA SPHOORTY FINANCIAL LTD ORD;INDIA;IN;0.000257
ICCI.NS;ICICI SECURITIES LTD ORD;INDIA;IN;0.000597
VARE.NS;VARROC ENGINEERING LTD ORD;INDIA;IN;0.000187
NEWG.NS;NEWGEN SOFTWARE TECHNOLOGIES LTD ORD;INDIA;IN;0.000523
ROUT.NS;ROUTE MOBILE LTD ORD;INDIA;IN;0.000471
3319.HK;A-LIVING SMART CITY SERVICES CO LTD ORD;CHINA;CN;0.000254
ENJSA.IS;ENERJISA ENERJI AS ORD;TURKEY;TR;0.000322
MPARK.IS;MLP SAGLIK HIZMETLERI AS ORD;TURKEY;TR;0.000282
CRDE.NS;CREDITACCESS GRAMEEN LTD ORD;INDIA;IN;0.000903
PEKGY.IS;PEKER GAYRIMENKUL YATIRIM ORTAKLIGI AS ORD;TURKEY;TR;0.000427
HGIN.NS;HG INFRA ENGINEERING LTD ORD;INDIA;IN;0.000117
GMMP.NS;GMM PFAUDLER LTD ORD;INDIA;IN;0.000561
BTPS.JK;BANK BTPN SYARIAH TBK PT ORD;INDONESIA;ID;0.000243
LEMO.NS;LEMON TREE HOTELS LTD ORD;INDIA;IN;0.000507
018250.KS;AEKYUNG INDUSTRIAL CO LTD ORD;KOREA;KR;0.000128
SOKM.IS;SOK MARKETLER TICARET AS ORD;TURKEY;TR;0.000414
AVAS.NS;AAVAS FINANCIERS LTD ORD;INDIA;IN;0.000725
PRCE.NS;PRINCE PIPES AND FITTINGS LTD ORD;INDIA;IN;0.000274
RAIV.NS;RAIL VIKAS NIGAM LTD ORD;INDIA;IN;0.000778
287410.KQ;JEISYS MEDICAL INC ORD;KOREA;KR;0.000407
6679.TWO;ZILLTEK TECHNOLOGY CORP ORD;TAIWAN;TW;0.000322
HUYA.N;HUYA ADR CL A ORD;CHINA;CN;0.000279
ONTE.NS;ORIENT ELECTRIC LTD ORD;INDIA;IN;0.000316
BORO.NS;BOROSIL RENEWABLES LTD ORD;INDIA;IN;0.000172
294870.KS;HDC HYUNDAI DEVELOPMENT CO ORD;KOREA;KR;0.000415
6100.HK;TONGDAO LIEPIN GROUP ORD;CHINA;CN;0.000133
FINO.NS;FINE ORGANIC INDUSTRIES LTD ORD;INDIA;IN;0.000349
1773.HK;TIANLI INTERNATIONAL HOLDINGS LTD ORD;CHINA;CN;0.000478
1760.HK;INTRON TECHNOLOGY HOLDINGS LTD ORD;HONG KONG;HK;0.00006
MAPA.JK;MAP AKTIF ADIPERKASA TBK PT ORD;INDONESIA;ID;0.000465
MALLPLAZA.SN;PLAZA SA ORD;CHILE;CL;0.000468
TCPI.JK;TRANSCOAL PACIFIC TBK PT ORD;INDONESIA;ID;0.000417
CHAL.NS;CHALET HOTELS LTD ORD;INDIA;IN;0.000446
298020.KS;HYOSUNG TNC CORP ORD;KOREA;KR;0.000625
298050.KS;HYOSUNG ADVANCED MATERIALS CORP ORD;KOREA;KR;0.000727
298040.KS;HYOSUNG HEAVY INDUSTRIES CORP ORD;KOREA;KR;0.000548
091810.KS;T'WAY AIR CO LTD ORD;KOREA;KR;0.000119
AFFL.NS;AFFLE (INDIA) LTD ORD;INDIA;IN;0.000776
IRCN.NS;IRCON INTERNATIONAL LTD ORD;INDIA;IN;0.000498
1765.HK;XJ INTERNATIONAL HOLDINGS CO LTD ORD;CHINA;CN;0.000151
6691.TW;YANKEY ENGINEERING CO LTD ORD;TAIWAN;TW;0.000408
300720.KS;HANIL CEMENT CO LTD ORD;KOREA;KR;0.000092
MRSB.NS;MRS. BECTORS FOOD SPECIALITIES LTD ORD;INDIA;IN;0.000294
1830.SE;LEEJAM SPORTS COMPANY SJSC ORD;SAUDI ARABIA;SA;0.001187
CIRA.CA;CAIRO FOR INVESTMENT AND REAL ESTATE DEVELOPMENTS - CIRA EDUCATION ORD;EGYPT;EG;0.000079
1969.HK;CHINA CHUNLAI EDUCATION GROUP CO LTD ORD;CHINA;CN;0.000153
GLAD.NS;GLAND PHARMA LTD ORD;INDIA;IN;0.000553
ANGO.NS;ANGEL ONE LTD ORD;INDIA;IN;0.001353
1911.HK;CHINA RENAISSANCE HOLDINGS LTD ORD;CHINA;CN;0.000018
3990.HK;MIDEA REAL ESTATE HOLDING LTD ORD;CHINA;CN;0.000196
6592.TWO;HOTAI FINANCE CO LTD ORD;TAIWAN;TW;0.000684
MCGJ.J;MULTICHOICE GROUP LTD ORD;SOUTH AFRICA;ZA;0.001059
6712.TWO;EVER SUPREME BIO TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.000337
290650.KQ;L&C BIO CO LTD ORD;KOREA;KR;0.000261
268600.KQ;CELLIVERY THERAPEUTICS INC ORD;KOREA;KR;0.000057
NEOE.NS;NEOGEN CHEMICALS LTD ORD;INDIA;IN;0.000193
4291.SE;NATIONAL COMPANY FOR LEARNING AND EDUCATION SJSC ORD;SAUDI ARABIA;SA;0.000479
GREA.KL;GREATECH TECHNOLOGY BHD ORD;MALAYSIA;MY;0.0003
STEN.NS;STERLING AND WILSON RENEWABLE ENERGY LTD ORD;INDIA;IN;0.000278
MTHJ.J;MOTUS HOLDINGS LTD ORD;SOUTH AFRICA;ZA;0.000728
299900.KQ;WYSIWYG STUDIOS CO LTD ORD;KOREA;KR;0.000277
1119.HK;IDREAMSKY TECHNOLOGY HOLDINGS LTD ORD;CHINA;CN;0.000226
1860.HK;MOBVISTA INC ORD;SINGAPORE;SG;0.000198
1675.HK;ASIAINFO TECHNOLOGIES LTD ORD;CHINA;CN;0.000224
298380.KQ;ABL BIO INC ORD;KOREA;KR;0.000521
QAMC.QA;QATAR ALUMINUM MANUFACTURING COMPANY QPSC ORD;QATAR;QA;0.000916
TQMn.BK;TQM ALPHA ORD NVDR;THAILAND;TH;0.000223
LOGG3.SA;LOG COMMERCIAL PROPERTIES E PARTICIPACOES SA ORD;BRAZIL;BR;0.000164
2013.HK;WEIMOB INC ORD;CHINA;CN;0.000685
RAIT.NS;RAILTEL CORPORATION OF INDIA LTD ORD;INDIA;IN;0.000361
1896.HK;MAOYAN ENTERTAINMENT ORD;CHINA;CN;0.000369
278280.KQ;CHUNBO CO LTD ORD;KOREA;KR;0.000305
192650.KS;DREAMTECH CO LTD ORD;KOREA;KR;0.000229
3316.HK;BINJIANG SERVICE GROUP CO LTD ORD;CHINA;CN;0.00018
1907.HK;CHINA RISUN GROUP LTD ORD;CHINA;CN;0.000467
ARVF.NS;ARVIND FASHIONS LTD ORD;INDIA;IN;0.000249
7200.SE;AL MOAMMAR INFORMATION SYSTEMS CO SJSC ORD;SAUDI ARABIA;SA;0.000439
6185.HK;CANSINO BIOLOGICS INC ORD;CHINA;CN;0.000236
TIGR.OQ;UP FINTECH HOLDING ADR;CHINA;CN;0.00023
2660.HK;ZENGAME TECHNOLOGY HOLDING LTD ORD;CHINA;CN;0.000131
1831.SE;MAHARAH FOR HUMAN RESOURCES COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000465
SBFG3.SA;GRUPO SBF SA ORD;BRAZIL;BR;0.000149
KPIE.NS;KPIT TECHNOLOGIES LTD ORD;INDIA;IN;0.002533
VAMO3.SA;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS SA ORD;BRAZIL;BR;0.000806
1873.HK;VIVA BIOTECH HOLDINGS ORD;CHINA;CN;0.000097
319660.KQ;PSK INC ORD;KOREA;KR;0.000286
3868.HK;XINYI ENERGY HOLDINGS LTD ORD;CHINA;CN;0.000318
1905.HK;HAITONG UNITRUST INTERNATIONAL FINANCIAL LEASING CO LTD ORD;CHINA;CN;0.000161
INDG.NS;INDIGO PAINTS LTD ORD;INDIA;IN;0.000189
3877.HK;CSSC HONG KONG SHIPPING CO LTD ORD;HONG KONG;HK;0.000128
6055.HK;CHINA TOBACCO INTERNATIONAL HK CO LTD ORD;HONG KONG;HK;0.000224
0667.HK;CHINA EAST EDUCATION HOLDINGS LTD ORD;CHINA;CN;0.000126
6732.TWO;SENSORTEK TECHNOLOGY CORP ORD;TAIWAN;TW;0.000307
1951.HK;JINXIN FERTILITY GROUP LTD ORD;CHINA;CN;0.00076
4161.SE;BINDAWOOD HOLDING COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000327
INMR.NS;INDIAMART INTERMESH LTD ORD;INDIA;IN;0.000754
UWCB.KL;UWC BHD ORD;MALAYSIA;MY;0.000219
TITC.BR;TITAN CEMENT INTERNATIONAL SA ORD;BELGIUM;BE;0.000771
WAHA.AD;AL WAHA CAPITAL PJSC ORD;UNITED ARAB EMIRATES;AE;0.000408
FWRY.CA;FAWRY FOR BANKING TECHNOLOGY AND ELECTRONIC PAYMENTS SAE ORD;EGYPT;EG;0.000086
4292.SE;ATAA EDUCATIONAL COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000309
DOHOMEn.BK;DOHOME NVDR;THAILAND;TH;0.00034
WEST.NS;WESTLIFE FOODWORLD LTD ORD;INDIA;IN;0.000541
HFDS.NS;HINDUSTAN FOODS LTD ORD;INDIA;IN;0.000217
SAFA.NS;SAFARI INDUSTRIES (INDIA) LTD ORD;INDIA;IN;0.000431
ONEW.NS;360 ONE WAM LTD ORD;INDIA;IN;0.000796
VIVA3.SA;VIVARA PARTICIPACOES SA ORD;BRAZIL;BR;0.000788
336260.KS;DOOSAN FUEL CELL CO LTD ORD;KOREA;KR;0.000624
336370.KS;SOLUS ADVANCED MATERIALS CO LTD ORD;KOREA;KR;0.00027
GUJL.NS;GUJARAT FLUOROCHEMICALS LTD ORD;INDIA;IN;0.0011
6855.HK;ASCENTAGE PHARMA GROUP INTERNATIONAL ORD;CHINA;CN;0.000704
GREP.NS;GREENPANEL INDUSTRIES LTD ORD;INDIA;IN;0.000304
0302.HK;CMGE TECHNOLOGY GROUP LTD ORD;CHINA;CN;0.000189
DAO.N;YOUDAO ADR;CHINA;CN;0.000082
RBFf.BK;R&B FOOD SUPPLY PCL ORD;THAILAND;TH;0.000193
330590.KS;LOTTE REIT CO LTD ORD;KOREA;KR;0.000234
013890.KS;ZINUS INC ORD;KOREA;KR;0.000008
272210.KS;HANWHA SYSTEMS CO LTD ORD;KOREA;KR;0.000845
6515.TW;WINWAY TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.000594
336570.KQ;WON TECH CO LTD ORD;KOREA;KR;0.000295
CAN.OQ;CANAAN ADR REP 15 ORD;SINGAPORE;SG;0.000312
2400.HK;XD INC ORD;CHINA;CN;0.000339
2500.HK;VENUS MEDTECH HANGZHOU INC ORD;CHINA;CN;0.000151
9966.HK;ALPHAMAB ONCOLOGY ORD;CHINA;CN;0.000268
UJJI.NS;UJJIVAN SMALL FINANCE BANK LTD ORD;INDIA;IN;0.00036
BLDN.QA;BALADNA QPSC ORD;QATAR;QA;0.00019
BAMn.BK;BANGKOK COMMERCIAL ASSET NVDR;THAILAND;TH;0.000414
HIIL.NS;HINDWARE HOME INNOVATION LTD ORD;INDIA;IN;0.000148
002790.KS;AMOREPACIFIC GROUP ORD;KOREA;KR;0.00053
9922.HK;JIUMAOJIU INTERNATIONAL HOLDINGS LTD ORD;CHINA;CN;0.000631
2211.TW;EVERGREEN STEEL CORP ORD;TAIWAN;TW;0.000528
MINS.NS;MINDSPACE BUSINESS PARKS REIT;INDIA;IN;0.000687
SUMH.NS;SUMITOMO CHEMICAL INDIA LTD ORD;INDIA;IN;0.000474
LWSA3.SA;LOCAWEB SERVICOS DE INTERNET SA ORD;BRAZIL;BR;0.000333
SUVH.NS;SUVEN PHARMACEUTICALS LTD ORD;INDIA;IN;0.000678
CARE.JK;METRO HEALTHCARE INDONESIA TBK PT ORD;INDONESIA;ID;0.000106
9969.HK;INNOCARE PHARMA LTD ORD;CHINA;CN;0.00045
NY1J.J;NINETY ONE LTD ORD;SOUTH AFRICA;ZA;0.000501
HITN.NS;HITACHI ENERGY INDIA LTD ORD;INDIA;IN;0.000584
KC.OQ;KINGSOFT CLOUD HOLD ADR REP 15 ORD;CHINA;CN;0.0004
9996.HK;PEIJIA MEDICAL LTD ORD;CHINA;CN;0.000312
9923.HK;YEAHKA LTD ORD;CHINA;CN;0.000319
353200.KS;DAEDUCK ELECTRONICS CO LTD ORD;KOREA;KR;0.000582
DADA.OQ;DADA NEXUS 1 ADS REP 4 ORD;CHINA;CN;0.000147
HAPP.NS;HAPPIEST MINDS TECHNOLOGIES LTD ORD;INDIA;IN;0.00071
