,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Close_USD_Cutoff,Weight,Mcap_Units_Index_Currency_Open,SEDOL
33247,2023-12-18,2027,PH402C,PHY7318T1017,ROBINSONS RETAIL HDG.,PH,PHP,45201010.0,0.72265261823,0.000262403688900967,361826002.0,BFTCYP4
33248,2023-12-18,2027,IN03S0,INE126A01031,EID Parry,IN,INR,45102035.0,6.4153444835,0.000512510688796319,701028185.0,B083S06
33249,2023-12-18,2027,CN4CU9,KYG5264S1012,KINGSOFT CLOUD HOLDINGS,CN,HKD,10101010.0,0.298324648201,0.000363951176730105,530277624.0,BMD4D03
33250,2023-12-18,2027,419707,TRACIMSA91F9,CIMSA,TR,TRY,50101030.0,1.194372035224,0.00025421226988144073,365537620.0,B03MQV5
33251,2023-12-18,2027,B1ZBHG,GRS495003006,AEGEAN AIRLINES,GR,EUR,40501010.0,12.504006,0.00030181420381901464,429990509.0,B1ZBHG9
33252,2023-12-18,2027,TW08QN,TW0009933002,CTCI Corp,TW,TWD,50101015.0,1.40364969929,0.0006361215847333614,896664099.0,6239187
33253,2023-12-18,2027,MY22OC,MYL5176TO001,SUNWAY RLST.INV.TRUST,MY,MYR,35102045.0,0.328360290876,0.00030096184779148847,416673482.0,B62QFR9
33254,2023-12-18,2027,HK90BL,KYG183221004,CANVEST ENV.PROTC.GROUP,CN,HKD,65101015.0,0.46093078692,0.00017122288906371613,224303117.0,BTLWVY8
33255,2023-12-18,2027,TW082Z,TW0006271000,THEIL,TW,TWD,10102010.0,5.3777229072,0.0007539197901906012,1064147650.0,B1L8PB5
33256,2023-12-18,2027,KW23QB,KW0EQ0500979,BOUBYAN PETROCHEM,KW,KWD,55201020.0,2.1018817557419003,0.0005539596047043895,763251743.0,6000208
33257,2023-12-18,2027,KR21N1,KR7002710002,TCC STEEL,KR,KRW,55102015.0,42.86399222,0.0005724972782847008,758948821.0,6276377
33258,2023-12-18,2027,IN19ET,INE177H01021,GODAWARI POWER & ISPAT,IN,INR,55102010.0,8.236822664890001,0.0003096650143545699,433250142.0,BPBM1J5
33259,2023-12-18,2027,KR02N0,KR7004800009,HYOSUNG,KR,KRW,50203000.0,53.01803016,0.00032918965503351546,459884564.0,6896838
33260,2023-12-18,2027,BR00QS,BRUSIMACNOR3,USINAS SIDERURGICAS DE MINA ON,BR,BRL,55102010.0,1.583449822922,0.0001869130107038871,256138792.0,2193696
33261,2023-12-18,2027,TW01TJ,TW0001717007,Eternal,TW,TWD,55201000.0,0.94750355984,0.0006630386368785038,915269205.0,6318514
33262,2023-12-18,2027,KR18AU,KR7005420005,COSMO CHEMICAL,KR,KRW,55201000.0,29.0669025,0.0005719603998277122,772334097.0,B00LSN1
33263,2023-12-18,2027,TW14JD,TW0001773000,SHINY CHEMICAL INDL.,TW,TWD,55201000.0,4.4654306283,0.00044575417648050835,619884206.0,B2NWD18
33264,2023-12-18,2027,KR02S5,KR7139130009,DGB FINANCIAL GROUP,KR,KRW,30101010.0,6.5884979,0.000735280132388723,1024555257.0,B68N347
33265,2023-12-18,2027,TW30H9,TW0008478009,ALEXANDER MARINE,TW,TWD,40203055.0,12.5320149891,0.0002175048834589634,294480647.0,BYY9839
33266,2023-12-18,2027,KR13YD,KR7067310003,HANA MICRON,KR,KRW,10102010.0,23.21476613,0.0006135955766087564,784873101.0,B0M2M63
33267,2023-12-18,2027,TW134X,TW0008016007,Sitronix,TW,TWD,10102010.0,9.2509638106,0.0008051968975392855,1109583730.0,6718772
33268,2023-12-18,2027,MY215S,MYL5258OO008,BANK ISLAM,MY,MYR,30101010.0,0.4893212177759999,0.00018249353207001065,250871893.0,6100379
33269,2023-12-18,2027,TW40B4,TW0006414006,ENNOCONN,TW,TWD,10102030.0,8.802820235,0.0005653073623530224,802197788.0,B94NS14
33270,2023-12-18,2027,TW03TL,TW0003714002,ENNOSTAR,TW,TWD,10102010.0,1.46767021009,0.0006846618565555545,959935375.0,BK80TL5
33271,2023-12-18,2027,TR30CZ,TREAHLA00019,AHLATCI DOGAL GAZ DAGITIM ENERJI,TR,TRY,65102020.0,0.4259672754759999,0.00019090722091221884,270556244.0,BQS6LJ7
33272,2023-12-18,2027,TW08TQ,TW0009939009,Taiwan Hon Chuan,TW,TWD,50203030.0,3.841230648,0.0008275973302229135,1137822109.0,6335212
33273,2023-12-18,2027,TH12P2,TH0921010003,JASMINE TECHNOLOGY SOLUTION,TH,THB,15102015.0,1.563501566,0.00027871618883879733,425486945.0,B1DRJZ2
33274,2023-12-18,2027,ID80HK,ID1000122302,SMARTFREN TELECOM,ID,IDR,15102015.0,0.003288684,0.00035419585688064334,488754643.0,B7LLC71
33275,2023-12-18,2027,CN91QZ,KYG226921008,COFCO JOYCOME FOODS,CN,HKD,45102020.0,0.240708299836,0.00045339374840053774,613380747.0,BYNJJY8
33276,2023-12-18,2027,BR045B,BRMRVEACNOR2,MRV ENGENHARIA,BR,BRL,40202010.0,1.960558231454,0.0005642434969386971,772437207.0,B235JN1
33277,2023-12-18,2027,KW260O,KW0EQ0607022,BOURSA KUWAIT SECURITIES COMPA,KW,KWD,30202015.0,5.4862676336314005,0.00040426142756700925,556995907.0,BL5GYK7
33278,2023-12-18,2027,TW03SK,TW0002441003,Greatek Eltrs,TW,TWD,10102010.0,1.93021840062,0.00047448573008385353,660186059.0,6293989
33279,2023-12-18,2027,IN203A,INE548A01028,HFCL,IN,INR,15101010.0,0.796941671726,0.0006249630054637274,816582498.0,6208411
33280,2023-12-18,2027,TW1987,TW0004961008,FITIPOWER INTEGRATED TECH.,TW,TWD,10102010.0,9.0428971505,0.0005973580309505047,813480835.0,B61YST7
33281,2023-12-18,2027,KR04CR,KR7018670000,SK Gas,KR,KRW,65102020.0,118.74798568,0.000220553609018103,297083695.0,6036021
33282,2023-12-18,2027,CN1OSG,CNE1000048G6,REMEGEN 'H',CN,HKD,20103010.0,5.7808402859550005,0.0005545009781097006,804586693.0,BMC6XV1
33283,2023-12-18,2027,SA23Z6,SA15J1S23H17,RETAL URBAN DEVELOPMENT,SA,SAR,35101010.0,2.191130254404,0.0002706750246462499,373324345.0,BMF4WT3
33284,2023-12-18,2027,TW05JD,TW0002903002,Far East Dept,TW,TWD,40401010.0,0.7714471551400001,0.0005168396528765058,698035304.0,6331373
33285,2023-12-18,2027,MY22XL,MYL1171OO007,MALAYSIA BUILDING SOC.,MY,MYR,30101010.0,0.151303271286,0.0002668781856442376,366865061.0,6556789
33286,2023-12-18,2027,412162,TRABTCIM91F5,BATICIM BATI ADCT.SYI.,TR,TRY,50101030.0,6.02731563916,0.00027919456327847104,389224158.0,B03MPQ3
33287,2023-12-18,2027,KR10GS,KR7108320003,LX SEMICON,KR,KRW,10102010.0,66.6600964,0.0005252832318183881,729101173.0,B53YZC0
33288,2023-12-18,2027,IN07MY,INE870H01013,Network 18 Media,IN,INR,40301035.0,1.03484902603,0.000226761380193154,312176131.0,B1JRSG0
33289,2023-12-18,2027,HK90T3,KYG609201085,MIDEA REAL ESTATE HOLDING,CN,HKD,35101010.0,0.754133981933,0.00013846721990786983,192621259.0,BF55Q06
33290,2023-12-18,2027,TW07SO,TW0006116007,Hannstar Dis,TW,TWD,10102015.0,0.3681179371,0.0005639323037972615,785442862.0,6381828
33291,2023-12-18,2027,TR8080,TREMLPC00021,MLP SAGLIK HIZMETLERI,TR,TRY,20101010.0,5.198949659999999,0.0002207447967667655,300697555.0,BD0MX96
33292,2023-12-18,2027,KR235L,KR7393890009,W-SCOPE CP,KR,KRW,50202010.0,32.08986036,0.0004608852062562827,624402954.0,BPLPZV4
33293,2023-12-18,2027,TH90BU,TH9301010004,DOHOME,TH,THB,40401025.0,0.34965580476,0.00026819951679120477,371048013.0,BKFBJ88
33294,2023-12-18,2027,BR703C,BRSAPRACNPR6,CIA SANEAMENTO PN,BR,BRL,65102030.0,1.070501288736,0.0008798813393885599,1212126660.0,2762085
33295,2023-12-18,2027,KR715O,KR7145720009,DENTIUM,KR,KRW,20102015.0,97.43225718,0.0006356447296617173,843708418.0,BF07GJ6
33296,2023-12-18,2027,KR14UA,KR7025900002,DONGWHA ENTERPRISE,KR,KRW,50101035.0,53.32807712,0.0003376728086851448,434815966.0,6222950
33297,2023-12-18,2027,IN062D,INE351F01018,JAIPRAKASH PWR.VENTURES,IN,INR,65101010.0,0.156966092129,0.0005134354293170767,711847533.0,B0703M5
33298,2023-12-18,2027,PH106D,PHY1757W1054,CONVERGE INFO.& COMMS. TGSN.,PH,PHP,15102015.0,0.147954563483,0.00025734188345846477,363734884.0,BMH5517
33299,2023-12-18,2027,KR013F,KR7000240002,HANKOOK & COMPANY,KR,KRW,40101025.0,11.324465214,0.0002685309764002227,331460798.0,6107422
33300,2023-12-18,2027,IN82BQ,INE970X01018,LEMON TREE HOTELS,IN,INR,40501025.0,1.35621581511,0.0005312517014398877,723974451.0,BF2LSQ7
33301,2023-12-18,2027,TW1AHH,TW0002014008,CHUNG HUNG STEEL,TW,TWD,55102010.0,0.74743946359,0.000531065861605355,709884078.0,6987602
33302,2023-12-18,2027,MY80B3,MYQ0128OO007,FRONTKEN CORPORATION,MY,MYR,50205020.0,0.682474330056,0.0005054199056396619,697490212.0,B18TLC4
33303,2023-12-18,2027,IN09S6,INE232I01014,Sun Pharma,IN,INR,20103010.0,3.303003061645,0.00029327684219402603,404686802.0,B1WT346
33304,2023-12-18,2027,CL7026,CL0002132620,SMU,CL,CLP,45201010.0,0.1854517623,0.0006800788945024378,954430539.0,BSPC6B9
33305,2023-12-18,2027,ZA107H,ZAE000296554,THUNGELA RESOURCES,ZA,ZAR,60101040.0,7.617950246160001,0.0006779002673855454,959069696.0,BM9HB13
33306,2023-12-18,2027,TW07OK,TW0006005002,Capital Sec,TW,TWD,30202015.0,0.49295793316,0.0008156134931050061,1125885909.0,6156673
33307,2023-12-18,2027,TW154Z,TW0005434005,TOPCO SCIENT,TW,TWD,10102010.0,5.8578767382,0.000803035757310336,1108523494.0,6254083
33308,2023-12-18,2027,KR02U7,KR7005300009,Lotte Chilsung,KR,KRW,45101020.0,114.56235172,0.00031615432812773676,433203106.0,6535443
33309,2023-12-18,2027,BM1053,BMG4639H1227,Huabao International Holdings,CN,HKD,55201000.0,0.329053367329,0.00021805045418197498,300049971.0,B00HLY1
33310,2023-12-18,2027,EG2152,EGS743O1C013,E-FINANCE FOR DIGI,EG,EGP,50205015.0,0.573464768752,0.00021497082803090267,284842564.0,BMJ0XQ1
33311,2023-12-18,2027,KR1BAX,KR7248070005,SOLUM,KR,KRW,50202010.0,21.19946089,0.0005938484033210675,842214036.0,BM9Q3H0
33312,2023-12-18,2027,IN213B,INE806T01012,SAPPHIRE FOODS INDIA,IN,INR,40501040.0,16.646919587325,0.0004945290400331397,676914714.0,BLH30F3
33313,2023-12-18,2027,TW021S,TW0001904001,Cheng Loong,TW,TWD,55101015.0,0.95230509815,0.000735515397780667,1010282648.0,6190239
33314,2023-12-18,2027,TW1684,TW0002329000,Orient Semicon,TW,TWD,10102010.0,1.89820814522,0.0005227437696760014,732878956.0,6657488
33315,2023-12-18,2027,TW14WQ,TW0006139009,L & K ENGR.,TW,TWD,50101015.0,4.6734972884,0.0006864092132713319,953546381.0,6432607
33316,2023-12-18,2027,TW026X,TW0002023009,Yieh Phui,TW,TWD,55102010.0,0.5313702396400001,0.0006046403873237764,852999275.0,6987668
33317,2023-12-18,2027,ZA20W7,ZAE000011953,NETCARE,ZA,ZAR,20101010.0,0.72928839292,0.0005604563592431097,794372850.0,6636421
33318,2023-12-18,2027,IN511C,INE421D01022,CCL PRODUCTS INDIA,IN,INR,45102020.0,7.880681111320001,0.00040500349838232426,570864578.0,BD3B130
33319,2023-12-18,2027,TW30JB,TW0006191000,GLOBAL BRANDS MANF.,TW,TWD,10102015.0,2.2087076226,0.00044392890369749776,656964729.0,6349536
33320,2023-12-18,2027,IN0BCS,INE112L01020,METROPOLIS HEALTHCARE,IN,INR,20102020.0,20.41638414506,0.00036780459458745675,505849542.0,BHHLPD2
33321,2023-12-18,2027,IN607I,INE195J01029,PNC INFRATECH,IN,INR,50101015.0,4.072844399665,0.0004913321445132329,675966711.0,BZC0W28
33322,2023-12-18,2027,IN80N0,INE573A01042,J K TYRE & INDS.,IN,INR,40101015.0,4.23772474854,0.0003959359593449152,492902710.0,BTGN050
33323,2023-12-18,2027,KR80O7,KR7078600004,DAEJOO ELT. MATERIALS,KR,KRW,55201020.0,67.20267858,0.0006213460754616554,838826593.0,B04H0G2
33324,2023-12-18,2027,IN08HU,INE010A01011,PRISM JOHNSON,IN,INR,50101030.0,2.06490153282,0.00022927960457583055,312369255.0,6104337
33325,2023-12-18,2027,HK90MW,KYG4231A1114,HAICHANG OCEAN PARK HOLDINGS,CN,HKD,40501030.0,0.1280363297,0.00038014279145000604,539445126.0,BQWN4M8
33326,2023-12-18,2027,TW02B2,TW0002101003,Nan Kang Tire,TW,TWD,40101015.0,1.24359842229,0.00048173883372253936,659100156.0,6621427
33327,2023-12-18,2027,IN12Z7,INE146L01010,KIRLOSKAR OIL ENGINES,IN,INR,50204030.0,7.1588049657,0.00047430055519968645,647498293.0,B687WY2
33328,2023-12-18,2027,KR01Q2,KR7001740000,SK Networks,KR,KRW,15101010.0,4.394915658,0.00045796403792250655,632374597.0,B04PZG1
33329,2023-12-18,2027,IN09Q4,INE671H01015,SOBHA DEVELOPERS,IN,INR,35101010.0,10.923473004195,0.0002877542181629859,396015218.0,B1BL581
33330,2023-12-18,2027,B1G6TS,PLDMDVL00012,DOM DEVELOPMENT,PL,PLN,35101010.0,40.29834444384,0.00029622902218677186,395558393.0,B1G6TS9
33331,2023-12-18,2027,BR30EJ,BRCURYACNOR3,CURY CONSTRTUTORA E INCORPORADORA ON,BR,BRL,50101010.0,3.5440080543760004,0.0003363900649853732,463715126.0,BK93J35
33332,2023-12-18,2027,CL0096,CLP256251073,CAP,CL,CLP,55102010.0,6.9112458000000005,0.00035677063688895224,495069865.0,2174312
33333,2023-12-18,2027,IN30QY,INE570A01022,ION EXCHANGE INDIA,IN,INR,65102030.0,7.040091114510001,0.0006256327462304369,856693382.0,BRBKK74
33334,2023-12-18,2027,MY214R,MYL5185OO003,AFFIN BANK,MY,MYR,30101010.0,0.4399598668599999,0.00033936437998526573,472155283.0,6009454
33335,2023-12-18,2027,TW10UK,TW0006213002,ITEQ,TW,TWD,10102015.0,2.83930965398,0.0004236923937261721,600506285.0,6571492
33336,2023-12-18,2027,IN11T0,INE054A01027,VIP Industries,IN,INR,40204020.0,7.268525343315,0.0004307702444693332,601990981.0,B7648C2
33337,2023-12-18,2027,ZA404H,ZAE000191417,PSG FINANCIAL SERVICES,ZA,ZAR,30202000.0,0.7994731659000001,0.0005628583646752694,808244101.0,BN898K5
33338,2023-12-18,2027,IN81ES,INE199A01012,Procter & Gamble Health,IN,INR,45201020.0,61.9230633884,0.00035081204497446587,488950168.0,6135843
33339,2023-12-18,2027,TW16FB,TW0005388003,SERCOMM,TW,TWD,15101010.0,3.9692716696,0.0008282534903221135,1147522476.0,6156770
33340,2023-12-18,2027,CN8BM4,KYG5548P1054,LK TECHNOLOGY HOLDINGS,CN,HKD,50204000.0,0.746451802151,0.00024304441106975122,342888612.0,B1FQ7Y2
33341,2023-12-18,2027,TH216J,TH0324B10Z01,HANA MICROELECTRONICS,TH,THB,10102010.0,1.2721217287,0.0006780872549127941,914782109.0,B42GPD1
33342,2023-12-18,2027,TW0470,TW0002504008,Taiwan Goldsun Building Mat.,TW,TWD,50101030.0,0.86747792134,0.000669106897692035,922011164.0,6375564
33343,2023-12-18,2027,406720,TRAAYGAZ91E0,AYGAZ,TR,TRY,65102020.0,4.65479292892,0.00019781731977746133,286288517.0,B03MPL8
33344,2023-12-18,2027,IN816K,INE036B01030,GUJARAT AMBUJA EXPORTS,IN,INR,45102030.0,4.4607628932,0.00027975625832191885,396073051.0,BNGFSG1
33345,2023-12-18,2027,TW05ZT,TW0003042008,TXC Corp,TW,TWD,10102015.0,3.2970563062,0.0007183715109815324,1001568103.0,6336248
33346,2023-12-18,2027,KR07TB,KR7353200009,Daeduck Electr,KR,KRW,10102015.0,20.65687871,0.0005110547480301004,699220633.0,BMD3GQ7
33347,2023-12-18,2027,IN50KU,INE482A01020,CEAT,IN,INR,40101015.0,25.2176999043,0.00045628257372275633,614285216.0,6345482
33348,2023-12-18,2027,CN0OD0,CNE1000002G3,CHINA COMMS.SVS.'H',CN,HKD,15102015.0,0.426360977901,0.000732618798491784,1020382667.0,B1HVJ16
33349,2023-12-18,2027,TH513J,TH6253010008,PLAN B MEDIA,TH,THB,40301020.0,0.23736796502,0.0003740493561673406,520497453.0,BVG6VZ0
33350,2023-12-18,2027,778920,TREULKR00015,ULKER BISKUVI,TR,TRY,45102020.0,2.96860025586,0.00030051741267980665,444071621.0,B03MYX3
33351,2023-12-18,2027,TW03XP,TW0002455003,Visual Photonics,TW,TWD,10102010.0,5.4897588011,0.0006646766535407775,935289007.0,6441573
33352,2023-12-18,2027,619728,HK0308001558,CTII.INTL.INV.HK.,CN,HKD,40501015.0,0.183091951471,0.00022675193659129215,319115156.0,6197285
33353,2023-12-18,2027,KR02ER,KR7003690005,Korean Reinsu,KR,KRW,30302020.0,5.991657502,0.0005475801979347652,761228802.0,B01T146
33354,2023-12-18,2027,IN314D,INE385C01021,SARDA ENERGY & MINERALS,IN,INR,55102010.0,2.86831850552,0.00021570860570597548,300974943.0,BRZS5S0
33355,2023-12-18,2027,TH602I,TH6838010002,STAR PTL.REFN.,TH,THB,60101020.0,0.2331038698399999,0.00028908871256866326,395040404.0,BD4DC87
33356,2023-12-18,2027,CL00FC,CLP371151059,ENTEL Chile SA,CL,CLP,15102015.0,3.3461948415000005,0.0003529494168574887,486771861.0,2297628
33357,2023-12-18,2027,HK1AHT,KYG020141019,AK MEDICAL HOLDINGS,CN,HKD,20102010.0,0.901375761088,0.0003246777032912701,449634538.0,BFD6SZ0
33358,2023-12-18,2027,CN659J,HK0000255361,GENERTEC UNIVERSAL MED.GRP.,CN,HKD,20101030.0,0.533911494849,0.00041171189079716096,569205264.0,BYW7534
33359,2023-12-18,2027,TR00K4,TRABFREN91H5,BOSCH FREN SIST.SANVETC. LTD.,TR,TRY,40101025.0,403.525142777,0.00012158433846799546,174729858.0,B03MQ37
33360,2023-12-18,2027,TW1AXX,TW0006491004,PEGAVISION,TW,TWD,20102015.0,12.9001329262,0.0004151800040363089,582492954.0,BS65ZK9
33361,2023-12-18,2027,IN218G,INE278Y01022,CAMPUS ACTIVEWEAR,IN,INR,40204025.0,3.2976069775,0.00016850419884217828,229362124.0,BN71Y82
33362,2023-12-18,2027,BR170A,BRRAIZACNPR6,RAIZEN PN,BR,BRL,60102010.0,0.74002456513,0.0007712443409551567,1024960083.0,BL66B27
33363,2023-12-18,2027,TH21MZ,TH0961010Y04,TTW,TH,THB,65102030.0,0.25158161562,0.0002677696721133627,368383831.0,BL8VWT4
33364,2023-12-18,2027,CL00LI,CL0001583070,ENGIE ENERGIA CHILE,CL,CLP,65101015.0,0.953003202105,0.00030122392026541827,423158534.0,BWXTK30
33365,2023-12-18,2027,SA21PU,SA0007879683,ARRIYADH DEVELOPMENT,SA,SAR,35101010.0,5.640427759512,0.00035565608352782066,485287374.0,B128GR7
33366,2023-12-18,2027,TW04LE,TW0002607009,Evergreen Intl,TW,TWD,50206060.0,0.93790048322,0.00031264944298818825,408157354.0,6324511
33367,2023-12-18,2027,SA25U3,SA14PGMJGG18,AL MOAMMAR INFORMATION SYSTEMS,SA,SAR,10101010.0,33.213482931719994,0.00036237730962989815,496839072.0,BJMHRH7
33368,2023-12-18,2027,US03E3,US43289P1066,HIMAX TECHNOLOGIES ADR,TW,USD,10102010.0,5.71,0.000724045130286465,990886790.0,B126TB6
33369,2023-12-18,2027,IN03X5,INE510A01028,Engineer India,IN,INR,50101015.0,1.7717142942750002,0.0004037562837936237,555955457.0,6374798
33370,2023-12-18,2027,CN2DFT,VGG0542G1028,ASIAINFO TECHNOLOGIES,CN,HKD,10101015.0,1.063981899807,0.00027649507603948767,373097934.0,BGSZJN4
33371,2023-12-18,2027,BR05OV,BRBPANACNPR1,BANCO PAN PN,BR,BRL,30101010.0,1.6118343267900002,0.0004104967593376699,567232850.0,BPY3V40
33372,2023-12-18,2027,TW0830,TW0006282007,AcBel Polytech,TW,TWD,50202010.0,1.34122970126,0.0005307636728791316,740906998.0,6676450
33373,2023-12-18,2027,IN80P2,INE634I01029,KNR CONSTRUCTIONS,IN,INR,50101015.0,3.4954633961500003,0.0003612185726399465,497603849.0,BDRKN48
33374,2023-12-18,2027,BR16GP,BRUNIPACNPB8,UNIPAR PARTICIPACOES B PN,BR,BRL,55201020.0,15.045814514602,0.0005761085308011734,786347522.0,2905879
33375,2023-12-18,2027,PL702J,PLXTRDM00011,XTB SA,PL,PLN,30202015.0,8.350378338736,0.0003089500250221558,427381505.0,BZ059D5
33376,2023-12-18,2027,IN503D,INE001B01026,KRBL,IN,INR,45102030.0,4.15858218108,0.00026839221592268506,366438507.0,B02VC93
33377,2023-12-18,2027,TH409N,TH4984010009,MEGA LIFESCIENCES,TH,THB,20103015.0,1.1299852227,0.0003164299072244847,448927078.0,BGLZX73
33378,2023-12-18,2027,TW06VQ,TW0003592002,RAYDIUM SEMI- CONDUCTOR,TW,TWD,10102010.0,12.8841277985,0.000592194409701812,808196919.0,B28XZG5
33379,2023-12-18,2027,TH219M,TH0371010Z05,SUPALAI,TH,THB,35101010.0,0.50032050112,0.000119369315481586,164227265.0,6554697
33380,2023-12-18,2027,IN30Z7,INE813A01018,MAHINDRA LIFESPACE DVPR.,IN,INR,35101010.0,6.30262628136,0.00035374069327392607,491127503.0,6238258
33381,2023-12-18,2027,513082,TRAAKCNS91F3,AKCANSA CIMENTO,TR,TRY,50101030.0,5.0949706668,0.00011996317423228972,174428332.0,B03MN81
33382,2023-12-18,2027,KR404J,KR7192820009,COSMAX,KR,KRW,40204035.0,85.80549618,0.000569905030262586,784922835.0,BKF2806
33383,2023-12-18,2027,645514,HK0165000859,China Everbright Ltd.,CN,HKD,30202010.0,0.577443846947,0.00034939586983714953,479703527.0,6455143
33384,2023-12-18,2027,TR106R,TREEGYO00017,EMLAK KONUT GAYRIMENKUL YATIRI,TR,TRY,35102040.0,0.2554417266279999,0.0003515461915559486,492703435.0,B586565
33385,2023-12-18,2027,ID4043,ID1000103609,BANK KB BUKOPIN,ID,IDR,30101010.0,0.00515872,0.000125686056486684,175577928.0,B18THH1
33386,2023-12-18,2027,TW02E5,TW0002106002,Kenda Rubber,TW,TWD,40101015.0,1.01472509618,0.0005665628474433766,779557299.0,6489636
33387,2023-12-18,2027,KR232I,KR7365340009,SUNGEEL HITECH,KR,KRW,50202010.0,80.68972134,0.0004399285855280571,571754866.0,BP2SMJ9
33388,2023-12-18,2027,401224,TRAAKSAW91E1,AKSA AKRILIK KIMYAI,TR,TRY,55101020.0,2.99112903772,0.0002542264596028331,370725723.0,B03MNB4
33389,2023-12-18,2027,CN26AH,BMG8165U1009,SINOPEC KANTONS HOLDINGS,CN,HKD,60101035.0,0.389230442288,0.00028836809874341915,393019942.0,6162692
33390,2023-12-18,2027,ID7057,ID1000130305,INDUSTRI JAMU DAN FARMASI,ID,IDR,45102020.0,0.032242,0.00017121641450879217,236263776.0,BH7HMM8
33391,2023-12-18,2027,IN068J,INE780C01023,JM Financial,IN,INR,30202000.0,1.006669475495,0.0004406544877413068,599767076.0,6330637
33392,2023-12-18,2027,TW9020,TW0004766001,NAN PAO RESINS CHEMICAL,TW,TWD,55201020.0,7.9705535946,0.0003582013785044729,492750045.0,BZ3C814
33393,2023-12-18,2027,QA20XZ,QA000A0KD6M9,UNITED DEVELOPMENT,QA,QAR,35101010.0,0.2713537156824,0.00029979684386212,412987333.0,6651093
33394,2023-12-18,2027,TW07D9,TW0005469001,HANNSTAR BOARD,TW,TWD,10102015.0,1.81818250672,0.0004412187903193758,660609916.0,6328933
33395,2023-12-18,2027,CN870E,US4234031049,HELLO GROUP ADR CL A,CN,USD,10101020.0,6.46,0.0006543793069504928,920726844.0,BM9STM3
33396,2023-12-18,2027,KR509P,KR7222800005,SIMMTECH,KR,KRW,10102010.0,30.07455512,0.00038799444261058676,531234989.0,BYXZWS1
33397,2023-12-18,2027,SA21W1,SA0007879915,ARABIAN CEMENT,SA,SAR,50101030.0,9.56953480938,0.0002857287118381849,395846127.0,B137W42
33398,2023-12-18,2027,MY24D3,MYL5212TO004,PAVILION REIT.TST.,MY,MYR,35102045.0,0.2618297744239999,0.0002082887345482091,285966996.0,B79YDV3
33399,2023-12-18,2027,KW26G4,BH000A0CAQK6,GULF FINANCE HOUSE (KUW),KW,KWD,30202000.0,0.2493758015287,0.0005718167066670589,787855340.0,6741778
33400,2023-12-18,2027,BR0608,BRSOMAACNOR3,GRUPO DE MODA SOMA ON,BR,BRL,40204020.0,1.210396343514,0.0004906027491327791,678729853.0,BLD4B35
33401,2023-12-18,2027,TW40C5,TW0008150004,CHIPMOS TECHNOLOGIES,TW,TWD,10102010.0,1.3060184203199998,0.0005254311273782403,715355045.0,B0BSM06
33402,2023-12-18,2027,IN11X4,INE501A01019,Deepak Fert,IN,INR,55201000.0,7.519143473604999,0.000438956140625998,569114495.0,6374754
33403,2023-12-18,2027,KR64CX,KR7237690003,ST PHARM,KR,KRW,20103015.0,50.46014274,0.0003574529507346261,490351712.0,BD0M3Q3
33404,2023-12-18,2027,KR10W8,KR7034230003,Paradise,KR,KRW,40501020.0,10.34781729,0.0004386870593138811,603374072.0,6560939
33405,2023-12-18,2027,TW20D4,TW0004915004,PRIMAX ELECTRONICS,TW,TWD,10102030.0,2.0646614733,0.0007152425108139614,981402347.0,B5M70F8
33406,2023-12-18,2027,IN095J,INE614G01033,Reliance Power,IN,INR,65101015.0,0.253136302891,0.0005990798974183173,819293070.0,B2NP5J9
33407,2023-12-18,2027,PL206I,PLGRPRC00015,GRUPA PRACUJ,PL,PLN,50205025.0,13.83376003296,0.00024135027143513978,339064302.0,BMHYG44
33408,2023-12-18,2027,ID00KF,ID1000066004,Astra Agro Lestari Tbk PT,ID,IDR,45102010.0,0.4900784,0.00012844288988726928,177870648.0,6092498
33409,2023-12-18,2027,KR066N,KR7069620003,Daewoong Pharma,KR,KRW,20103015.0,81.30981526,0.00032632071071092713,451880081.0,6562979
33410,2023-12-18,2027,KW301K,KW0EQ0609648,ALI ALGHANIM SONS AUTOMOTIVE,KW,KWD,40401030.0,3.3941018182088003,0.00029892502351783456,411862227.0,BMFXK41
33411,2023-12-18,2027,MX11VG,MX01TR0H0006,TRAXION SAB DE CV,MX,MXN,50206010.0,1.732151076498,0.0005581120672922953,761128680.0,BF4GP25
33412,2023-12-18,2027,CN18LT,HK0000503208,CHINA TOBACCO INTL.,CN,HKD,45103010.0,1.359745821414,0.00018311141251563405,255410042.0,BK1VC94
33413,2023-12-18,2027,B04QR1,PLCCC0000016,CCC SA,PL,PLN,40401020.0,13.60820959764,0.000522804398485587,682770369.0,B04QR13
33414,2023-12-18,2027,TW11KB,TW0008926007,TCC,TW,TWD,60102020.0,1.280410216,0.0004898572243503906,678748931.0,6245775
33415,2023-12-18,2027,IN05DN,INE383A01012,India Cements,IN,INR,50101030.0,3.015211907245,0.0003238636980582985,457639600.0,6150062
33416,2023-12-18,2027,MY70H8,MYL5288OO005,SIME DARBY PROPERTY,MY,MYR,35101010.0,0.137353324288,0.00021866883116258747,297565892.0,BF6RHX1
33417,2023-12-18,2027,TW11RI,TW0006257009,Sigurd,TW,TWD,10102020.0,2.04225429452,0.0007255853317336665,982601024.0,6672964
