,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Free_Float,Mcap_Units_Index_Currency
50984,2023-12-18,1148,CN3215,CNE100000K31,KEHUA DATA 'A' (CCS),CN,CNY,50202010.0,0.0949217,0.6321,100571234.0
51386,2023-12-18,1148,CN2DCQ,KYG7339A1076,RADIANCE HOLDINGS GROUP,CN,HKD,35101010.0,1.0,0.1595,289670436.0
51004,2023-12-18,1148,CN2I5O,CNE000001C99,Bright Dairy and Food 'A' (CCS),CN,CNY,45102020.0,0.1240695,0.4836,101355860.0
51002,2023-12-18,1148,CN3237,CNE000001PN5,JIANGSU GUOTAI INTL.GP. 'A' (CCS),CN,CNY,55101020.0,0.0990917,0.6055,105981472.0
51065,2023-12-18,1148,CN37IR,CNE1000031H0,XIANHE 'A' (CCS),CN,CNY,55101015.0,0.2,0.2351,74283572.0
50986,2023-12-18,1148,CN2XXV,CNE100000P51,SHENZHEN H & T INTEL. CNTL.'A' (CCS),CN,CNY,10102015.0,0.0713691,0.8407,109522890.0
51069,2023-12-18,1148,CN2TRL,CNE000000ZR7,COFCO BIOTECHNOLOGY 'A' (CCS),CN,CNY,45102020.0,0.0982403,0.4448,75976183.0
50987,2023-12-18,1148,CN2XZX,CNE1000007X7,BAOWU MAGNESIUM TECHNOLOGY 'A' (CCS),CN,CNY,55102050.0,0.096743,0.6202,109719817.0
50963,2023-12-18,1148,CN329D,CNE1000009J2,Sanquan Foods 'A' (CCS),CN,CNY,45102020.0,0.1704545,0.352,99777010.0
50959,2023-12-18,1148,CN32DH,CNE0000006M4,CHINA TUNGSTEN &HIGHTECH 'A' (CCS),CN,CNY,55102050.0,0.1197366,0.5011,98983989.0
51418,2023-12-18,1148,HK00WX,BMG8086V1467,SHENZHEN INTL.HDG.,CN,HKD,50206060.0,1.0,0.5575,1033675158.0
50958,2023-12-18,1148,CN32SW,CNE1000005H4,SHENZHEN TOPBAND 'A' (CCS),CN,CNY,10102015.0,0.0720288,0.833,97617972.0
51010,2023-12-18,1148,CN2RYQ,CNE000001CR4,JILIN ELECTRIC POWER 'A' (CCS),CN,CNY,65101015.0,0.0880799,0.6812,103517620.0
51006,2023-12-18,1148,CN2HCU,CNE0000011X1,CHN ENERGY CHANGYUAN EL. 'A' (CCS),CN,CNY,65101015.0,0.1846154,0.325,102694772.0
51380,2023-12-18,1148,CN3103,KYG2198S1093,CIMC ENRIC HOLDINGS,CN,HKD,60101030.0,1.0,0.324,589226312.0
50960,2023-12-18,1148,CN2PYO,CNE100000049,MONTNETS CLOUD TECH. GP. 'A' (CCS),CN,CNY,15102015.0,0.0738007,0.813,98922755.0
51462,2023-12-18,1148,CN0Q6V,CNE1000004X4,ZHUZHOU CRRC TIMES ELEC 'H',CN,HKD,50206025.0,1.0,0.8889,1347994146.0
51429,2023-12-18,1148,HK60X4,KYG984191075,YIHAI INTL HLDG,CN,HKD,45102020.0,1.0,0.4955,756434280.0
51415,2023-12-18,1148,CN8CCV,KYG2816P1072,DONGYUE GROUP,CN,HKD,55201000.0,1.0,0.6507,1006378207.0
51370,2023-12-18,1148,CN8DL5,KYG2157Q1029,CHINA LESSO GROUP HDG.,CN,HKD,50101035.0,1.0,0.3107,464902663.0
50965,2023-12-18,1148,CN2IJ2,CNE000001R76,CHONGQING IRON & STEEL 'A' (CCS),CN,CNY,55102010.0,0.0858615,0.6988,98704206.0
50971,2023-12-18,1148,CN390B,CNE1000042H7,WUXI NCE POWER 'A' (CCS),CN,CNY,10102010.0,0.0766577,0.7827,90012895.0
51027,2023-12-18,1148,CN2VTP,CNE100003Y65,CHINA-SG SZH. INPK.DEVGP.'A' (CCS),CN,CNY,35101010.0,0.2,0.19,63969578.0
50969,2023-12-18,1148,CN2PND,CNE000001L07,LIANCHUANG ELEC TECH 'A' (CCS),CN,CNY,50202010.0,0.0656743,0.9136,88931667.0
50955,2023-12-18,1148,CN2U50,CNE100000C07,Broad-Ocean 'A' (CCS),CN,CNY,50202010.0,0.0875657,0.6852,97027069.0
50978,2023-12-18,1148,CN36GO,CNE100003SS3,BEI MO GAO FRICTION MTRL 'A' (CCS),CN,CNY,50201010.0,0.1097896,0.5465,92157573.0
51071,2023-12-18,1148,CN2SF8,CNE000001568,Changyu-A 'A' (CCS),CN,CNY,45101015.0,0.2,0.2495,76270995.0
51169,2023-12-18,1148,CN2FUA,CNE000000S27,Tibet Mineral 'A' (CCS),CN,CNY,55102000.0,0.075815,0.7914,118118857.0
50968,2023-12-18,1148,CN30IK,CNE000000NP7,XINYU IRON & STEEL 'A' (CCS),CN,CNY,55102010.0,0.1099304,0.5458,94210571.0
50952,2023-12-18,1148,CN2T60,CNE000000KT5,Financial St 'A' (CCS),CN,CNY,35101010.0,0.1393081,0.4307,94797293.0
50956,2023-12-18,1148,CN32UY,CNE1000009B9,TOPSEC TECHS. GP.'A' (CCS),CN,CNY,10101010.0,0.0645995,0.9288,97374955.0
51083,2023-12-18,1148,CN37EN,CNE000001048,SICHUAN HEXIE SHUANGMA 'A' (CCS),CN,CNY,50101030.0,0.1939864,0.3093,113038547.0
51079,2023-12-18,1148,CN2P7X,CNE1000036B2,YANGTZE OPT. FIBRE&CABLE. 'A' (CCS),CN,CNY,15101010.0,0.2,0.2622,81265640.0
50957,2023-12-18,1148,CN2QWN,CNE000000FM0,DIGITAL CHINA INFORMATION SERVICE GROUP 'A' (CCS),CN,CNY,10101010.0,0.1081471,0.5548,97316950.0
51009,2023-12-18,1148,CN2WUR,CNE100001765,HENAN MINGTAI AL INDL. 'A' (CCS),CN,CNY,55102035.0,0.0685166,0.8757,108547920.0
50974,2023-12-18,1148,CN35U1,CNE100003LB4,JIANGSU GUOMAO REDUCER 'A' (CCS),CN,CNY,50204000.0,0.1807229,0.332,90533504.0
51393,2023-12-18,1148,CN8EF0,HK0000083920,SUN ART RETAIL GROUP,CN,HKD,40401010.0,1.0,0.213,341443163.0
51375,2023-12-18,1148,HK40IN,KYG6501M1050,NEXTEER AUTOMOTIVE GROUP,CN,HKD,40101025.0,1.0,0.3505,520193417.0
50953,2023-12-18,1148,CN391C,CNE000001618,CNSIG INNER MON. CHE. IND. 'A' (CCS),CN,CNY,55201000.0,0.1100715,0.5451,95739750.0
51058,2023-12-18,1148,CN2ZFF,CNE100001V11,BEIJING GEOENVIRON E&T. 'A' (CCS),CN,CNY,65103035.0,0.0724113,0.8286,85748721.0
50980,2023-12-18,1148,CN2ZBB,CNE0000003F5,GUOCHENG MINING 'A' (CCS),CN,CNY,55102050.0,0.2,0.2982,92432892.0
51368,2023-12-18,1148,PH227,KYG2113L1068,CHINA RESOURCES BUILDING MATERIALS TECHNOLOGY HDG,CN,HKD,50101030.0,1.0,0.3137,466437461.0
50979,2023-12-18,1148,CN2IM5,CNE000001F39,Tang Sanyou 'A' (CCS),CN,CNY,55201000.0,0.1082056,0.5545,92218201.0
50982,2023-12-18,1148,CN2UE9,CNE000001PF1,ZHEJ.WANFENG AUTO WHEEL 'A' (CCS),CN,CNY,40101025.0,0.0910056,0.6593,88280872.0
50975,2023-12-18,1148,CN2ONC,CNE1000015C4,ANHUI JINHE INDL.'A' (CCS),CN,CNY,55201000.0,0.1070473,0.5605,94464545.0
51054,2023-12-18,1148,CN35Y5,CNE100003N68,BEIDA JD.BIRD 'A' (CCS),CN,CNY,50202020.0,0.1207486,0.4969,85003845.0
51237,2023-12-18,1148,CN86LY,US47759T1007,JINKOSOLAR HOLDING ADR,CN,USD,60102020.0,1.0,0.7052,1196653730.0
51039,2023-12-18,1148,CN36KS,CNE0000018Q0,INMYSHOW DIGITAL TECH. 'A' (CCS),CN,CNY,40301020.0,0.0379661,0.6111,37872113.0
50973,2023-12-18,1148,CN2J5P,CNE000001G04,Fangda Steel 'A' (CCS),CN,CNY,55102010.0,0.1066288,0.5627,90405207.0
51063,2023-12-18,1148,CN4C6L,CNE1000043M5,WUXI PAIKE N. MTRLS TECH. 'A' (CCS),CN,CNY,55102015.0,0.128783,0.4659,87197975.0
51461,2023-12-18,1148,CN0OI5,CNE1000004J3,TRAVELSKY TECHNOLOGY 'H',CN,HKD,10101010.0,1.0,1.0,1595754585.0
51060,2023-12-18,1148,CN2EYD,CNE000000XB6,Sh Belling 'A' (CCS),CN,CNY,10102010.0,0.080032,0.7497,86650661.0
51062,2023-12-18,1148,CN2SNG,CNE100000WV5,PENGDU AGRI. & ANIMAL HUSB.'A' (CCS),CN,CNY,45102010.0,0.096401,0.6224,86872752.0
51377,2023-12-18,1148,HK90HR,KYG2163M1033,CHINA EDUCATION GROUP HOLDINGS,CN,HKD,40201010.0,1.0,0.3948,613770198.0
51047,2023-12-18,1148,CN2IUD,CNE100001757,BEIJING JINGYUNTONG TECH.'A' (CCS),CN,CNY,10102020.0,0.1110494,0.5403,87957396.0
50977,2023-12-18,1148,CN37MV,CNE100003K38,BANK OF QINGDAO 'A' (CCS),CN,CNY,30101010.0,0.1133144,0.5295,91425717.0
50972,2023-12-18,1148,CN2TXR,CNE0000002R2,Csg Holding 'A' (CCS),CN,CNY,50203020.0,0.0787195,0.7622,90420841.0
51057,2023-12-18,1148,CN2TTN,CNE100000J59,ZHEJIANG YONGTAI TECH. 'A' (CCS),CN,CNY,55201020.0,0.0833102,0.7202,85174810.0
51387,2023-12-18,1148,KY11J3,KYG1193D1097,Blue Moon Group Holdings Ltd,CN,HKD,45201030.0,1.0,0.2417,363545351.0
51053,2023-12-18,1148,CN2YZY,CNE1000018X4,XIAMEN KINGDOMWAY GP.'A' (CCS),CN,CNY,45102020.0,0.1305199,0.4597,84460193.0
51437,2023-12-18,1148,CN8CK3,KYG982771092,XTEP INTERNATIONAL HDG.,CN,HKD,40204025.0,1.0,0.5343,787500027.0
51441,2023-12-18,1148,PH047,HK0817039453,CHINA JINMAO HOLDINGS GROUP,CN,HKD,35101010.0,1.0,0.6349,824555479.0
50976,2023-12-18,1148,CN2YFE,CNE0000016D2,TIBET SUMMIT RESOURCES 'A' (CCS),CN,CNY,55102050.0,0.0714796,0.8394,90523468.0
51055,2023-12-18,1148,CN33CH,CNE000001QF9,SANSTEEL MINGUANG 'A' (CCS),CN,CNY,55102010.0,0.1380898,0.4345,85179375.0
51051,2023-12-18,1148,CN2IVE,CNE000001907,Xinan Chemical 'A' (CCS),CN,CNY,55201015.0,0.0839866,0.7144,83858455.0
51000,2023-12-18,1148,CN2HI0,CNE000001PZ9,XINJIANG TECON ANM BIO-TECH A (CCS),CN,CNY,45102010.0,0.0819784,0.7319,100543236.0
51073,2023-12-18,1148,CN376F,CNE1000031J6,WENCAN GROUP 'A' (CCS),CN,CNY,40101025.0,0.1099707,0.5456,82435805.0
51431,2023-12-18,1148,KY119T,KYG5141L1059,Jiumaojiu International Holdin,CN,HKD,40501040.0,1.0,0.6267,722599962.0
51056,2023-12-18,1148,CN2USN,CNE000001P86,Gold Mantis 'A' (CCS),CN,CNY,50101035.0,0.1165049,0.515,83546468.0
51046,2023-12-18,1148,CN2HGY,CNE100000BT3,JIANGSU AZURE 'A' (CCS),CN,CNY,50203000.0,0.0423446,0.8113,45837107.0
51066,2023-12-18,1148,CN2TVP,CNE100000BQ9,Joyoung 'A' (CCS),CN,CNY,40202020.0,0.1822047,0.3293,83304822.0
51064,2023-12-18,1148,CN2F4K,CNE100001M04,CTS INTL.LOGISTICS 'A' (CCS),CN,CNY,50206040.0,0.110011,0.5454,85444959.0
51076,2023-12-18,1148,CN2L1N,CNE000000TB4,NUODE NEW MATERIALS 'A' (CCS),CN,CNY,50202010.0,0.0853121,0.7033,79193472.0
51077,2023-12-18,1148,CN2HBT,CNE0000009C9,HUBEI YIHUA CHM.IND.'A' (CCS),CN,CNY,55201000.0,0.0747105,0.8031,79562305.0
51042,2023-12-18,1148,CN3CBP,CNE100005HS1,HOLLY FUTURES 'A' (CCS),CN,CNY,30202015.0,0.2,0.1678,47122262.0
51050,2023-12-18,1148,CN3204,CNE0000013G2,CHENGZHI 'A' (CCS),CN,CNY,55201000.0,0.1123596,0.534,83730586.0
51080,2023-12-18,1148,CN31Z2,CNE1000006X9,ANHUI TRUCHUM ADMA. & TECH.'A' (CCS),CN,CNY,55102040.0,0.0847338,0.7081,81621187.0
51075,2023-12-18,1148,CN30QS,CNE100000C98,LIER CHEMICAL 'A' (CCS),CN,CNY,55201015.0,0.1017467,0.5897,78180522.0
51049,2023-12-18,1148,CN31MP,CNE1000013N6,JIANGSU SHUANGXING A (CCS),CN,CNY,50203015.0,0.0948017,0.6329,75237789.0
51036,2023-12-18,1148,CN367F,CNE100003PQ3,BAFANG ELECTRIC (SUZHOU) 'A' (CCS),CN,CNY,40101025.0,0.2,0.2705,61238266.0
51078,2023-12-18,1148,CN2E7M,CNE000000438,SHANGHAI WAIGAOQIAO 'A' (CCS),CN,CNY,35101010.0,0.1685867,0.3559,80843821.0
51081,2023-12-18,1148,CN2F3J,CNE000001C57,Jinjing 'A' (CCS),CN,CNY,50203020.0,0.0882742,0.6797,77888974.0
51048,2023-12-18,1148,CN392D,CNE100001ZW4,SHINGHWA ADVANCED MATERIAL GROUP A (CCS),CN,CNY,55201000.0,0.0948167,0.6328,72790711.0
51369,2023-12-18,1148,CN92IS,VGG9833A1049,XINYI ENERGY HOLDINGS,CN,HKD,65101010.0,1.0,0.3604,503839132.0
51072,2023-12-18,1148,CN2FT9,CNE1000016H1,ZHEJIANG AKCOME NEW ENERGY TECHNOLOGY 'A' (CCS),CN,CNY,60102020.0,0.06,1.0,76501071.0
51465,2023-12-18,1148,CN8FF1,KYG2116J1085,CHINA CONCH VET.HOLDINGS,CN,HKD,65103035.0,1.0,0.8393,1264791739.0
51070,2023-12-18,1148,CN2IK3,CNE1000013D7,CAMEL GROUP 'A' (CCS),CN,CNY,40101025.0,0.0945626,0.6345,76191769.0
51376,2023-12-18,1148,HK60RY,KYG410121084,GREENTOWN SER GRP,CN,HKD,35101015.0,1.0,0.4621,523062412.0
51385,2023-12-18,1148,KY11DX,KYG0405D1051,ANGELALIGN TECHNOLOGY,CN,HKD,20102015.0,1.0,0.2233,266876790.0
51044,2023-12-18,1148,CN35HO,CNE100004FX8,GUANGDONG SHUNKONG DEV. 'A' (CCS),CN,CNY,65102030.0,0.2,0.2094,54682171.0
51061,2023-12-18,1148,CN2QRI,CNE000000073,JINKE PROPERTY GROUP 'A' (CCS),CN,CNY,35101010.0,0.065775,0.9122,86698989.0
51038,2023-12-18,1148,CN38R1,CNE100000YT5,XIZI CLEAN ENERGY EQUIPMENT'A' (CCS),CN,CNY,50202010.0,0.0636121,0.2551,19812839.0
51029,2023-12-18,1148,CN346C,CNE1000036C0,MILKYWAY CHEM. SUPPLY CHAIN'A' (CCS),CN,CNY,50206060.0,0.0977517,0.6138,69680293.0
51444,2023-12-18,1148,CN92FP,KYG5140J1013,JINXIN FERTILITY GROUP,CN,HKD,20101010.0,1.0,0.7735,896284165.0
51372,2023-12-18,1148,CN8EXI,KYG7956A1094,SEAZEN GROUP,CN,HKD,35101010.0,1.0,0.3667,438707562.0
51392,2023-12-18,1148,680206,HK0604011236,SHENZHEN INVESTMENT,CN,HKD,35101010.0,1.0,0.2578,323697384.0
51030,2023-12-18,1148,CN2KJ4,CNE000001782,Capital Dev 'A' (CCS),CN,CNY,35101010.0,0.1267159,0.4735,70095115.0
51031,2023-12-18,1148,CN2P8Y,CNE000001P11,JIANGSU SHAGANG 'A' (CCS),CN,CNY,55102010.0,0.0819672,0.732,70133333.0
51067,2023-12-18,1148,CN2V40,CNE100000080,NANJI E-COMMERCE A (CCS),CN,CNY,10101020.0,0.0799361,0.7506,82196019.0
51026,2023-12-18,1148,CN2U61,CNE1000008B1,SHENZHEN JINJIA GP.'A' (CCS),CN,CNY,50203030.0,0.0878092,0.6833,68880630.0
51032,2023-12-18,1148,CN366E,CNE100003Q57,GRG METROLOGY & TEST GROUP 'A' (CCS),CN,CNY,40201070.0,0.1230517,0.4876,71040067.0
51024,2023-12-18,1148,CN2H1J,CNE1000005Y9,RiseSun Real Est 'A' (CCS),CN,CNY,35101010.0,0.1056524,0.5679,67673150.0
51021,2023-12-18,1148,CN34U0,CNE0000004Q0,GANSU SHANGFENG CMT.'A' (CCS),CN,CNY,50101030.0,0.1364877,0.4396,64345291.0
51433,2023-12-18,1148,CN93KV,CNE100000353,HISENSE HOME APPLIANCES GROUP 'H',CN,HKD,40202020.0,1.0,0.6785,672788865.0
51425,2023-12-18,1148,CN1AU4,CNE1000003J5,JIANGSU EXPRESSWAY H,CN,HKD,50206060.0,1.0,1.0,1092538021.0
51382,2023-12-18,1148,CN57U5,CNE100001ZT0,LEGEND HOLDINGS 'H',CN,HKD,10102030.0,1.0,0.4953,565634924.0
51043,2023-12-18,1148,CN36Y6,CNE100005568,JIANGSU BOQIAN NEW MATLS. 'A' (CCS),CN,CNY,55201000.0,0.0918038,0.5267,47691406.0
51389,2023-12-18,1148,CN534B,BMG202981087,CGN NEW ENERGY HOLDINGS,CN,HKD,65101015.0,1.0,0.2767,289358364.0
51421,2023-12-18,1148,CN1IDV,CNE100000X44,CHONGQING RUR.COML.BK. 'H',CN,HKD,30101010.0,1.0,1.0,957501862.0
51371,2023-12-18,1148,608071,CNE1000002Z3,DATANG INTL.PWR.GNRTN. 'H',CN,HKD,65101015.0,1.0,0.4639,429066207.0
51239,2023-12-18,1148,CN1SF7,US23344D1081,DADA NEXUS 1 ADS,CN,USD,10101020.0,1.0,1.0,793408694.0
51439,2023-12-18,1148,HK00LM,CNE1000004F1,SINOTRANS 'H',CN,HKD,50206060.0,1.0,0.9474,787700557.0
51224,2023-12-18,1148,CN24GL,CNE000000J85,INNER MONGOLIA EERDUOSI 'B',CN,USD,40204020.0,1.0,0.5577,394365732.0
51238,2023-12-18,1148,CN24OT,CNE0000004K3,LAO FENG XIANG 'B',CN,USD,40204030.0,1.0,1.0,681062891.0
51379,2023-12-18,1148,CN12Y0,CNE100000TW9,CHINA SUNTIEN GRN.EN.'H',CN,HKD,65102020.0,1.0,1.0,625116949.0
51391,2023-12-18,1148,CN427C,CNE100005KF2,AIM VACCINE H 'H',CN,HKD,20103015.0,1.0,0.6734,309921443.0
51373,2023-12-18,1148,HK009A,CNE1000004C8,SINOPEC SHAI.PETROCHEM. 'H',CN,HKD,60101020.0,1.0,0.9392,464090125.0
51222,2023-12-18,1148,CN24IN,CNE000000SJ9,SHAI.ZHENHUA HEAVY IND. 'B',CN,USD,50204020.0,1.0,0.529,196657848.0
51225,2023-12-18,1148,CN24EJ,CNE000000HH6,SHAI.LJZ.FN&T.ZONE DEV. 'B',CN,USD,35101010.0,1.0,1.0,348933312.0
51388,2023-12-18,1148,B018L7,CNE100000536,COSCO SHIPPING DEVELOPMENT 'H',CN,HKD,50206030.0,1.0,1.0,377223033.0
51390,2023-12-18,1148,CN24CH,CNE0000002M3,CSG HOLDING 'B',CN,HKD,50203020.0,1.0,1.0,352907049.0
51384,2023-12-18,1148,CN249E,CNE000000T59,YANTAI CHANGYU PION.WINE 'B',CN,HKD,45101015.0,1.0,1.0,250461953.0
51365,2023-12-18,1148,CN24MR,CNE000000HW5,GUANGDONG ELEC.PWR.DEV. 'B',CN,HKD,65101015.0,1.0,1.0,224285662.0
51364,2023-12-18,1148,CN0P0O,CNE100000F20,BBMG 'H',CN,HKD,50101030.0,1.0,1.0,218998902.0
51367,2023-12-18,1148,CN299J,CNE100004BP3,JOINN LAB. 'H',CN,HKD,20103010.0,1.0,1.0,181028406.0
51366,2023-12-18,1148,CN24RW,CNE000000J36,WEIFU HIGH TECH.GP.'B',CN,HKD,40101025.0,1.0,0.84,161405569.0
51396,2023-12-18,1148,CN6319,CNE0000007C3,CHINA MERCHANTS PORT GR.'B',CN,HKD,50206060.0,1.0,0.6925,122241450.0
51226,2023-12-18,1148,CN257D,CNE0000004L1,SHANGHAI HUAYI GROUP 'B',CN,USD,40101015.0,1.0,1.0,94809000.0
51227,2023-12-18,1148,CN24TY,CNE000000FG2,SHANGHAI BAILIAN GROUP 'B',CN,USD,45201010.0,1.0,1.0,92375153.0
51229,2023-12-18,1148,CN267E,CNE000000GW7,SHANGHAI LINGANG HOLDINGS 'B',CN,USD,35101010.0,1.0,1.0,76116241.0
51394,2023-12-18,1148,CN258E,CNE000000RN3,BENGANG STL.PLATES 'B',CN,HKD,55102010.0,1.0,0.94,68969417.0
51228,2023-12-18,1148,CN25EK,CNE000000K58,HUADIAN ENERGY 'B',CN,USD,65101015.0,1.0,1.0,54000000.0
51395,2023-12-18,1148,CN26KR,CNE000000Q52,ADAMA 'B',CN,HKD,55201015.0,1.0,1.0,44278536.0
51662,2023-12-18,1148,IN0AET,INE813H01021,Torrent Pow,IN,INR,65101015.0,1.0,0.3669,1987976483.0
51628,2023-12-18,1148,IN043C,INE188A01015,FERT.& CHEMS.TRAVANCORE,IN,INR,55201015.0,1.0,0.1,627433074.0
51751,2023-12-18,1148,IN12CK,INE513A01022,Schaeffler India Ltd,IN,INR,40101025.0,1.0,0.2588,1497551476.0
51727,2023-12-18,1148,IN2119,INE699H01024,ADANI WILMAR,IN,INR,45102020.0,1.0,0.1206,691703057.0
51651,2023-12-18,1148,IN06ZA,INE356A01018,Mphasis,IN,INR,10101010.0,1.0,0.4444,2701757212.0
51715,2023-12-18,1148,IN82AP,INE674K01013,ADITYA BIRLA FIN. SERVICES,IN,INR,30301010.0,0.5419392,0.3517,989287221.0
51735,2023-12-18,1148,IN0AO3,INE686F01025,United Brew,IN,INR,45101010.0,1.0,0.304,1648741433.0
51704,2023-12-18,1148,IN0AT8,INE628A01036,UPL Ltd,IN,INR,55201015.0,1.0,0.67,3673069753.0
51629,2023-12-18,1148,IN02KR,INE084A01016,Bank of India,IN,INR,30101010.0,1.0,0.1154,635689884.0
51652,2023-12-18,1148,IN087K,INE211B01039,Phoenix Mills,IN,INR,35101010.0,1.0,0.5535,2724135568.0
51655,2023-12-18,1148,IN81HV,INE00R701025,DALMIA BHARAT,IN,INR,50101030.0,1.0,0.5668,2995433305.0
51649,2023-12-18,1148,IN11SZ,INE761H01022,PAGE INDUSTRIES,IN,INR,40204020.0,1.0,0.5729,2920643631.0
51650,2023-12-18,1148,IN066H,INE220G01021,JINDAL STAINLESS,IN,INR,55102010.0,1.0,0.4772,2656332854.0
51698,2023-12-18,1148,IN20GN,INE04I401011,KPIT TECHNOLOGIES,IN,INR,10101010.0,1.0,0.6721,3314658511.0
51725,2023-12-18,1148,IN311A,INE249Z01012,MAZAGON DOCK SHIPBUILDERS,IN,INR,50206030.0,1.0,0.1517,783189829.0
51741,2023-12-18,1148,IN70IU,INE405E01023,UNO MINDA,IN,INR,40101025.0,1.0,0.3985,1812665037.0
51631,2023-12-18,1148,IN02W3,INE483A01010,Central Bank IN,IN,INR,30101010.0,1.0,0.0692,365447785.0
51757,2023-12-18,1148,IN00FK,INE114A01011,Steel Authority of India Ltd,IN,INR,55102010.0,1.0,0.2522,1448807683.0
51673,2023-12-18,1148,IN20LS,INE417T01026,PB FINTECH,IN,INR,30302015.0,1.0,0.6966,3019661207.0
51639,2023-12-18,1148,IN10EK,INE797F01020,JUBILANT FOODWORKS,IN,INR,40501040.0,1.0,0.5797,2579142596.0
51724,2023-12-18,1148,IN20X4,INE317I01021,METRO BRANDS,IN,INR,40401020.0,1.0,0.21,910024128.0
51737,2023-12-18,1148,IN2018,INE498L01015,L&T FINANCE HOLDINGS,IN,INR,30201020.0,1.0,0.3407,1625593882.0
51637,2023-12-18,1148,IN827M,INE545U01014,BANDHAN BANK,IN,INR,30101010.0,1.0,0.5223,2566844867.0
51663,2023-12-18,1148,IN04OX,INE776C01039,GMR AIRPORTS INFRASTRUCTURE,IN,INR,50206060.0,1.0,0.3505,1993571714.0
51738,2023-12-18,1148,IN01CI,INE012A01025,ACC,IN,INR,50101030.0,1.0,0.369,1863253406.0
51645,2023-12-18,1148,IN06Y9,INE180A01020,MAX FINANCIAL SVS.,IN,INR,30301010.0,1.0,0.7174,2903863770.0
51680,2023-12-18,1148,IN12X5,INE591G01017,COFORGE,IN,INR,10101010.0,1.0,0.9375,4465335247.0
51721,2023-12-18,1148,IN0ADS,INE470A01017,3M India,IN,INR,50203000.0,1.0,0.25,1047696696.0
51730,2023-12-18,1148,IN07ZB,INE881D01027,Oracle Fin,IN,INR,10101015.0,1.0,0.272,1235508994.0
51756,2023-12-18,1148,IN11U1,INE042A01014,Escorts Kubota Ltd,IN,INR,50204010.0,1.0,0.3556,1483199223.0
51710,2023-12-18,1148,IN044D,INE171A01029,The Federal Bank,IN,INR,30101010.0,0.74,1.0,3391040623.0
51714,2023-12-18,1148,IN30RZ,INE415G01027,RAIL VIKAS NIGAM,IN,INR,50101010.0,1.0,0.2154,987324501.0
51740,2023-12-18,1148,IN039H,INE169A01031,Coromandel Intl,IN,INR,55201015.0,1.0,0.4379,1916784783.0
51749,2023-12-18,1148,IN01IO,INE212H01026,AIA Engg,IN,INR,50204000.0,1.0,0.3187,1293256104.0
51733,2023-12-18,1148,IN073F,INE774D01024,M&M Fin Services,IN,INR,30201020.0,1.0,0.4043,1695334041.0
51734,2023-12-18,1148,IN20Y5,INE575P01011,STAR HEALTH ALLIED INSURANCE,IN,INR,30301010.0,1.0,0.4524,1722898933.0
51716,2023-12-18,1148,IN30Y6,INE303R01014,KALYAN JEWELLERS INDIA,IN,INR,40204030.0,1.0,0.2535,995766174.0
51723,2023-12-18,1148,IN217F,INE825V01034,VEDANT FASHIONS,IN,INR,40204020.0,1.0,0.268,1074835310.0
51746,2023-12-18,1148,IN07U6,INE274J01014,OIL INDIA Ltd,IN,INR,60101010.0,1.0,0.3365,1415046057.0
51642,2023-12-18,1148,IN812G,INE935N01020,DIXON TECHNOLOGIES (INDIA),IN,INR,40203010.0,1.0,0.5482,2465360790.0
51634,2023-12-18,1148,IN19CR,INE073K01018,SONA BLW PRECISION FORGINGS,IN,INR,40101025.0,1.0,0.6387,2536348675.0
51717,2023-12-18,1148,IN055F,INE671A01010,Honeywell Auto,IN,INR,50203000.0,1.0,0.25,950534204.0
51754,2023-12-18,1148,IN18S6,INE511C01022,MAGMA FINCORP,IN,INR,30201020.0,1.0,0.379,1543822401.0
51736,2023-12-18,1148,IN18O2,INE09N301011,GUJARAT FLUOROCHEMICALS,IN,INR,55201000.0,1.0,0.3625,1608795575.0
51718,2023-12-18,1148,IN03CK,INE007A01025,CRISIL Ltd,IN,INR,30201030.0,1.0,0.2787,1039821397.0
51630,2023-12-18,1148,IN30T1,INE457A01014,BANK OF MAHARASHTRA,IN,INR,30101010.0,1.0,0.1354,549934661.0
51753,2023-12-18,1148,IN08CP,INE347G01014,Petronet Lng,IN,INR,60101020.0,0.8,0.5,1563551012.0
51752,2023-12-18,1148,IN50IS,INE398R01022,SYNGENE INTERNATIONAL,IN,INR,20103010.0,1.0,0.4521,1540686585.0
51719,2023-12-18,1148,IN0A8N,INE152A01029,Thermax,IN,INR,50101025.0,1.0,0.2717,1167170110.0
51665,2023-12-18,1148,IN80CP,INE288B01029,DEEPAK NITRITE,IN,INR,55201000.0,1.0,0.6013,2282044644.0
51720,2023-12-18,1148,IN603E,INE844O01030,GUJARAT GAS,IN,INR,65102020.0,1.0,0.3248,1216724572.0
51750,2023-12-18,1148,IN13EN,INE068V01023,GLAND PHARMA,IN,INR,20103015.0,1.0,0.4214,1538332381.0
51664,2023-12-18,1148,IN05S2,INE571A01038,IPCA Labs,IN,INR,20103015.0,1.0,0.6642,2277278262.0
51667,2023-12-18,1148,IN219H,INE148O01028,DELHIVERY,IN,INR,50206040.0,1.0,0.7176,2284911631.0
51759,2023-12-18,1148,IN02CJ,INE376G01013,Biocon,IN,INR,20103010.0,1.0,0.3964,1455354851.0
