,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Source,Weight,Mcap_Units_Index_Currency_Open
268,2023-12-18,2027,SA218D,SA0007879501,B131QN,SOUTHERN PROVINCE CEMENT,SA,SAR,50101030.0,789929515.0,42421.0,140000000.0,0.6257,0.6257,0.7831229,777158179.7506254,1586037106.29,0.49,SMALL Cap Index,0.0005738408334689497,793584177.0
269,2023-12-18,2027,IN0308,INE085A01013,609993,Chambal Fert,IN,INR,55201015.0,799149912.0,5182.0,416139852.0,0.4516,0.4516,1.0,715940047.1640364,1585341114.1807714,0.45,SMALL Cap Index,0.0005727358916151605,792056115.0
270,2023-12-18,2027,B03MVN,TRAKONYA91F6,B03MVN,KONYA CIMENTO,TR,TRY,50101030.0,268258762.0,23543.0,4873440.0,0.1812,0.1812,1.0,284872951.37832105,1572146530.7854362,0.18,SMALL Cap Index,0.0002037899566101224,281828123.0
271,2023-12-18,2027,IN071D,INE271B01025,B12G54,Mah Seamless,IN,INR,55102010.0,634018508.0,4563.0,133999252.0,0.4286,0.4282,1.0,670841393.3171369,1566654351.5112958,0.43,SMALL Cap Index,0.0004691793871742404,648844272.0
272,2023-12-18,2027,IN60R2,INE208C01025,BYZ5JH,AEGIS LOGISTICS,IN,INR,60101035.0,650703776.0,5446.0,351000000.0,0.4193,0.419,1.0,655687228.2959771,1564885986.3865802,0.42,SMALL Cap Index,0.00047369964453965023,655095491.0
273,2023-12-18,2027,CN2D0E,KYG4212K1040,BP6TX6,GUSHENGTANG HOLDINGS,CN,HKD,20101025.0,926788641.0,348882.0,240796458.0,0.6419,0.6409,1.0,1002789155.4161977,1564657755.3693204,0.64,SMALL Cap Index,0.0006658720515051445,920857306.0
274,2023-12-18,2027,IN313C,INE0NNS01018,BQPDVR,NMDC STEEL,IN,INR,55102000.0,458178791.0,361357.0,2930605850.0,0.2505,0.2505,1.0,391558017.1021548,1563105856.6952288,0.25,SMALL Cap Index,0.0003348222491121427,463037176.0
275,2023-12-18,2027,PH703G,PHY9584X1055,BYXYHM,WILCON DEPOT,PH,PHP,40401025.0,500538407.0,296372.0,4099724116.0,0.3462,0.3462,1.0,540975099.8269432,1562608607.2413146,0.35,SMALL Cap Index,0.00037612171618949685,520151626.0
276,2023-12-18,2027,IN20IP,INE118D01016,BKPR4Y,NUVOCO VISTAS,IN,INR,50101030.0,527362985.0,343524.0,357156153.0,0.3308,0.3308,1.0,516472187.6299222,1561282308.433864,0.33,SMALL Cap Index,0.0003834267298318724,530253980.0
277,2023-12-18,2027,IN0BM2,INE686Y01026,BG5KMJ,FINE ORGANIC INDUSTRIES,IN,INR,55201020.0,615682336.0,307348.0,30659976.0,0.3648,0.3648,1.0,568936116.4365436,1559583652.512455,0.36,SMALL Cap Index,0.0004346042525064098,601029132.0
278,2023-12-18,2027,IN617J,INE951I01027,BD0F6Q,V-GUARD INDUSTRIES,IN,INR,50202010.0,757884015.0,149656.0,433528225.0,0.4995,0.4995,1.0,778745473.8029921,1559049997.603588,0.5,SMALL Cap Index,0.000552686478709274,764329094.0
279,2023-12-18,2027,TW055Z,TW0002845005,632845,Far Eastern Bk,TW,TWD,30101010.0,1644613940.0,44453.0,4069483855.0,1.0,1.0,1.0,1556669349.6594822,1556669349.6594822,1.0,SMALL Cap Index,0.0011916979904655024,1648040038.0
280,2023-12-18,2027,CL0276,CLP8716G1059,245823,ORO BLANCO,CL,CLP,30202010.0,292806999.0,27594.0,212551108088.0,0.1883,0.1883,1.0,292747036.48947614,1554684208.6536174,0.19,SMALL Cap Index,0.00021890902253465807,302736798.0
281,2023-12-18,2027,TW02PG,TW0003706008,BDRZRW,MITAC HOLDING,TW,TWD,10102030.0,1157914162.0,268437.0,1206556789.0,0.7454,0.7454,1.0,1157317042.206128,1552612077.0138557,0.75,SMALL Cap Index,0.0008379911032227617,1158886648.0
282,2023-12-18,2027,IN02Z6,INE486A01021,BNVXB6,CESC,IN,INR,65101015.0,1069017813.0,48765.0,1325570430.0,0.5376,0.5376,1.0,830348623.1372601,1544547290.0618677,0.54,SMALL Cap Index,0.0007609275209249343,1052312776.0
283,2023-12-18,2027,ID30KI,ID1000144108,BG20RW,MAP AKTIF ADIPERKASA,ID,IDR,40401020.0,457445874.0,307415.0,28504000000.0,0.3116,0.3115,1.0,480944669.57376,1543963626.24,0.31,SMALL Cap Index,0.0003230637788188538,446775984.0
284,2023-12-18,2027,IN801E,INE022Q01020,BGLRNT,INDIAN ENERGY EXCHANGE,IN,INR,30202015.0,805099330.0,301257.0,891692735.0,0.9296,0.9296,0.5271084,753156681.8392782,1537054551.104712,0.49,SMALL Cap Index,0.0005744245466607098,794391414.0
285,2023-12-18,2027,TR008S,TRAGUSGR91O3,B03MTD,TURKIYE SIGORTA,TR,TRY,30302025.0,271815009.0,3527.0,1161523363.0,0.189,0.189,1.0,290046079.15782976,1534635339.4594166,0.19,SMALL Cap Index,0.00020352356868599993,281459726.0
286,2023-12-18,2027,IN81O2,INE399G01023,BP95CX,RAMKRISHNA FORGINGS,IN,INR,55102015.0,1014137064.0,147973.0,159889535.0,0.6275,0.6212,1.0,952932099.6975946,1534018190.112033,0.62,SMALL Cap Index,0.0007439559671549935,1028842232.0
287,2023-12-18,2027,IN50T3,INE183A01024,BN4MYC,FINOLEX INDUSTRIES,IN,INR,50101020.0,789576803.0,2402.0,620476905.0,0.4846,0.4863,1.0,745355242.7260314,1532706647.5961986,0.49,SMALL Cap Index,0.0005620436787641029,777269487.0
288,2023-12-18,2027,KR12JX,KR7005290002,621929,DONGJIN SEMICHEM,KR,KRW,55201020.0,956233761.0,19979.0,51414494.0,0.6251,0.6251,1.0,957853069.2557468,1532319739.6508508,0.63,SMALL Cap Index,0.0006838255232088028,945685778.0
289,2023-12-18,2027,IN13GP,INE419U01012,BMC52Y,HAPPIEST MINDS TECH. PVT,IN,INR,10101010.0,818362598.0,329720.0,152274811.0,0.4761,0.4763,1.0,728643686.509893,1529799887.696605,0.48,SMALL Cap Index,0.0005906270957191314,816798475.0
290,2023-12-18,2027,SA24V3,SA13R051UVH9,BYYTJ6,SAUDI GROUND SERVICES,SA,SAR,50206060.0,699549978.0,283845.0,188000000.0,0.475,0.475,0.8555789,621166093.7270511,1528459960.9188,0.41,SMALL Cap Index,0.0004940622313952418,683255611.0
291,2023-12-18,2027,IN70YA,INE406M01024,BYXKYT,ERIS LIFESCIENCES,IN,INR,20103010.0,547276785.0,298379.0,136005995.0,0.38,0.38,1.0,579299724.5764325,1524472959.4116645,0.38,SMALL Cap Index,0.0003942574185300004,545232111.0
292,2023-12-18,2027,IN10QW,INE373A01013,615261,BASF India,IN,INR,55201000.0,421711942.0,5451.0,43285640.0,0.2667,0.2667,1.0,406038609.24781525,1522454477.8695736,0.27,SMALL Cap Index,0.0003097776264187977,428402108.0
293,2023-12-18,2027,401344,TRAALARK91Q0,B03MNK,ALARKO HOLDING,TR,TRY,50101010.0,499661494.0,23999.0,435000000.0,0.3349,0.3674,1.0,558358708.7981548,1519756964.6112,0.37,SMALL Cap Index,0.0003732132114461141,516129355.0
294,2023-12-18,2027,KR82EZ,KR7298040007,BD8317,HYOSUNG HEAVY INDUSTRIES,KR,KRW,10102015.0,649767154.0,307595.0,9324548.0,0.5163,0.5163,1.0,783640178.4160202,1517800074.406392,0.52,SMALL Cap Index,0.0004454428569818253,616018210.0
295,2023-12-18,2027,TH20NZ,TH0808010Y07,B7Z071,BANGKOK CHAIN HOSPITAL,TH,THB,20101010.0,589735821.0,21617.0,2493747984.0,0.6046,0.6057,0.653789,600754661.4559758,1517057236.2425008,0.4,SMALL Cap Index,0.00043237233882981326,597942542.0
296,2023-12-18,2027,MY237W,MYL2089OO000,691714,UNITED PLANTATIONS,MY,MYR,45102010.0,682847686.0,40789.0,416268532.0,0.4327,0.4395,1.0,666698299.893972,1516947212.5005052,0.44,SMALL Cap Index,0.0004956834848300742,685497698.0
297,2023-12-18,2027,ZA104E,ZAE000269890,BK9S75,MOMENTUM METROPOLITAN HOLDINGS,ZA,ZAR,30301010.0,1065679894.0,40199.0,1424779972.0,0.6822,0.6775,1.0,1024378442.311538,1511997700.828838,0.68,SMALL Cap Index,0.0007829297547137469,1082740420.0
298,2023-12-18,2027,CN8FH3,KYG371091086,BH4TZ7,FU SHOU YUAN INTL.GP.,CN,HKD,40201020.0,905228430.0,270190.0,2319863422.0,0.5884,0.5884,1.0,887834485.0264001,1508896133.6274643,0.59,SMALL Cap Index,0.0006627164316258044,916493291.0
299,2023-12-18,2027,AE21TK,AED000701014,B0VR4L,DANA GAS,AE,AED,60101000.0,1176354858.0,154173.0,6995373373.0,0.8,0.8,1.0,1206960607.3722267,1508700759.2152834,0.8,SMALL Cap Index,0.0008583317071108446,1187016367.0
300,2023-12-18,2027,KR10Q2,KR7039030002,628591,EO Technics,KR,KRW,10102020.0,1008651666.0,20294.0,12319550.0,0.7177,0.7177,1.0,1081464519.494052,1506847595.783826,0.72,SMALL Cap Index,0.0007229153719563316,999744471.0
301,2023-12-18,2027,IN08S5,INE891D01026,B1R3S1,REDINGTON,IN,INR,10102030.0,1252738514.0,136408.0,781685642.0,0.7587,0.7587,1.0,1141414683.7999933,1504434801.3707569,0.76,SMALL Cap Index,0.0009055088937169393,1252259317.0
302,2023-12-18,2027,KR076O,KR7111770004,B622C1,Youngone,KR,KRW,40204020.0,781412684.0,213836.0,44311468.0,0.4952,0.4952,1.0,743268447.8892347,1500945977.1591978,0.5,SMALL Cap Index,0.0005635625267563986,779369954.0
303,2023-12-18,2027,IN04DM,INE017A01032,B1GKL4,Great Eastern,IN,INR,50206030.0,1105121669.0,40821.0,142767161.0,0.6967,0.6967,1.0,1043455493.0850862,1497711343.5985162,0.7000000000000001,SMALL Cap Index,0.0007842511920278531,1084567881.0
304,2023-12-18,2027,442170,GRS145003000,442170,GEK TERNA HOLDING,GR,EUR,50101010.0,830167029.0,23876.0,103423291.0,0.5546,0.5546,1.0,828611123.9498945,1494069823.205724,0.55,SMALL Cap Index,0.0005912667783083158,817683114.0
305,2023-12-18,2027,SA219E,SA0007879519,B134K6,YANBU CEMENT,SA,SAR,50101030.0,637671009.0,42423.0,157500000.0,0.8482,0.9,0.4787778,643121539.6815056,1492507565.1690748,0.43,SMALL Cap Index,0.0004552122284579126,629528609.0
306,2023-12-18,2027,TW11F6,TW0002404001,610513,UIS,TW,TWD,50101015.0,1566147076.0,36704.0,190586720.0,0.9422,0.9422,1.0,1405412262.5147097,1491628383.0553064,0.94,SMALL Cap Index,0.0011348403252534475,1569409622.0
307,2023-12-18,2027,KR15WD,KR7007660004,628464,IsuPetasys,KR,KRW,10102015.0,1112466413.0,20297.0,63246419.0,0.7279,0.7279,1.0,1083013429.0886495,1487860185.586825,0.73,SMALL Cap Index,0.0007689891019563347,1063461413.0
308,2023-12-18,2027,KR01BN,KR7000880005,649675,Hanwha,KR,KRW,30301010.0,1027774390.0,41503.0,74958735.0,0.6935,0.6935,1.0,1031516467.6548892,1487406586.3805182,0.6900000000000001,SMALL Cap Index,0.0007407562396130078,1024417219.0
309,2023-12-18,2027,IN06GR,INE036D01028,BZ7PLF,Karur Vysya Bank,IN,INR,30101010.0,1214642122.0,9710.0,802053463.0,1.0,1.0,0.74,1099943169.0498948,1486409687.9052632,0.74,SMALL Cap Index,0.0008774259090637695,1213422394.0
310,2023-12-18,2027,EG005Z,EGS691S1C011,B2989Q,Talaat Moustafa Group,EG,EGP,35101010.0,765565736.0,148529.0,2063562286.0,0.4874,0.4874,1.0,724229392.5393815,1485903554.6560967,0.49,SMALL Cap Index,0.0005350239311638587,739902951.0
311,2023-12-18,2027,TH80EW,TH7923010006,BF1G27,THONBURI HEALTHCARE GROUP,TH,THB,20101010.0,545876750.0,302482.0,849080000.0,0.5279,0.5279,0.7577193,593771528.8286408,1484428753.5281043,0.4,SMALL Cap Index,0.0003928992556826292,543353861.0
312,2023-12-18,2027,IN81V9,INE684F01012,B1KKXG,FIRSTSOURCE SOLUTIONS,IN,INR,50205020.0,719299688.0,34371.0,697067426.0,0.4522,0.4525,1.0,671363813.504438,1483676935.92141,0.45,SMALL Cap Index,0.0005179016486148903,716223959.0
313,2023-12-18,2027,CN4CN2,KYG3413F1046,BMDKML,FENBI,CN,HKD,40201010.0,580153855.0,360583.0,2253657730.0,0.3349,0.4038,1.0,598894891.743787,1483147329.7270606,0.4,SMALL Cap Index,0.0004224286026002581,584191008.0
314,2023-12-18,2027,IN316F,INE615H01020,BWZ1HS,TITAGARH RAIL SYSTEMS,IN,INR,50206015.0,919811748.0,150142.0,127171089.0,0.5503,0.5662,1.0,839421467.2260638,1482552926.9269936,0.5700000000000001,SMALL Cap Index,0.0006678159551170824,923545597.0
315,2023-12-18,2027,IN139I,INE483C01032,B1LGZV,TANLA PLATFORMS,IN,INR,10101020.0,1106849048.0,34066.0,134400357.0,0.6256,0.6256,1.0,924554884.970835,1477869061.654148,0.63,SMALL Cap Index,0.0008023251148612671,1109562929.0
316,2023-12-18,2027,KR22YD,KR7006110001,677087,SAM-A ALUMINIUM,KR,KRW,55102035.0,552221305.0,25402.0,14711916.0,0.418,0.418,1.0,616804141.0801148,1475607993.014629,0.42,SMALL Cap Index,0.00040162257096523643,555417633.0
317,2023-12-18,2027,BR1159,BRSTBPACNOR3,283554,SANTOS BRASIL PARTICIPACOES ON,BR,BRL,50206060.0,945182444.0,289578.0,864170369.0,0.5967,0.5967,1.0,880279873.2565006,1475246980.4868453,0.6,SMALL Cap Index,0.0006793247909935087,939461561.0
318,2023-12-18,2027,TW03ZR,TW0002458007,624151,Elan Microeltr,TW,TWD,10102010.0,1524180808.0,14435.0,303880391.0,1.0,1.0,1.0,1473684272.434722,1473684272.434722,1.0,SMALL Cap Index,0.0010833275256270723,1498170804.0
319,2023-12-18,2027,KR62ZI,KR7145020004,BZ1G17,HUGEL,KR,KRW,20103010.0,800625713.0,287119.0,12385455.0,0.5678,0.5678,1.0,830729833.0410554,1463067687.6383507,0.5700000000000001,SMALL Cap Index,0.0005883209471354475,813609223.0
320,2023-12-18,2027,HK20QT,KYG4102M1033,BKWGV1,GREENTOWN MANAGEMENT HOLDINGS,CN,HKD,35101015.0,399858939.0,327394.0,2010000000.0,0.2872,0.2872,1.0,419818956.51352537,1461765168.91896,0.29,SMALL Cap Index,0.0002941741694460204,406823552.0
321,2023-12-18,2027,IN711E,INE520A01027,BFYZ6V,ZENSAR TECHNOLOGIES,IN,INR,10101015.0,897623634.0,5313.0,226487791.0,0.5368,0.5369,1.0,784780300.5952277,1461688024.949204,0.54,SMALL Cap Index,0.0006296441904686698,870756554.0
322,2023-12-18,2027,TW07HD,TW0005522007,620368,Farglory,TW,TWD,35101010.0,494512189.0,14191.0,781596241.0,0.3499,0.3499,1.0,511244196.2946811,1461115165.174853,0.35,SMALL Cap Index,0.00036655685261952227,506924048.0
323,2023-12-18,2027,ET011,TRETAVH00018,B1RMFT,TAV HAVALIMANLARI,TR,TRY,50206060.0,677464076.0,34247.0,363281250.0,0.4882,0.4882,1.0,713055116.9958713,1460579920.10625,0.49,SMALL Cap Index,0.0005116108378815069,707524181.0
324,2023-12-18,2027,BR16EN,BRRRRPACNOR5,BLF7QT,3R PETROLEUM OLEO E GAS ON,BR,BRL,60101010.0,1296825245.0,331641.0,239984927.0,1.0,1.0,1.0,1458709682.8501575,1458709682.8501575,1.0,SMALL Cap Index,0.0009246169271294379,1278684472.0
325,2023-12-18,2027,BR16CL,BRINTBACNOR9,BMZ2WR,INTELBRAS TELECOMUNICACOES ON,BR,BRL,50202020.0,411809206.0,335147.0,327611110.0,0.2821,0.2821,1.0,410354399.6640109,1454641615.2570395,0.28,SMALL Cap Index,0.00029431800708066614,407022470.0
326,2023-12-18,2027,IN01NT,INE885A01032,B8BGVX,AMARA RAJA ENERGY & MOBILITY,IN,INR,50202010.0,880461469.0,4725.0,170812500.0,0.4083,0.5483,1.0,796925459.0712734,1453447855.3187551,0.55,SMALL Cap Index,0.0006240483599618604,863017888.0
327,2023-12-18,2027,ID00XS,ID1000060403,666667,PABRIK KERTAS TJIWIKIMIA,ID,IDR,55101015.0,545793265.0,35228.0,3113223570.0,0.4033,0.4033,1.0,584962940.101864,1450441210.269933,0.4,SMALL Cap Index,0.00040266213227321406,556855278.0
328,2023-12-18,2027,ID20IF,ID1000110802,B2RJPM,BUMI SERPONG DAMAI,ID,IDR,35101010.0,489973890.0,152246.0,21171365812.0,0.3791,0.3489,1.0,504902685.0351715,1447127214.2022686,0.35,SMALL Cap Index,0.00036007735830359956,497963333.0
329,2023-12-18,2027,TW106W,TW0003406005,B059SR,Genius Elec,TW,TWD,10102015.0,1417974575.0,24488.0,112743063.0,0.9154,0.934,1.0,1348297832.515417,1443573696.483316,0.93,SMALL Cap Index,0.0010433183627870807,1442840760.0
330,2023-12-18,2027,BR1137,BRSIMHACNOR0,BMC430,SIMPAR ON,BR,BRL,50206060.0,586211280.0,230805.0,838407909.0,0.363,0.363,1.0,523252263.5423668,1441466290.750322,0.36,SMALL Cap Index,0.000418299270527646,578480413.0
331,2023-12-18,2027,BR02LP,BRCSMGACNOR5,B0YBZJ,CPAD.SANMT.DE MINASGR.ON,BR,BRL,65102030.0,796258781.0,29071.0,380253069.0,0.4997,0.4997,1.0,720020150.2958962,1440904843.4978912,0.5,SMALL Cap Index,0.0005531597680009893,764983622.0
332,2023-12-18,2027,IN70S4,INE019C01026,B032MC,HIMADRI CHEMS.& INDS.,IN,INR,55201000.0,911288304.0,5176.0,438995659.0,0.5841,0.5857,1.0,842021826.9542886,1437633305.3684285,0.59,SMALL Cap Index,0.000652031410005689,901716608.0
333,2023-12-18,2027,MY233S,MYL3255OO006,639780,HEINEKEN MALAYSIA BHD,MY,MYR,45101010.0,718381150.0,40781.0,302098000.0,0.49,0.49,1.0,703364990.0840936,1435438755.2736604,0.49,SMALL Cap Index,0.0005303239255644016,733403152.0
334,2023-12-18,2027,IN01Z5,INE203A01020,B170D8,ASTRAZENECA PHARMA INDIA,IN,INR,20103015.0,349831103.0,5504.0,25000000.0,0.25,0.25,1.0,358217547.0535625,1432870188.21425,0.25,SMALL Cap Index,0.00025143133084640695,347713014.0
335,2023-12-18,2027,TH21W9,TH0083B10Z02,BF5DGM,THANACHART CAPITAL,TH,THB,30201020.0,466872249.0,40251.0,1048603787.0,0.8031,0.8028,0.3961136,455004202.223272,1430830833.2404628,0.32,SMALL Cap Index,0.0003338593732976439,461705582.0
336,2023-12-18,2027,CN8AIZ,KYG8972T1067,634546,TG SMART ENERGY,CN,HKD,65102020.0,452490411.0,8506.0,3354500581.0,0.3276,0.3276,1.0,467135706.0533289,1425933168.660955,0.33,SMALL Cap Index,0.00033091503388037473,457633754.0
337,2023-12-18,2027,KY11BV,KYG6485S1021,BKPS6M,NEW HORIZON HEALTH,CN,HKD,20102015.0,804597782.0,335723.0,457601463.0,0.6456,0.6433,1.0,915883943.494229,1423727566.4452496,0.64,SMALL Cap Index,0.0006139182403313272,849008598.0
338,2023-12-18,2027,BR16HQ,BRVIVAACNOR0,BKTPCJ,VIVARA PARTICIPACOES ON,BR,BRL,40204030.0,968132670.0,319881.0,236197769.0,0.5014,0.6059,1.0,862630729.1979594,1423717988.4435706,0.61,SMALL Cap Index,0.000700792008046727,969149312.0
339,2023-12-18,2027,HK51MT,KYG548721177,BV9FKS,LIFETECH SCIENTIFIC,CN,HKD,20102010.0,1135265821.0,258308.0,4630030400.0,0.8311,0.8311,1.0,1182446724.781195,1422749037.1570148,0.8300000000000001,SMALL Cap Index,0.0008235887604230604,1138969154.0
340,2023-12-18,2027,IN08GT,INE074A01025,B0FHS8,PRAJ INDUSTRIES,IN,INR,50101015.0,846753586.0,4920.0,183713088.0,0.6717,0.6717,1.0,951908481.6089042,1417163140.7010634,0.67,SMALL Cap Index,0.0005830254606124702,806285913.0
341,2023-12-18,2027,KR04N2,KR7026960005,660599,Dong suh,KR,KRW,45102020.0,708281976.0,19791.0,99700000.0,0.5078,0.5078,1.0,719312828.8329158,1416527823.6174,0.51,SMALL Cap Index,0.0005110720472862558,706779069.0
342,2023-12-18,2027,HK01SU,HK1883037637,B1VKZ8,CITIC TELECOM INT L HOLDINGS,CN,HKD,15102015.0,634594571.0,73314.0,3699394382.0,0.4244,0.4245,1.0,601191361.6810871,1416234067.5643983,0.42,SMALL Cap Index,0.00045983472639902616,635921220.0
343,2023-12-18,2027,PH1018,PHY716171079,B725S2,PUREGOLD PRICE CLUB,PH,PHP,45201010.0,505214377.0,255797.0,2884232615.0,0.3749,0.3749,1.0,530029248.5551547,1413788339.7043335,0.37,SMALL Cap Index,0.00036590637920687384,506024486.0
344,2023-12-18,2027,MY70B2,MYQ0097OO004,B0KLDR,VITROX,MY,MYR,10102010.0,660011199.0,26788.0,939703600.0,0.4579,0.4579,1.0,646425939.1684405,1411718583.0278237,0.46,SMALL Cap Index,0.0004803200725200363,664251108.0
345,2023-12-18,2027,ID80JM,ID1000143100,BFZ8G2,MEDIKALOKA HERMINA,ID,IDR,20101010.0,904995928.0,306333.0,14865000000.0,0.6431,0.6431,1.0,906176357.71362,1409075350.2,0.64,SMALL Cap Index,0.000659985999693433,912717283.0
346,2023-12-18,2027,TW019Z,TW0001319002,689884,Tong Yang Ind,TW,TWD,40101025.0,1221800379.0,2424.0,591477068.0,0.8164,0.8164,1.0,1150013615.6158547,1408639901.5382836,0.8200000000000001,SMALL Cap Index,0.0009512766749838863,1315553152.0
347,2023-12-18,2027,IN11GN,INE825A01020,BMFCZG,Vardhaman Tex,IN,INR,55101020.0,567582030.0,5268.0,289142550.0,0.4111,0.4089,1.0,575104541.5978074,1406467453.1616714,0.41,SMALL Cap Index,0.00041376885288209856,572215143.0
348,2023-12-18,2027,TW1998,TW0001808004,649281,RUN LONG CONSTRUCTION,TW,TWD,50101010.0,669544041.0,2321.0,451025900.0,0.4929,0.4656,1.0,653386049.5692888,1403320553.1986444,0.47,SMALL Cap Index,0.0004579327763344018,633290948.0
349,2023-12-18,2027,BR02PT,BRDASAACNOR1,B03WBK,DIAGNOSTICOS DA AMERICA ON,BR,BRL,20102020.0,547201738.0,21744.0,752799844.0,0.3082,0.3822,1.0,536091580.3986322,1402646730.504009,0.38,SMALL Cap Index,0.00040807424400307975,564339873.0
350,2023-12-18,2027,ZA20Q1,ZAE000145892,B4K90R,LIFE HEALTHCARE GP.HDG.,ZA,ZAR,20101010.0,1071240783.0,234405.0,1467349162.0,0.7699,0.7499,1.0,1051009533.2653812,1401532915.4092293,0.75,SMALL Cap Index,0.0007751164356551338,1071935113.0
351,2023-12-18,2027,TW10D3,TW0002809001,657515,Kings Town Bank,TW,TWD,30101010.0,1220918987.0,41414.0,1111234265.0,0.8641,0.8641,1.0,1211030247.9344194,1401493169.6961224,0.86,SMALL Cap Index,0.0008880201064132706,1228073473.0
352,2023-12-18,2027,PL701I,PLBNFTS00018,B4XY9X,BENEFIT SYSTEMS,PL,PLN,50205020.0,1030370783.0,250840.0,2933542.0,0.6707,0.6707,1.0,939326894.328141,1400517212.357449,0.67,SMALL Cap Index,0.0007509729447011052,1038546251.0
353,2023-12-18,2027,QA21BE,QA000A0Q6LH4,B39HD7,GULF INTERNATIONAL SVS,QA,QAR,60101030.0,486565531.0,169094.0,1858408690.0,0.5698,0.5725,0.628821,503469477.0976553,1398526237.863375,0.36,SMALL Cap Index,0.0003518384601008392,486569478.0
354,2023-12-18,2027,ZA215H,ZAE000049433,604095,AVI,ZA,ZAR,45102020.0,1181865157.0,47888.0,338191889.0,0.7993,0.7993,1.0,1117358110.0194972,1397920818.2403316,0.8,SMALL Cap Index,0.000896169702471222,1239343829.0
355,2023-12-18,2027,BR03DI,BRGOAUACNPR8,264886,METALURGICA GERDAU PN,BR,BRL,55102010.0,1454676739.0,27636.0,668729603.0,1.0,1.0,1.0,1393788687.648828,1393788687.648828,1.0,SMALL Cap Index,0.001023751362527439,1415780884.0
356,2023-12-18,2027,MY10QB,MYL5273OO007,BYXBL7,CHIN HIN GROUP,MY,MYR,50101035.0,440044862.0,288560.0,1770163992.0,0.3418,0.3432,1.0,475896868.1887916,1386645886.3309777,0.34,SMALL Cap Index,0.00032261816980068967,446159736.0
357,2023-12-18,2027,CN0OCZ,CNE100000312,B0PH5N,Dongfeng Group 'H',CN,HKD,40101020.0,1154534907.0,28248.0,2760662000.0,0.8495,0.9342,1.0,1294411561.7034428,1385582917.6872647,0.93,SMALL Cap Index,0.0008453345872390522,1169042204.0
358,2023-12-18,2027,KR12N1,KR7009420001,B13G6L,Han All Biopharm,KR,KRW,20103015.0,874617967.0,25230.0,52240638.0,0.6351,0.6351,1.0,878231032.8368332,1382823229.1557758,0.64,SMALL Cap Index,0.0006198849474563136,857260162.0
359,2023-12-18,2027,KW23DY,KW0EQ0500813,689029,NATIONAL INDUSTRIES GROUP HOLD,KW,KWD,30202000.0,1149621350.0,9359.0,2295183476.0,0.7821,0.7821,1.0,1081324946.5373757,1382591671.8288908,0.78,SMALL Cap Index,0.0008314511497806142,1149842322.0
360,2023-12-18,2027,ID12ZX,ID1000162001,BMV87R,BUKALAPAK COM,ID,IDR,10101020.0,730019219.0,343093.0,103080325417.0,0.5287,0.5287,1.0,730971417.6970736,1382582594.4714842,0.53,SMALL Cap Index,0.0005236997634948666,724242371.0
361,2023-12-18,2027,MX408V,MXCFTE0B0005,B87Y2V,TERRA '13',MX,MXN,35102020.0,1543038728.0,266076.0,772480755.0,1.0,1.0,1.0,1380743010.3134508,1380743010.3134508,1.0,SMALL Cap Index,0.0011183952390060865,1546667148.0
362,2023-12-18,2027,IN1129,INE193E01025,641506,Bajaj Elec,IN,INR,40202020.0,444797981.0,5305.0,115101953.0,0.5592,0.3178,1.0,438634497.6741672,1380221830.3151894,0.32,SMALL Cap Index,0.00032203670689658087,445355611.0
363,2023-12-18,2027,TR20UG,TRESMAR00026,BMZQD1,SMRT.GUNES ENERJISI TEKNOLOJIL,TR,TRY,60102020.0,319121434.0,353363.0,605880000.0,0.2497,0.2697,1.0,372097957.3952265,1379673553.5603504,0.27,SMALL Cap Index,0.0002454823056892666,339485903.0
364,2023-12-18,2027,CN2DAO,KYG5804A1076,BHHD4Q,MAOYAN ENTERTAINMENT,CN,HKD,10101020.0,405506414.0,314858.0,1145627414.0,0.3165,0.317,1.0,437082812.90508354,1378810135.347267,0.32,SMALL Cap Index,0.000293914857779917,406464941.0
365,2023-12-18,2027,TW306Y,KYG114741062,B5SG8Y,BIZLINK HOLDING,TW,TWD,10102030.0,1314351109.0,250810.0,163154222.0,0.9447,0.9453,1.0,1303349953.2064662,1378768595.373391,0.95,SMALL Cap Index,0.0009720425984231645,1344271060.0
366,2023-12-18,2027,QA208A,QA0006929770,627342,DOHA BANK,QA,QAR,30101010.0,1052020173.0,169095.0,3100467020.0,0.7584,0.7612,1.0,1043591660.5222392,1370982212.9824476,0.76,SMALL Cap Index,0.0007607219124604008,1052028433.0
367,2023-12-18,2027,KR82F0,KR7298050006,BD8318,HYOSUNG ADVANCED MATERIALS,KR,KRW,55101020.0,744711867.0,307586.0,4479948.0,0.5653,0.5653,1.0,774401975.5038877,1369895587.3056564,0.5700000000000001,SMALL Cap Index,0.0005353118624106016,740301141.0
368,2023-12-18,2027,IN902G,INE216P01012,BD102C,AAVAS FINANCIERS,IN,INR,30201025.0,976729216.0,309100.0,79085693.0,0.6579,0.6581,1.0,898832612.2034949,1365799441.1236815,0.66,SMALL Cap Index,0.0007007067892484368,969031460.0
