,Date,Index_Symbol,Index_Name,Index_ISIN,Index_Type,Index_Currency,Index_Close,Index_Component_Count,Index_Float,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,Instrument_Name,Country,Currency,Exchange,ICB,outNoShares_Review,Free_Float_Review,close_Review,Mcap_Units_Index_Currency,Weight,Cutoff,close_Cutoff,Free_Float_Cutoff,outNoShares_Cutoff,ADTV_3M_USD_Cutoff,Market_Cap_USD_Cutoff,Rank,Prev_Comp,New_Rank
91,2012-12-24,SWUSACGV,STOXX US All Cap,,Gross Return,USD,2513.82,2448,0.8845,1.39e+19,5519635075,URBN,US9170471026,2933438,URBN.OQ,Urban Outfitters Inc.,US,USD,NASDAQ,5371.0,165082428,0.7998,36.78,4856171015.0,0.001687336120379061,2010-11-30,37.805,0.811,168628271.0,157256639.7,6374991785.155,82,True,100.0
3101,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,AAPL,US0378331005,2046251,AAPL.OQ,Apple Inc.,US,USD,NASDAQ,9572.0,908497000,1.0,570.09,518000000000.0,0.1360681509101848,2013-11-29,556.07,1.0,908497000.0,6133800634.0,505187926790.00006,1,True,1.0
3103,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,MSFT,US5949181045,2588173,MSFT.OQ,Microsoft Corp.,US,USD,NASDAQ,9537.0,8402382031,1.0,36.62,308000000000.0,0.08090538702767744,2013-11-29,38.13,1.0,8402382031.0,1638811774.0,320382826842.03,2,True,2.0
3102,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,GOOG,US38259P5089,B020QX2,GOOG.OQ,Google Inc. Cl A,US,USD,NASDAQ,9535.0,276721703,1.0,1115.1,309000000000.0,0.08116806685568938,2013-11-29,1059.59,1.0,273938171.0,1730034668.0,290262146609.88995,3,True,3.0
3104,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,AMZN,US0231351067,2000019,AMZN.OQ,Amazon.com Inc.,US,USD,NASDAQ,5373.0,456883519,0.8118,402.92,149000000000.0,0.03913929437377903,2013-11-29,393.62,0.8118,456883519.0,925045266.7,179838490748.78,4,True,4.0
3106,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,QCOM,US7475251036,2714923,QCOM.OQ,Qualcomm Inc.,US,USD,NASDAQ,9576.0,1714274812,1.0,72.84,125000000000.0,0.032834978501492466,2013-11-29,73.58,1.0,1714274812.0,754170023.5,126136340666.95999,5,True,5.0
3105,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,INTC,US4581401001,2463247,INTC.OQ,Intel Corp.,US,USD,NASDAQ,9576.0,4946000000,1.0,25.32,125000000000.0,0.032834978501492466,2013-11-29,23.84,1.0,4946000000.0,764166288.4,117912640000.0,6,True,6.0
3108,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,GILD,US3755581036,2369174,GILD.OQ,Gilead Sciences Inc.,US,USD,NASDAQ,4573.0,1522392518,1.0,74.99,114000000000.0,0.029945500393361132,2013-11-29,74.81,1.0,1522392518.0,569856776.7,113890184271.58,7,True,7.0
3107,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,CSCO,US17275R1023,2198163,CSCO.OQ,Cisco Systems Inc.,US,USD,NASDAQ,9578.0,5344336014,1.0,21.57,115000000000.0,0.03020818022137307,2013-11-29,21.25,1.0,5344336014.0,943616335.4,113567140297.5,8,True,8.0
3109,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,CMCSA,US20030N1019,2044545,CMCSA.OQ,Comcast Corp. Cl A,US,USD,NASDAQ,5553.0,2133605012,1.0,50.99,109000000000.0,0.028632101253301432,2013-11-29,49.87,1.0,2133605012.0,467858731.1,106402881948.43999,9,True,9.0
3111,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,AMGN,US0311621009,2023607,AMGN.OQ,Amgen Inc.,US,USD,NASDAQ,4573.0,756000000,1.0,113.2,85579200000.0,0.022479929537399395,2013-11-29,114.08,1.0,756000000.0,350905197.9,86244480000.0,10,True,10.0
3110,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,US20PD,US30303M1027,B7TL820,FB.OQ,FACEBOOK CLASS A,US,USD,NASDAQ,9535.0,1874048211,1.0,57.77,108000000000.0,0.028369421425289493,2013-11-29,47.01,1.0,1817515157.0,3787422656.0,85441387530.56999,11,False,11.0
3114,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,IDPH,US09062X1037,2455965,BIIB.OQ,Biogen Idec Inc.,US,USD,NASDAQ,4573.0,236346955,1.0,281.61,66557665998.0,0.01748335625723077,2013-11-29,290.97,1.0,236346955.0,298651141.5,68769873496.35,12,True,12.0
3113,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,CELG,US1510201049,2182348,CELG.OQ,Celgene Corp.,US,USD,NASDAQ,4573.0,411276009,1.0,168.35,69238316115.0,0.018187508968924515,2013-11-29,161.77,1.0,411276009.0,429463983.7,66532119975.93001,13,True,13.0
3112,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,EBAY,US2786421030,2293819,EBAY.OQ,eBay Inc.,US,USD,NASDAQ,5377.0,1288759170,0.9058,55.3,64554900507.0,0.016957270162506644,2013-11-29,50.52,0.9058,1288759170.0,605982913.0,65108113268.4,14,True,14.0
3116,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,PCLN,US7415034039,2779063,PCLN.OQ,priceline.com Inc.,US,USD,NASDAQ,5759.0,51579912,1.0,1187.25,61238250522.0,0.01608605311487104,2013-11-29,1192.33,1.0,51579912.0,629275380.4,61500276474.96,15,True,15.0
3117,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,SBUX,US8552441094,2842255,SBUX.OQ,Starbucks Corp.,US,USD,NASDAQ,5757.0,753400000,1.0,78.32,59006288000.0,0.015499761583462985,2013-11-29,81.46,1.0,753400000.0,328047018.3,61371963999.99999,16,True,16.0
3115,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,KFT,US6092071058,B8CKK03,MDLZ.OQ,MONDELEZ,US,USD,NASDAQ,3577.0,1766106763,1.0,34.7,61283904676.0,0.01609804554019179,2013-11-29,33.53,1.0,1766106763.0,280127288.5,59217559763.39,17,True,17.0
3120,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,PCCW,US22160K1051,2701271,COST.OQ,Costco Wholesale Corp.,US,USD,NASDAQ,5373.0,436684233,1.0,118.69,51830051615.0,0.01361470904407816,2013-11-29,125.43,1.0,436684233.0,201282261.1,54773303345.19,18,True,18.0
3118,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ESRX,US30219G1085,B7QQYV9,ESRX.OQ,EXPRESS SCRIPTS HOLDING,US,USD,NASDAQ,4533.0,810750000,1.0,69.98,56736285000.0,0.014903477585836397,2013-11-29,67.35,1.0,810750000.0,326773643.0,54604012499.99999,19,True,19.0
3119,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,NWSA,US90130A1016,BBM4S68,FOXA.OQ,TWENTY-FIRST CENTURY FOX 'A',US,USD,NASDAQ,5553.0,1526737043,1.0,34.59,52809834317.0,0.013872078195728594,2013-11-29,33.49,1.0,1526737043.0,323805694.3,51130423570.07,20,True,20.0
3121,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,TXN,US8825081040,2885409,TXN.OQ,Texas Instruments Inc.,US,USD,NASDAQ,9576.0,1109154388,1.0,43.36,48092934264.0,0.012633043701057044,2013-11-29,43.0,1.0,1109154388.0,242484806.4,47693638684.0,21,True,21.0
3123,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,AUD,US0530151036,2065308,ADP.OQ,Automatic Data Processing Inc.,US,USD,NASDAQ,2795.0,481425397,1.0,79.94,38485146236.0,0.010109271594286831,2013-11-29,80.02,1.0,488698027.0,133509766.4,39105616120.54,22,True,22.0
3122,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,YHOO,US9843321061,2986539,YHOO.OQ,Yahoo! Inc.,US,USD,NASDAQ,9535.0,1020321185,0.9378,40.77,39011068341.0,0.010247420722375907,2013-11-29,36.98,0.9378,1020321185.0,644703291.0,37731477421.299995,23,True,23.0
3125,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,GMH,US25490A3095,B84LSN3,DTV.OQ,DIRECTV Group Inc.,US,USD,NASDAQ,5553.0,525442022,0.8816,66.67,30883523205.0,0.008112478563892151,2013-11-29,66.11,0.8816,548994971.0,215008709.3,36294057532.81,24,True,24.0
3124,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,VIANB,US92553P2011,B0SRLF4,VIAB.OQ,Viacom Inc. Cl B,US,USD,NASDAQ,5553.0,425777936,1.0,85.47,36391240190.0,0.00955924471425039,2013-11-29,80.17,1.0,425777936.0,243770201.8,34134617129.12,25,True,25.0
3126,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,US20MA,US50076Q1067,B8P0S06,KRFT.OQ,KRAFT FOODS GROUP,US,USD,NASDAQ,3577.0,595561660,1.0,53.95,32130551557.0,0.008440047756921523,2013-11-29,53.12,1.0,595561660.0,166406041.8,31636235379.199997,26,False,26.0
3127,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ADBE,US00724F1012,2008154,ADBE.OQ,Adobe Systems Inc.,US,USD,NASDAQ,9537.0,501936172,0.9494,59.47,28339726855.0,0.00744427457617675,2013-11-29,56.78,0.9389,501936172.0,208886455.0,28499935846.16,27,True,27.0
3131,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,REGN,US75886F1075,2730190,REGN.OQ,REGENERON PHARMS.,US,USD,NASDAQ,4573.0,96710115,0.8351,278.01,22452815162.0,0.005897901625138033,2013-11-29,293.86,0.8351,96710115.0,227090974.1,28419234393.9,28,True,28.0
3128,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,CTSH,US1924461023,2257019,CTSH.OQ,Cognizant Technology Solutions,US,USD,NASDAQ,9533.0,301781902,1.0,98.64,29767766813.0,0.007819391866738369,2013-11-29,93.89,1.0,301781902.0,175421054.9,28334302778.78,29,True,29.0
3130,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,US014R,US90130A2006,BBM4S80,FOX.OQ,TWENTY-FIRST CENTURY FOX 'B',US,USD,NASDAQ,5553.0,798520953,0.5456,33.92,14778029244.0,0.003881890180169336,2013-11-29,33.03,0.5456,798520953.0,49294903.98,26375147077.59,30,True,30.0
3132,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ALXN,US0153511094,2036070,ALXN.OQ,Alexion Pharmaceuticals Inc.,US,USD,NASDAQ,4573.0,195209249,1.0,130.9,25552890694.0,0.006712228932707816,2013-11-29,124.5,1.0,195209249.0,112453025.8,24303551500.5,31,True,31.0
3137,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,US008U,US82968B1035,BGLDK10,SIRI.OQ,SIRIUS XM HOLDINGS,US,USD,NASDAQ,5553.0,6135513195,0.4704,3.52,10159231832.0,0.0026686252703631837,2013-11-29,3.77,0.4841,6209264140.0,178165107.8,23408925807.8,32,True,32.0
3133,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,CMCSK,US20030N2009,2089687,CMCSK.OQ,COMCAST SPECIAL 'A',US,USD,NASDAQ,5553.0,469858896,1.0,49.07,23055976027.0,0.006056339817419766,2013-11-29,48.15,1.0,481862157.0,80303629.34,23201662859.55,33,True,33.0
3138,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,INTU,US4612021034,2459020,INTU.OQ,Intuit Inc.,US,USD,NASDAQ,9537.0,282712839,1.0,76.32,21576643872.0,0.005667749101371834,2013-11-29,74.23,1.0,296925259.0,143964470.6,22040761975.57,34,True,34.0
3135,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,MU,US5951121038,2588184,MU.OQ,Micron Technology Inc.,US,USD,NASDAQ,9576.0,1030104505,1.0,21.49,22136945812.0,0.00581492911860579,2013-11-29,21.1,1.0,1030104505.0,806945809.6,21735205055.5,35,True,35.0
3134,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,NFLX,US64110L1061,2857817,NFLX.OQ,Netflix Inc.,US,USD,NASDAQ,5379.0,58922493,0.9013,380.58,20211402286.0,0.005309127676366606,2013-11-29,365.8,0.9013,58922493.0,1141152183.0,21553847939.4,36,False,36.0
3139,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,WFMI,US9668371068,2963899,WFM.OQ,Whole Foods Market Inc.,US,USD,NASDAQ,5337.0,369334800,1.0,57.95,21402951660.0,0.005622123660996661,2013-11-29,56.6,1.0,369334800.0,162464227.3,20904349680.0,37,True,37.0
3140,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,AMAT,US0382221051,2046552,AMAT.OQ,Applied Materials Inc.,US,USD,NASDAQ,9576.0,1199516361,1.0,17.51,21003531481.0,0.005517204037072442,2013-11-29,17.3,1.0,1199516361.0,216334284.1,20751633045.3,38,True,38.0
3141,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,PCAR,US6937181088,2665861,PCAR.OQ,Paccar Inc.,US,USD,NASDAQ,2753.0,353030892,1.0,57.83,20415776484.0,0.005362812655547324,2013-11-29,57.31,1.0,353030892.0,76897357.71,20232200420.52,39,True,39.0
3145,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,CERN,US1567821046,2185284,CERN.OQ,Cerner Corp.,US,USD,NASDAQ,9537.0,342355894,0.9251,55.31,17517420230.0,0.004601472933229274,2013-11-29,57.47,0.9251,342355894.0,78127684.12,19675193228.18,40,True,40.0
3174,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ATVI,US00507V1098,2575818,ATVI.OQ,Activision Blizzard Inc.,US,USD,NASDAQ,3747.0,695432548,0.6334,18.15,7994838613.0,0.002100082831846055,2013-11-29,17.21,0.3912,1111086287.0,130226346.6,19121794999.27,41,True,41.0
3144,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,LBTYA,GB00B8W67662,B8W6766,LBTYA.OQ,LIBERTY GLOBAL 'A',US,USD,NASDAQ,5553.0,221609458,1.0,86.51,19171434212.0,0.005035949041550377,2013-11-29,85.81,0.9437,215265928.0,152888109.1,18471969281.68,42,True,42.0
3143,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,WDC,US9581021055,2954699,WDC.OQ,Western Digital Corp.,US,USD,NASDAQ,9572.0,236383177,0.9039,82.63,17655283857.0,0.0046376869270587364,2013-11-29,75.04,0.9039,236383177.0,143051873.3,17738193602.08,43,True,43.0
3142,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,STX,IE00B58JVZ52,B58JVZ5,STX.OQ,Seagate Technology Inc.,US,USD,NASDAQ,9572.0,358861313,0.8802,56.01,17691863449.0,0.004647295647994043,2013-11-29,49.04,0.8802,358861313.0,168619077.5,17598558789.52,44,True,44.0
3159,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,US301Q,US5312291025,B7KYMP9,LMCA.OQ,LIBERTY MEDIA CORPORATION,US,USD,NASDAQ,5553.0,104364879,1.0,145.26,15160042324.0,0.003982237310322047,2013-11-29,153.46,0.9397,111247928.0,96991474.0,17072107030.880001,45,False,45.0
3153,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,MYL,US6285301072,2613804,MYL.OQ,Mylan Inc.,US,USD,NASDAQ,4577.0,382710089,1.0,42.72,16349375002.0,0.0042946510136280674,2013-11-29,44.13,1.0,382710089.0,171859577.2,16888996227.570002,46,True,46.0
3154,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ROST,US7782961038,2746711,ROST.OQ,Ross Stores Inc.,US,USD,NASDAQ,5371.0,220018890,1.0,73.95,16270396916.0,0.004273905063580875,2013-11-29,76.46,1.0,220018890.0,110017855.4,16822644329.399998,47,True,47.0
3146,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,WYNN,US9831341071,2963811,WYNN.OQ,Wynn Resorts Ltd.,US,USD,NASDAQ,5752.0,100527776,0.8049,185.15,14981376498.0,0.003935305401876756,2013-11-29,165.87,0.8049,100527776.0,190672848.5,16674542205.12,48,True,48.0
3150,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,SNDK,US80004C1018,2765802,SNDK.OQ,SanDisk Corp.,US,USD,NASDAQ,9576.0,240389588,1.0,70.26,16889772453.0,0.0044366025231148375,2013-11-29,68.15,1.0,240389588.0,270378741.0,16382550422.2,49,True,49.0
3149,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,VRTX,US92532F1003,2931034,VRTX.OQ,Vertex Pharmaceuticals Inc.,US,USD,NASDAQ,4573.0,232812301,1.0,73.48,17107047877.0,0.004493676394122379,2013-11-29,69.42,1.0,232812301.0,190690220.1,16161829935.42,50,True,50.0
3152,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,PAYX,US7043261079,2674458,PAYX.OQ,Paychex Inc.,US,USD,NASDAQ,2795.0,363672900,0.8911,45.48,14738654536.0,0.003871547238643876,2013-11-29,43.73,0.8911,363672900.0,83436671.18,15903415916.999998,51,True,51.0
3156,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,MAT,US5770811025,2572303,MAT.OQ,Mattel Inc.,US,USD,NASDAQ,3747.0,343132723,1.0,45.97,15773811276.0,0.004143462033072476,2013-11-29,46.27,1.0,343132723.0,101950623.6,15876751093.210001,52,True,52.0
3155,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,SYMC,US8715031089,2861078,SYMC.OQ,Symantec Corp.,US,USD,NASDAQ,9537.0,693902080,1.0,22.89,15883418611.0,0.004172253668979123,2013-11-29,22.49,1.0,693902080.0,179061641.7,15605857779.199999,53,True,53.0
3148,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,US10YL,US88160R1014,B616C79,TSLA.OQ,TESLA MOTORS,US,USD,NASDAQ,3353.0,121449647,0.5779,143.55,10075164556.0,0.002646542492762071,2013-11-29,127.28,0.5779,121449647.0,1866840630.0,15458111070.16,54,False,54.0
3161,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,CA,US12673P1057,2214832,CA.OQ,CA Inc.,US,USD,NASDAQ,9537.0,451274478,0.7212,33.07,10762934207.0,0.002827205706398583,2013-11-29,33.0,0.7318,455923672.0,75980336.04,15045481176.0,55,True,55.0
3163,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,NTAP,US64110D1046,2630643,NTAP.OQ,NetApp Inc.,US,USD,NASDAQ,9572.0,363314960,1.0,40.38,14670658085.0,0.0038536859425897735,2013-11-29,41.25,1.0,363314960.0,201840962.2,14986742100.0,56,True,56.0
3165,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ISRG,US46120E6023,2871301,ISRG.OQ,Intuitive Surgical Inc.,US,USD,NASDAQ,4535.0,38064183,1.0,371.21,14129805371.0,0.0037116148446964627,2013-11-29,376.9,1.0,39709905.0,186644505.8,14966663194.5,57,True,57.0
3157,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ADI,US0326541051,2032067,ADI.OQ,Analog Devices Inc.,US,USD,NASDAQ,9576.0,310692734,1.0,50.62,15727266195.0,0.004131235579200594,2013-11-29,48.22,1.0,305984586.0,89676101.39,14754576736.92,58,True,58.0
3158,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,FISV,US3377381088,2342034,FISV.OQ,Fiserv Inc.,US,USD,NASDAQ,2795.0,260180812,1.0,58.39,15191957613.0,0.003990620812947519,2013-11-29,109.89,1.0,130090406.0,48950018.99,14295634715.34,59,True,59.0
3164,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,MARA,US5719032022,2210614,MAR.OQ,Marriott International Inc. Cl,US,USD,NASDAQ,5753.0,303181480,0.7605,48.28,11131896210.0,0.002924124581889564,2013-11-29,47.02,0.7605,303181480.0,106200045.4,14255593189.6,60,False,60.0
3160,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,BRCM,US1113201073,2235822,BRCM.OQ,Broadcom Corp.,US,USD,NASDAQ,9576.0,518000000,1.0,29.03,15037540000.0,0.003950058420922664,2013-11-29,26.69,1.0,529000000.0,242853225.9,14119010000.0,61,True,61.0
3168,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,US50H8,US16117M3051,B4XT1S6,CHTR.OQ,CHARTER COMMS.CL.A,US,USD,NASDAQ,5553.0,104132810,0.7,131.4,9578135864.0,0.002515983081430512,2013-11-29,135.1,0.69,104132810.0,91587161.55,14068342631.0,62,True,62.0
3167,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,LINTA,US53071M1045,B144703,LINTA.OQ,LIBERTY INTERACTIVE CORP.,US,USD,NASDAQ,5553.0,479504070,1.0,28.85,13833692420.0,0.0036338319456556746,2013-11-29,28.08,1.0,491514108.0,61737707.53,13801716152.64,63,True,63.0
3169,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,FAST,US3119001044,2332262,FAST.OQ,Fastenal Co.,US,USD,NASDAQ,2797.0,294861424,1.0,46.14,13604906103.0,0.0035737343952546297,2013-11-29,46.53,1.0,294861424.0,90315682.05,13719902058.720001,64,True,64.0
3166,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ORLY,US67103H1077,B65LWX6,ORLY.OQ,O'Reilly Automotive Inc.,US,USD,NASDAQ,5379.0,108554704,1.0,128.25,13922140788.0,0.0036570655477498513,2013-11-29,124.96,1.0,108554704.0,87213014.45,13564995811.84,65,True,65.0
3171,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,LBTYK,GB00B8W67B19,B8W67B1,LBTYK.OQ,LIBERTY GLOBAL 'C',US,USD,NASDAQ,5553.0,166384848,0.9211,81.55,12498115159.0,0.003283002740439537,2013-11-29,81.45,0.774,163232129.0,62946323.53,13295256907.050001,66,False,66.0
3172,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,IVGN,US53217V1098,2397186,LIFE.OQ,Life Technologies Corp.,US,USD,NASDAQ,4573.0,172057029,1.0,75.74,13031599376.0,0.0034231382828081814,2013-11-29,75.7,1.0,172057029.0,90739786.27,13024717095.300001,67,True,67.0
3173,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,DISCA,US25470F1049,B3D7K31,DISCA.OQ,Discovery Communications Inc.,US,USD,NASDAQ,5553.0,147220400,1.0,88.42,13017227768.0,0.0034193631512904866,2013-11-29,87.27,1.0,147220400.0,101383500.1,12847924308.0,68,True,68.0
3175,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,DLTR,US2567461080,2272476,DLTR.OQ,Dollar Tree Inc.,US,USD,NASDAQ,5379.0,223833735,1.0,55.99,12532450823.0,0.003292022026753733,2013-11-29,55.65,1.0,223833735.0,97929527.42,12456347352.75,69,True,69.0
3170,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,ILMN,US4523271090,2613990,ILMN.OQ,Illumina Inc.,US,USD,NASDAQ,4573.0,126396050,1.0,107.38,13572407849.0,0.003565197759483221,2013-11-29,98.0,1.0,125120781.0,94284658.25,12261836538.0,70,False,70.0
3177,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,XLNX,US9839191015,2985677,XLNX.OQ,Xilinx Inc.,US,USD,NASDAQ,9576.0,266297580,1.0,45.14,12020672761.0,0.003157588253447289,2013-11-29,44.43,1.0,266297580.0,138517783.3,11831601479.4,71,True,71.0
3176,2013-12-23,SWUSACGV,STOXX US All Cap,,Gross Return,USD,3929.72,2393,0.8974,2.01e+19,5104481717,DISH,US25470M1099,2303581,DISH.OQ,DISH Network Corp. Cl A,US,USD,NASDAQ,5553.0,218230414,1.0,56.6,12351841432.0,0.0032445795829885117,2013-11-29,54.16,1.0,218230414.0,119175844.2,11819359222.24,72,False,72.0
