,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Capfactor,Mcap_Units_Index_Currency,Weight,Mcap_Units_Index_Currency_Open,SEDOL
33252,2023-12-18,2034,IN06FQ,INE220B01022,KALPATARU PROJECTS INT,IN,INR,50101015.0,1.0,826601893.0,0.0005996967453972415,831698312.0,B02N266
33253,2023-12-18,2034,TR30M9,TRECWEN00012,CW ENJ.MUHENDISLIK TIVSNY.A S,TR,TRY,60102020.0,1.0,254683765.0,0.00019878253547009247,275684503.0,BP6LNW4
33254,2023-12-18,2034,IN01V1,INE200A01026,GE T&D INDIA,IN,INR,50205010.0,1.0,362132536.0,0.00026804384732042854,371740579.0,6139890
33255,2023-12-18,2034,IN04PY,INE113A01013,GUJ.NARMADA VLY.FCM.,IN,INR,55201015.0,1.0,814558196.0,0.0005940595975283645,823880350.0,6101048
33256,2023-12-18,2034,IN11KR,INE690A01028,TTK Prestige Ltd,IN,INR,40202020.0,1.0,494283288.0,0.00035562823063608416,493208278.0,BMG4WZ8
33257,2023-12-18,2034,CN4D5L,KYG8438D1097,STAR CM HOLDINGS,CN,HKD,40301010.0,1.0,185857368.0,0.00013610354075957337,188757211.0,BQZDJ20
33258,2023-12-18,2034,IN30U2,INE00LO01017,CRAFTSMAN AUTOMATION,IN,INR,40101025.0,1.0,608848143.0,0.0004375645868681717,606842927.0,BYWFSG2
33259,2023-12-18,2034,ID0140,ID1000122500,PAKUWON JATI,ID,IDR,35101010.0,1.0,415742888.0,0.0002960836856377259,410628044.0,B4KWQ72
33260,2023-12-18,2034,MY30H4,MYQ0138OO006,MY EG SERVICES,MY,MYR,10101010.0,1.0,961516103.0,0.0006967882233616399,966351066.0,B1KL2D6
33261,2023-12-18,2034,IN09T7,INE087H01022,SHREE RENUKA SUGARS,IN,INR,45102035.0,1.0,369790859.0,0.000254751643288568,353306089.0,B0LNXC0
33262,2023-12-18,2034,SA22Y4,SA000A0MWH44,UNITED INTLTRSP,SA,SAR,40201040.0,0.49,676681834.0,0.0004758565924567353,659948762.0,B2493D0
33263,2023-12-18,2034,TW05F9,TW0002889003,IBF Financial Holdings,TW,TWD,30202015.0,1.0,1179782345.0,0.0008451371509066932,1172090973.0,6518392
33264,2023-12-18,2034,KR637R,KR7000250001,SAM CHUN DANG PHARM.,KR,KRW,20103015.0,1.0,758117595.0,0.0005453456366700605,756320672.0,6510279
33265,2023-12-18,2034,424894,GRS245213004,LAMDA DEVELOPMENT,GR,EUR,35101010.0,1.0,597112954.0,0.00043955205023373217,609599270.0,4248947
33266,2023-12-18,2034,PH20FN,PHY6350R1069,NICKEL ASIA,PH,PHP,55102050.0,1.0,341353254.0,0.0002513944631429192,348650134.0,B5BNBK9
33267,2023-12-18,2034,IN30V3,INE205B01023,ELECON ENGINEERING,IN,INR,50204000.0,1.0,551222130.0,0.00039893847733729176,553273735.0,B1FVBW3
33268,2023-12-18,2034,MY23F4,MYL2836OO004,CARLSBERG BREWERY MAL.,MY,MYR,45101010.0,1.0,613609976.0,0.0004437364191528781,615402424.0,B09FGC9
33269,2023-12-18,2034,KY115P,KYG4783B1032,InnoCare Pharma Ltd,CN,HKD,20103010.0,1.0,840797972.0,0.0005908094256499123,819372801.0,BK8K0W3
33270,2023-12-18,2034,BR026A,BRBRAPACNPR2,Bradespar,BR,BRL,30202000.0,1.0,1191752872.0,0.000851279033624763,1180608934.0,B01SCS4
33271,2023-12-18,2034,KR82BW,KR7253450001,STUDIO DRAGON,KR,KRW,40301010.0,1.0,484125531.0,0.00034731941212048825,481685070.0,BDRY726
33272,2023-12-18,2034,BR209D,BRYDUQACNOR3,YDUQS PART,BR,BRL,40201010.0,1.0,1192210503.0,0.0008495921013545387,1178269387.0,BJGV3C2
33273,2023-12-18,2034,IN02RY,INE340A01012,Birla Crp,IN,INR,50101030.0,1.0,577377283.0,0.00041741194197627364,578893933.0,6152626
33274,2023-12-18,2034,KR18I2,KR7011210002,HYUNDAI WIA,KR,KRW,40101025.0,1.0,795283757.0,0.0005830607107545142,808626381.0,B3LF565
33275,2023-12-18,2034,IN30W4,INE063P01018,EQUITAS SMALL FINANCE BANK,IN,INR,30101010.0,0.49,708037210.0,0.0005192310234962076,720103234.0,BLB1VG1
33276,2023-12-18,2034,IN07P1,INE868B01028,NCC,IN,INR,50101010.0,1.0,980172353.0,0.0007214426632096577,1000543441.0,B0FXGP0
33277,2023-12-18,2034,TR404S,TRAEGEEN91H5,EGE ENDUSTRI VE TICARET,TR,TRY,40101025.0,1.0,513418056.0,0.0003906085226591665,541721214.0,B03MRX4
33278,2023-12-18,2034,MY90ZS,MYQ0208OO007,GREATECH TECHNOLOGY,MY,MYR,50204000.0,1.0,489123518.0,0.00035670439248746793,494700769.0,BK0Q1M6
33279,2023-12-18,2034,699076,CNE1000004S4,ZHEJIANG EXPRESSWAY 'H',CN,HKD,50206060.0,1.0,1076021938.0,0.0007705306287992076,1068621813.0,6990763
33280,2023-12-18,2034,CN1O4S,HK0000592854,SHOUCHENG HOLDINGS,CN,HKD,50206060.0,1.0,632046441.0,0.0004455589363761846,617930009.0,BLRBRR8
33281,2023-12-18,2034,IN20HO,INE094J01016,UTI ASSET MANAGEM,IN,INR,30202010.0,1.0,736495973.0,0.0004983343421318067,691122362.0,BLF7820
33282,2023-12-18,2034,KW24UG,KW0EQ0601694,HUMAN SOFT HOLDING,KW,KWD,40201010.0,1.0,939414712.0,0.0006774959161123402,939595244.0,B13BYX7
33283,2023-12-18,2034,IN08ZC,INE343B01030,Rajesh Expo,IN,INR,40204030.0,1.0,399113678.0,0.00027132098217304317,376285522.0,B0JJVB5
33284,2023-12-18,2034,KR160I,KR7086900008,Medy-Tox,KR,KRW,20103010.0,1.0,1070338302.0,0.000740821996244928,1027419956.0,B3L2NF1
33285,2023-12-18,2034,IN60W7,INE477A01020,CANFIN HOMES,IN,INR,30201025.0,1.0,781629655.0,0.0005634832473763988,781475086.0,BF0VND1
33286,2023-12-18,2034,IN30OW,INE930P01018,ANUPAM RASAYAN INDIA,IN,INR,55201000.0,1.0,281297861.0,0.00020475827221735272,283972042.0,BKY4QV0
33287,2023-12-18,2034,BR049F,BRODPVACNOR4,Odontoprev,BR,BRL,20101020.0,1.0,618901711.0,0.00043148639673171093,598413299.0,B1H6R62
33288,2023-12-18,2034,IN60MX,INE002S01010,MAHANAGAR GAS,IN,INR,65102020.0,1.0,678680725.0,0.0004859450790299272,673940129.0,BD04046
33289,2023-12-18,2034,TW8074,TW0009958009,CENTURY IOSTL.INDUSTRIAL,TW,TWD,55102010.0,1.0,1109331467.0,0.0007595954605647957,1053456213.0,B1LJ5C9
33290,2023-12-18,2034,KR06CT,KR7073240004,Kumho Tire,KR,KRW,40101015.0,1.0,483940053.0,0.00033325922191331685,462185487.0,B064SH8
33291,2023-12-18,2034,KR202F,KR7003230000,SAMYANGFOODS,KR,KRW,45102020.0,1.0,827710895.0,0.0005753719440238449,797963101.0,6771838
33292,2023-12-18,2034,IN027E,INE258A01016,BEML,IN,INR,50203000.0,1.0,592313420.0,0.0004282035367356281,593860416.0,6139704
33293,2023-12-18,2034,IN81M0,INE371P01015,AMBER ENTERPRISES INDIA,IN,INR,40202020.0,1.0,726735185.0,0.0005367947332750101,744461725.0,BDDX4S2
33294,2023-12-18,2034,IN80O1,INE602A01031,PCBL,IN,INR,55201020.0,1.0,628764845.0,0.0004648344106942166,644662486.0,BNHWKG5
33295,2023-12-18,2034,BR3038,BRCOGNACNOR2,COGNA EDUCACAO,BR,BRL,40201010.0,1.0,1330309816.0,0.000952175642390249,1320538890.0,BHNWPB7
33296,2023-12-18,2034,MY00K4,MYL4588OO009,UMW Holdings Bhd,MY,MYR,40101020.0,1.0,361955394.0,0.0002623004973191658,363775329.0,6910824
33297,2023-12-18,2034,IN81S6,INE619B01017,NEWGEN SOFTWARE TECHNOLOGIES,IN,INR,10101015.0,1.0,503469880.0,0.00036309114694639067,503558334.0,BG06NL1
33298,2023-12-18,2034,IN0AWB,INE228A01035,USHA MARTIN,IN,INR,55102010.0,1.0,659927038.0,0.00046587643006847665,646107626.0,6142854
33299,2023-12-18,2034,BR02X1,BRECORACNOR8,EcoRodovias Infr,BR,BRL,50206060.0,1.0,503182162.0,0.00035478700805058176,492041616.0,B5720R0
33300,2023-12-18,2034,SA279K,SA15HG50KL10,AL MASANE AL KOBRA MINING,SA,SAR,55102040.0,0.6404461,524052767.0,0.000369780908589147,512836129.0,BNNVLT6
33301,2023-12-18,2034,IN81R5,INE600K01018,GALAXY SURFACTANTS,IN,INR,55201020.0,1.0,375289115.0,0.00027008293936641836,374568524.0,B45SRY9
33302,2023-12-18,2034,KR05P5,KR7051600005,KEPCO Plant S&E,KR,KRW,50205010.0,1.0,610175121.0,0.00043839719001223596,607997635.0,B29ZGV2
33303,2023-12-18,2034,430508,TRAECZYT91Q5,ECZACIBASI YATIRIM,TR,TRY,30202000.0,1.0,181469674.0,0.00014012601430246207,194335838.0,B03MRR8
33304,2023-12-18,2034,KR05JZ,KR7042670000,HD HYUNDAI INFRACORE,KR,KRW,50204020.0,1.0,807765276.0,0.0005835369085756164,809286803.0,6211679
33305,2023-12-18,2034,BR02TX,BRDXCOACNOR8,Dexco,BR,BRL,50101035.0,1.0,694960724.0,0.0004946939642313547,686073650.0,BN7F4X9
33306,2023-12-18,2034,ID80EH,ID1000116601,HARUM ENERGY,ID,IDR,60101040.0,1.0,229597953.0,0.00016901707113270513,234403828.0,B4KDQG4
33307,2023-12-18,2034,MY303Q,MYL3867OO008,MALAYSIAN PACIFIC INDS.,MY,MYR,10102010.0,1.0,574978264.0,0.00040907068626873063,567325739.0,6556693
33308,2023-12-18,2034,KR30GU,KR7185750007,CHONG KUN DANG PHARM.,KR,KRW,20103015.0,1.0,774207445.0,0.0005485866555294717,760815527.0,BFZD2P7
33309,2023-12-18,2034,BR3049,BRGRNDACNOR3,GRENDENE,BR,BRL,40204025.0,1.0,280265100.0,0.00019909151800202697,276113020.0,B03L0B0
33310,2023-12-18,2034,TR80A2,TRESOKM00022,SOK MARKETLER TICARET,TR,TRY,45201010.0,1.0,586304248.0,0.00044777722324957644,621006473.0,BFZCT20
33311,2023-12-18,2034,IN50R1,INE306R01017,INTELLECT DESIGN ARENA,IN,INR,10101015.0,1.0,820326661.0,0.0005930566908344935,822489454.0,BRB3170
33312,2023-12-18,2034,PH04KU,PHY594811127,Megaworld Corp,PH,PHP,35101010.0,1.0,378097648.0,0.0002735890172263399,379430980.0,6563648
33313,2023-12-18,2034,KR00X8,KR7000080002,HITEJINRO,KR,KRW,45101015.0,1.0,616813917.0,0.0004431082396831691,614531224.0,B05R492
33314,2023-12-18,2034,IN113A,INE301A01014,Raymond Ltd,IN,INR,55101020.0,1.0,732018925.0,0.0005360295678504861,743400544.0,6143255
33315,2023-12-18,2034,KY117R,KYG9T20A1060,Weimob Inc,CN,HKD,10101020.0,1.0,854922464.0,0.0006262486946374909,868522276.0,BGHWHF4
33316,2023-12-18,2034,427764,TRADOHOL91Q8,DOGAN SIRKETLER GRUBU,TR,TRY,50203000.0,1.0,365682175.0,0.00027352986798591383,379348948.0,B03MRG7
33317,2023-12-18,2034,BR05U1,BRSRNAACNOR4,SERENA ENERGIA,BR,BRL,65101010.0,1.0,339915185.0,0.00023931090034966593,331891866.0,BRXJLC1
33318,2023-12-18,2034,B13C2G,TRESLEC00014,SELCUK ECZA DEPOSU TICARET,TR,TRY,20103015.0,1.0,201183736.0,0.0001413833358447177,196079573.0,B13C2G9
33319,2023-12-18,2034,KW26E2,KW0EQB010944,WARBABANK,KW,KWD,30101010.0,1.0,682042722.0,0.0004918819251804493,682173732.0,BDD2531
33320,2023-12-18,2034,HK10GI,HK0000065737,CHINA OVERSEAS GRAND OCEANS GR,CN,HKD,35101010.0,1.0,533117249.0,0.0003889119751763291,539368332.0,6803247
33321,2023-12-18,2034,IN0319,INE178A01016,CHENNAI PETROLEUM,IN,INR,60101020.0,1.0,405981285.0,0.0002926388451813896,405850516.0,6121563
33322,2023-12-18,2034,ID01C8,ID1000124001,BFI FINANCE INDONESIA,ID,IDR,30201020.0,1.0,533931084.0,0.0004099827672388379,568590672.0,B80NSQ6
33323,2023-12-18,2034,TW018Y,TW0001314003,China Petrochem,TW,TWD,55201000.0,1.0,1182557120.0,0.000859701303717635,1192289484.0,6206084
33324,2023-12-18,2034,KR51GX,KR7095340006,ISC,KR,KRW,10102020.0,1.0,706860372.0,0.0004928420036190836,683505231.0,B243QP5
33325,2023-12-18,2034,669377,KYG5427W1309,LEE & MAN PAPER MNFG.,CN,HKD,55101015.0,1.0,373252188.0,0.0002677132267745977,371282053.0,6693772
33326,2023-12-18,2034,ZA20DO,ZAE000058517,SPAR GROUP,ZA,ZAR,45201010.0,1.0,851589526.0,0.0006393355232079209,886671938.0,B038WK4
33327,2023-12-18,2034,IN81ZD,INE768C01010,ZYDUS WELLNESS,IN,INR,45102020.0,1.0,246619667.0,0.00017525248423614436,243051503.0,6334327
33328,2023-12-18,2034,IN11BI,INE371A01025,GRAPHITE INDIA,IN,INR,50202010.0,1.0,505779846.0,0.0003565366176628681,494468088.0,B1KMXR0
33329,2023-12-18,2034,KR19G1,KR7121600001,ADVANCED NANO PRODUCTS,KR,KRW,55201020.0,1.0,953204866.0,0.0006785385613587074,941041252.0,B404429
33330,2023-12-18,2034,KR011D,KR7000150003,DOOSAN,KR,KRW,50204020.0,1.0,802862390.0,0.0005742054763263347,796345368.0,6661111
33331,2023-12-18,2034,KR321H,KR7003620002,KG MOBILITY,KR,KRW,40101020.0,1.0,436384202.0,0.00030517672478772413,423238860.0,6276162
33332,2023-12-18,2034,BR20HL,BRRECVACNOR3,PETRORECONCAVO ON,BR,BRL,60101010.0,1.0,933658580.0,0.0006478219113023827,898441411.0,BNC08V5
33333,2023-12-18,2034,KR632M,KR7214370009,CAREGEN,KR,KRW,20103010.0,1.0,447615242.0,0.0003262130571107508,452413409.0,BYSRH76
33334,2023-12-18,2034,KR03AO,KR7007310006,Ottogi,KR,KRW,45102020.0,1.0,749731309.0,0.0005368377302561375,744521356.0,6658373
33335,2023-12-18,2034,IN20JQ,INE260D01016,OLECTRA GREENTECH,IN,INR,50202010.0,1.0,639133745.0,0.00045729652240440776,634208454.0,6438597
33336,2023-12-18,2034,ZA211D,ZAE000006284,SAPPI,ZA,ZAR,55101015.0,1.0,966348555.0,0.0007233080332039287,1003130457.0,6777007
33337,2023-12-18,2034,IN0BIY,INE270A01029,ALOK INDUSTRIES,IN,INR,55101020.0,1.0,337597867.0,0.0002472773228385772,342940217.0,BKV0R07
33338,2023-12-18,2034,ID00TO,ID1000113707,BANK TABUNGAN NEGARA,ID,IDR,30101010.0,1.0,434327126.0,0.0003162882526777349,438649047.0,B548673
33339,2023-12-18,2034,KR109L,KR7005850003,SL,KR,KRW,40101025.0,1.0,486473710.0,0.00034061811726995183,472391280.0,6529792
33340,2023-12-18,2034,TR101M,TRETRGY00018,TORUNLAR GAYRIMENKUL YATIRIM,TR,TRY,35102045.0,1.0,168808305.0,0.00012442974465481924,172567234.0,B4WW142
33341,2023-12-18,2034,BR16W5,BRARMLACNOR1,ARMAC LOCACAO COM NPV,BR,BRL,50206050.0,1.0,595400238.0,0.00042157926813836497,584673451.0,BN94NV5
33342,2023-12-18,2034,MY20VH,MYL1818OO003,BURSA MALAYSIA,MY,MYR,30202015.0,1.0,811626356.0,0.0005719939730990069,793278312.0,B06FV38
33343,2023-12-18,2034,MY22G4,MYL5005OO003,UNISEM (M),MY,MYR,10102010.0,1.0,331963293.0,0.00023984998389651557,332639502.0,B05MGY6
33344,2023-12-18,2034,MY00P9,MYL3794OO004,MALAYAN CEMENT,MY,MYR,50101030.0,1.0,192974934.0,0.00013855548847575226,192157731.0,6556518
33345,2023-12-18,2034,TW0380,TW0002363009,SILICON INTEGRATED SYS.,TW,TWD,10102010.0,1.0,895937558.0,0.0006655774602556726,923065957.0,6039020
33346,2023-12-18,2034,SA20OS,SA0007879196,NATIONAL GAS & INDZT,SA,SAR,65102020.0,0.4614808,571721694.0,0.00039795981886126604,551916468.0,B134V24
33347,2023-12-18,2034,PL10DO,PLJSW0000015,JSW,PL,PLN,60101040.0,1.0,576737515.0,0.0004268322603226277,591958641.0,B6R2S06
33348,2023-12-18,2034,CN2D5J,KYG5215A1004,KANGJI MEDICAL HOLDINGS,CN,HKD,20102015.0,1.0,320951956.0,0.00023317113752099116,323376845.0,BMY5QH3
33349,2023-12-18,2034,BR16Z8,BRONCOACNOR6,OCOCLI.DO BRA.SERI. MEDICOS ON,BR,BRL,20101010.0,1.0,691098539.0,0.0004911757929071702,681194422.0,BMW5LZ8
33350,2023-12-18,2034,IN50PZ,INE101D01020,GRANULES INDIA,IN,INR,20103015.0,1.0,764758869.0,0.0005362635603766479,743725060.0,BWCGVX9
33351,2023-12-18,2034,IN40DM,INE786A01032,J K LAKSHMI CEMENT,IN,INR,50101030.0,1.0,693105820.0,0.0005094869562182862,706589530.0,B12G4M2
33352,2023-12-18,2034,TW1ASS,KYG9721M1033,WISDOM MARINE LINES,TW,TWD,50206030.0,1.0,739110983.0,0.000531964191063076,737762416.0,B429W95
33353,2023-12-18,2034,IN13HQ,INE450U01017,ROUTE MOBILE,IN,INR,10101010.0,1.0,613207415.0,0.0004441468874238199,615971688.0,BMC43M6
33354,2023-12-18,2034,KR02GT,KR7004000006,LOTTE FINE CHEMICAL,KR,KRW,55201000.0,1.0,662466688.0,0.00047715447022311086,661748743.0,6496432
33355,2023-12-18,2034,IN80YB,INE850D01014,GODREJ AGROVET LTD,IN,INR,45102010.0,1.0,350719360.0,0.00025179567167929944,349206556.0,BYWKX73
33356,2023-12-18,2034,IN30FN,INE148I01020,INDIABULLS HOUSING FIN,IN,INR,30201025.0,1.0,1225156493.0,0.0008445989153156015,1171344513.0,B98CG57
33357,2023-12-18,2034,TW06WR,TW0003596003,Arcadyan Tech,TW,TWD,15101010.0,1.0,1009665912.0,0.0007502030411165614,1040430197.0,B28SKW1
33358,2023-12-18,2034,SA20NR,SA0007879188,SAUDI PHARMINDS& MLP,SA,SAR,20103015.0,0.5399321,508070873.0,0.000361888310887892,501890163.0,B133NZ8
33359,2023-12-18,2034,MX201M,MXP369181377,EL PUERTO DE LIVERPOOL,MX,MXN,40401010.0,1.0,1264028193.0,0.0009119666410111884,1264774441.0,2306814
33360,2023-12-18,2034,TW011R,TW0001227007,Standard Foods,TW,TWD,45102020.0,1.0,598094861.0,0.00043660422938287223,605511041.0,6853554
33361,2023-12-18,2034,TH223H,TH0121010001,KIATNAKIN PHATRA BANK,TH,THB,30101010.0,0.44,532282254.0,0.00038160035767950803,529228107.0,6491084
33362,2023-12-18,2034,BR801B,BRAZULACNPR4,AZUL PN,BR,BRL,40501010.0,1.0,994783892.0,0.0007156633104201696,992528260.0,BD97PR4
33363,2023-12-18,2034,KR1A6S,KR7375500006,DL E&C,KR,KRW,50101010.0,1.0,846007274.0,0.0006227939426166567,863731002.0,BNGJH11
33364,2023-12-18,2034,KR01LX,KR7001440007,TAIHAN ELECTRIC WIRE,KR,KRW,50202010.0,1.0,549355716.0,0.000416298328024527,577349501.0,6512479
33365,2023-12-18,2034,CL00QN,CLP3697S1034,Embotelladora Andina SA,CL,CLP,45101020.0,1.0,1000243985.0,0.0007220849399438437,1001434192.0,2311454
33366,2023-12-18,2034,430007,TRAECILC91E0,ECZACIBASI ILAC SINAI,TR,TRY,20103015.0,1.0,188018276.0,0.0001427931827078945,198034840.0,B03MRP6
33367,2023-12-18,2034,TW03WO,TW0002451002,Transcend Info,TW,TWD,10102010.0,1.0,585421186.0,0.0004287846178871761,594666297.0,6350497
33368,2023-12-18,2034,IN0229,INE119A01028,Balrampur Chi,IN,INR,45102035.0,1.0,696238678.0,0.00048083684140195625,666855694.0,B06KS32
33369,2023-12-18,2034,EW052,PLENEA000013,ENEA,PL,PLN,65101015.0,1.0,571095741.0,0.00040524629980563816,562021832.0,B3F97B2
33370,2023-12-18,2034,404164,TRAANSGR91O1,ANADOLU SIGORTA,TR,TRY,30302025.0,1.0,341746936.0,0.00025621247637589833,355332067.0,B03MNW5
33371,2023-12-18,2034,MY244U,MYL2488OO004,ALLIANCE BANK MALAYSIA BERHAD,MY,MYR,30101010.0,0.6753779,456391392.0,0.0003317145616214296,460043252.0,6556938
33372,2023-12-18,2034,IN60NY,INE050A01025,BOMBAY BURMAH TRADING,IN,INR,40101025.0,1.0,378457786.0,0.00027819917025678125,385824639.0,B7F8TD3
33373,2023-12-18,2034,PH402C,PHY7318T1017,ROBINSONS RETAIL HDG.,PH,PHP,45201010.0,1.0,361472751.0,0.000260894933497828,361826002.0,BFTCYP4
33374,2023-12-18,2034,IN03S0,INE126A01031,EID Parry,IN,INR,45102035.0,1.0,706004586.0,0.0005054769438755759,701028185.0,B083S06
33375,2023-12-18,2034,CN4CU9,KYG5264S1012,KINGSOFT CLOUD HOLDINGS,CN,HKD,10101010.0,1.0,501359643.0,0.00038235711276733014,530277624.0,BMD4D03
33376,2023-12-18,2034,419707,TRACIMSA91F9,CIMSA,TR,TRY,50101030.0,1.0,350189515.0,0.0002635711986803378,365537620.0,B03MQV5
33377,2023-12-18,2034,B1ZBHG,GRS495003006,AEGEAN AIRLINES,GR,EUR,40501010.0,1.0,415763082.0,0.0003100450067992963,429990509.0,B1ZBHG9
33378,2023-12-18,2034,TW08QN,TW0009933002,CTCI Corp,TW,TWD,50101015.0,1.0,876287853.0,0.000646540379036924,896664099.0,6239187
33379,2023-12-18,2034,MY22OC,MYL5176TO001,SUNWAY RLST.INV.TRUST,MY,MYR,35102045.0,1.0,414588918.0,0.00030044275363244464,416673482.0,B62QFR9
33380,2023-12-18,2034,HK90BL,KYG183221004,CANVEST ENV.PROTC.GROUP,CN,HKD,65101015.0,1.0,235867479.0,0.0001617339452377735,224303117.0,BTLWVY8
33381,2023-12-18,2034,TW082Z,TW0006271000,THEIL,TW,TWD,10102010.0,1.0,1038560558.0,0.0007673045299232528,1064147650.0,B1L8PB5
33382,2023-12-18,2034,KW23QB,KW0EQ0500979,BOUBYAN PETROCHEM,KW,KWD,55201020.0,1.0,763105073.0,0.0005503432910608959,763251743.0,6000208
33383,2023-12-18,2034,KR21N1,KR7002710002,TCC STEEL,KR,KRW,55102015.0,1.0,788659261.0,0.0005472406656474897,758948821.0,6276377
33384,2023-12-18,2034,IN19ET,INE177H01021,GODAWARI POWER & ISPAT,IN,INR,55102010.0,1.0,426576307.0,0.00031239536782935387,433250142.0,BPBM1J5
33385,2023-12-18,2034,KR02N0,KR7004800009,HYOSUNG,KR,KRW,50203000.0,1.0,453484214.0,0.000331600139509757,459884564.0,6896838
33386,2023-12-18,2034,BR00QS,BRUSIMACNOR3,USINAS SIDERURGICAS DE MINA ON,BR,BRL,55102010.0,1.0,257481320.0,0.00018468908463094364,256138792.0,2193696
33387,2023-12-18,2034,TW01TJ,TW0001717007,Eternal,TW,TWD,55201000.0,1.0,913367392.0,0.0006599556058745741,915269205.0,6318514
33388,2023-12-18,2034,KR18AU,KR7005420005,COSMO CHEMICAL,KR,KRW,55201000.0,1.0,787919701.0,0.0005568921298113893,772334097.0,B00LSN1
33389,2023-12-18,2034,TW14JD,TW0001773000,SHINY CHEMICAL INDL.,TW,TWD,55201000.0,1.0,614047685.0,0.0004469680117149897,619884206.0,B2NWD18
33390,2023-12-18,2034,KR02S5,KR7139130009,DGB FINANCIAL GROUP,KR,KRW,30101010.0,1.0,1012905254.0,0.0007387564026972971,1024555257.0,B68N347
33391,2023-12-18,2034,TW30H9,TW0008478009,ALEXANDER MARINE,TW,TWD,40203055.0,1.0,299623372.0,0.0002123355104132686,294480647.0,BYY9839
33392,2023-12-18,2034,KR13YD,KR7067310003,HANA MICRON,KR,KRW,10102010.0,1.0,845275371.0,0.0005659333888602871,784873101.0,B0M2M63
33393,2023-12-18,2034,TW134X,TW0008016007,Sitronix,TW,TWD,10102010.0,1.0,1109197214.0,0.0008000662524210239,1109583730.0,6718772
33394,2023-12-18,2034,MY215S,MYL5258OO008,BANK ISLAM,MY,MYR,30101010.0,1.0,251393313.0,0.00018089138281639916,250871893.0,6100379
33395,2023-12-18,2034,TW40B4,TW0006414006,ENNOCONN,TW,TWD,10102030.0,1.0,778737907.0,0.0005784253685349144,802197788.0,B94NS14
33396,2023-12-18,2034,TW03TL,TW0003714002,ENNOSTAR,TW,TWD,10102010.0,1.0,943154486.0,0.0006921621841396504,959935375.0,BK80TL5
33397,2023-12-18,2034,TR30CZ,TREAHLA00019,AHLATCI DOGAL GAZ DAGITIM ENERJI,TR,TRY,65102020.0,1.0,262983758.0,0.00019508480014048885,270556244.0,BQS6LJ7
33398,2023-12-18,2034,TW08TQ,TW0009939009,Taiwan Hon Chuan,TW,TWD,50203030.0,1.0,1140054867.0,0.0008204275586029148,1137822109.0,6335212
33399,2023-12-18,2034,TH12P2,TH0921010003,JASMINE TECHNOLOGY SOLUTION,TH,THB,15102015.0,1.0,383944551.0,0.0003067977083083404,425486945.0,B1DRJZ2
33400,2023-12-18,2034,ID80HK,ID1000122302,SMARTFREN TELECOM,ID,IDR,15102015.0,1.0,487906084.0,0.0003524169334912521,488754643.0,B7LLC71
33401,2023-12-18,2034,CN91QZ,KYG226921008,COFCO JOYCOME FOODS,CN,HKD,45102020.0,1.0,624570938.0,0.0004422786873051015,613380747.0,BYNJJY8
33402,2023-12-18,2034,BR045B,BRMRVEACNOR2,MRV ENGENHARIA,BR,BRL,40202010.0,1.0,777271507.0,0.0005569664773608862,772437207.0,B235JN1
33403,2023-12-18,2034,KW260O,KW0EQ0607022,BOURSA KUWAIT SECURITIES COMPA,KW,KWD,30202015.0,1.0,556888884.0,0.00040162235249009925,556995907.0,BL5GYK7
33404,2023-12-18,2034,TW03SK,TW0002441003,Greatek Eltrs,TW,TWD,10102010.0,1.0,653626772.0,0.0004760276956518955,660186059.0,6293989
33405,2023-12-18,2034,IN203A,INE548A01028,HFCL,IN,INR,15101010.0,1.0,860912261.0,0.0005887974753986868,816582498.0,6208411
33406,2023-12-18,2034,BR70AJ,BRTAEEACNPR6,TSMS.ALIANCA ENELA. PN,BR,BRL,65101015.0,1.0,1112945752.0,0.0008056935053095715,1117387969.0,B1GB4Z6
33407,2023-12-18,2034,TW1987,TW0004961008,FITIPOWER INTEGRATED TECH.,TW,TWD,10102010.0,1.0,822889248.0,0.000586561018765817,813480835.0,B61YST7
33408,2023-12-18,2034,KR04CR,KR7018670000,SK Gas,KR,KRW,65102020.0,1.0,303829641.0,0.00021421244029419976,297083695.0,6036021
33409,2023-12-18,2034,CN1OSG,CNE1000048G6,REMEGEN 'H',CN,HKD,20103010.0,1.0,763850874.0,0.0005801478904312474,804586693.0,BMC6XV1
33410,2023-12-18,2034,SA23Z6,SA15J1S23H17,RETAL URBAN DEVELOPMENT,SA,SAR,35101010.0,1.0,372867362.0,0.000269185823084918,373324345.0,BMF4WT3
33411,2023-12-18,2034,TW05JD,TW0002903002,Far East Dept,TW,TWD,40401010.0,1.0,711971318.0,0.0005033189245924237,698035304.0,6331373
33412,2023-12-18,2034,MY22XL,MYL1171OO007,MALAYSIA BUILDING SOC.,MY,MYR,30101010.0,1.0,367637091.0,0.00026452835109476626,366865061.0,6556789
33413,2023-12-18,2034,412162,TRABTCIM91F5,BATICIM BATI ADCT.SYI.,TR,TRY,50101030.0,1.0,384603811.0,0.0002806503962010947,389224158.0,B03MPQ3
33414,2023-12-18,2034,KR10GS,KR7108320003,LX SEMICON,KR,KRW,10102010.0,1.0,723618299.0,0.0005257189947421837,729101173.0,B53YZC0
33415,2023-12-18,2034,IN07MY,INE870H01013,Network 18 Media,IN,INR,40301035.0,1.0,312373126.0,0.0002250948535668098,312176131.0,B1JRSG0
